Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
51010,6,01/03/2018 10:34:12,49,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,632653.0612,61224.4898,24.5,3.535533906,27,22,49,49,0,49,49,0,0,0,0,0,1,0,0,0,40,20,40816.32653,20408.16327,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0,0,0,0,0,0,0,2,31,1,0,110,0,0,20,0,0,0,0,0,0,0,0,Benign
445,6,01/03/2018 12:02:07,814874,5,4,286,170,103,0,57.2,52.48523602,131,0,42.5,61.79805822,559.5957166,11.0446523,101859.25,140887.8092,294985,2,814821,203705.25,136872.1722,295038,2,814821,271607,21101.64351,295249,254680,0,0,0,0,112,92,6.135917946,4.908734356,0,131,45.6,52.98469381,2807.377778,0,0,0,1,0,0,0,0,0,50.66666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0,0,0,0,0,0,0,0,Application-layer
3389,6,01/03/2018 09:18:30,2977680,10,7,1148,1581,677,0,114.8,210.0924664,1173,0,225.8571429,430.0986044,916.4853174,5.709142688,186105,267443.5194,937556,43,2977680,330853.3333,433652.8848,1371188,168,2588827,431471.1667,408512.2606,976613,144688,0,0,0,0,208,148,3.358319228,2.35082346,0,1173,151.6111111,305.0826578,93075.4281,0,0,0,1,0,0,0,0,0,160.5294118,114.8,225.8571429,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Application-layer
53,17,01/03/2018 03:37:38,37719,2,2,64,178,32,32,32,0,89,89,89,0,6415.864684,106.0473501,12573,21231.64895,37089,230,37319,37319,0,37319,37319,630,630,0,630,630,0,0,0,0,16,16,53.02367507,53.02367507,32,89,54.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,68.5,32,89,0,0,0,0,0,0,2,64,2,178,-1,-1,1,8,0,0,0,0,0,0,0,0,Tunneling
445,6,01/03/2018 01:49:59,176153,2,1,0,0,0,0,0,0,0,0,0,0,0,17.03064949,88076.5,124450.0864,176076,77,176153,176153,0,176153,176153,0,0,0,0,0,0,0,0,0,52,32,11.35376633,5.676883164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Buffer Overflow
53,17,01/03/2018 01:38:50,889,1,1,41,102,41,41,41,0,102,102,102,0,160854.8931,2249.718785,889,0,889,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1124.859393,1124.859393,41,102,61.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,92,41,102,0,0,0,0,0,0,1,41,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 02:13:47,1406532,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1928.857644,10.66452807,100466.5714,251806.6233,968845,31,1406532,200933.1429,387802.1966,1078632,31,1342712,223785.3333,365430.8469,968845,64158,0,0,0,0,168,148,5.687748306,4.976779768,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Tunneling
123,17,01/03/2018 05:18:26,50487,1,1,48,48,48,48,48,0,48,48,48,0,1901.479589,39.6141581,50487,0,50487,50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19.80707905,19.80707905,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,Reconnaissance
53,17,01/03/2018 10:40:25,11490,1,1,44,252,44,44,44,0,252,252,252,0,25761.53177,174.0644038,11490,0,11490,11490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,87.03220191,87.03220191,44,252,113.3333333,120.088856,14421.33333,0,0,0,0,0,0,0,0,1,170,44,252,0,0,0,0,0,0,1,44,1,252,-1,-1,0,8,0,0,0,0,0,0,0,0,Application-layer
51181,6,01/03/2018 01:12:18,14,1,1,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,71428.57143,71428.57143,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,123,253,0,20,0,0,0,0,0,0,0,0,Ransomware
53,17,01/03/2018 09:18:14,271,1,1,47,63,47,47,47,0,63,63,63,0,405904.059,7380.073801,271,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3690.0369,3690.0369,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47,63,0,0,0,0,0,0,1,47,1,63,-1,-1,0,8,0,0,0,0,0,0,0,0,Ransomware
3389,6,01/03/2018 11:37:36,4978642,8,11,1132,1581,661,0,141.5,222.7920235,1173,0,143.7272727,352.1017157,544.9277132,3.816301714,276591.2222,692446.887,2880875,5,4978642,711234.5714,1091908.029,3002020,5,4893538,489353.8,893097.2836,2880875,41616,0,0,0,0,168,228,1.60686388,2.209437835,0,1173,135.65,290.7886328,84558.02895,0,0,0,1,0,0,0,0,1,142.7894737,141.5,143.7272727,0,0,0,0,0,0,8,1132,11,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Evasion
443,6,01/03/2018 01:57:28,117748805,17,16,1983,929,765,0,116.6470588,220.5756506,223,0,58.0625,66.84855396,24.73061192,0.280257621,3679650.156,14400000,58800000,6,118000000,7359300.313,19900000,58800000,32,118000000,7848194.333,20500000,58900000,14,0,0,0,0,376,332,0.144375138,0.135882483,0,765,85.64705882,163.4232064,26707.14439,0,0,1,1,0,0,0,1,0,88.24242424,116.6470588,58.0625,0,0,0,0,0,0,17,1983,16,929,8192,129,8,20,411368.5,442576.013,724317,98420,58400000,594068.6911,58800000,58000000,Application-layer
123,17,01/03/2018 01:53:36,45395,1,1,48,48,48,48,48,0,48,48,48,0,2114.770349,44.05771561,45395,0,45395,45395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22.0288578,22.0288578,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,Ransomware
80,6,01/03/2018 04:27:23,140,2,0,0,0,0,0,0,0,0,0,0,0,0,14285.71429,140,0,140,140,140,140,0,140,140,0,0,0,0,0,0,0,0,0,40,0,14285.71429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0,0,0,0,0,0,0,0,MQTT Exploits
443,6,01/03/2018 08:40:52,5039882,6,4,599,137,517,0,99.83333333,205.4511296,137,0,34.25,68.5,146.0351651,1.984173439,559986.8889,1651616.96,4964076,11,5039882,1007976.4,2240331.554,5015589,29,64008,21336,27245.88279,52088,209,0,0,0,0,132,92,1.190504063,0.793669376,0,517,66.90909091,155.040288,24037.49091,0,0,1,1,0,0,0,1,0,73.6,99.83333333,34.25,0,0,0,0,0,0,6,599,4,137,8192,219,3,20,0,0,0,0,0,0,0,0,Reconnaissance
443,6,01/03/2018 11:04:04,458,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,168122.2707,6550.218341,229,306.884343,446,12,458,229,306.884343,446,12,0,0,0,0,0,1,0,0,0,60,0,6550.218341,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Buffer Overflow
3389,6,01/03/2018 08:19:46,1389576,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1963.908415,10.79465967,99255.42857,252132.5627,969037,28,1389576,198510.8571,383491.7463,1066463,28,1326878,221146.3333,366617.2296,969037,63824,0,0,0,0,168,148,5.757151822,5.037507844,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Volumetric Flooding
52661,6,01/03/2018 04:26:26,7,1,1,0,0,0,0,0,0,0,0,0,0,0,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,142857.1429,142857.1429,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,913,256,0,20,0,0,0,0,0,0,0,0,Slowloris
443,6,01/03/2018 09:36:22,116880242,15,14,867,3567,228,0,57.8,83.31883683,1460,0,254.7857143,515.6021392,37.93626642,0.248117214,4174294.357,15300000,58700000,0,117000000,8348588.714,21200000,58700000,25,117000000,8986019.769,21900000,58700000,0,0,0,0,0,312,292,0.12833649,0.119780724,0,1460,147.8,364.6807201,132992.0276,0,0,1,1,0,0,0,1,0,152.8965517,57.8,254.7857143,0,0,0,0,0,0,15,867,14,3567,8192,118,7,20,82038.5,27989.40772,101830,62247,58300000,464083.3729,58700000,58000000,TLS Anomalies
53,17,01/03/2018 03:17:37,488,1,1,42,58,42,42,42,0,58,58,58,0,204918.0328,4098.360656,488,0,488,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2049.180328,2049.180328,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,MitM
53,17,01/03/2018 08:59:24,648,1,1,40,139,40,40,40,0,139,139,139,0,276234.5679,3086.419753,648,0,648,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1543.209877,1543.209877,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
53,17,01/03/2018 01:15:21,20899,1,1,45,86,45,45,45,0,86,86,86,0,6268.2425,95.69835877,20899,0,20899,20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,47.84917939,47.84917939,45,86,58.66666667,23.67136104,560.3333333,0,0,0,0,0,0,0,0,1,88,45,86,0,0,0,0,0,0,1,45,1,86,-1,-1,0,8,0,0,0,0,0,0,0,0,Evasion
53,17,01/03/2018 09:22:48,277,1,1,31,47,31,31,31,0,47,47,47,0,281588.4477,7220.216606,277,0,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3610.108303,3610.108303,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,54.5,31,47,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 11:01:13,80154494,14,14,2046,4144,814,0,146.1428571,218.9801035,1460,0,296,508.7719755,77.22586334,0.349325392,2968684.963,9107341.522,40000000,1,80200000,6165730.308,12600000,40000000,214,80100000,6159831.308,12600000,40000000,1,0,0,0,0,292,292,0.174662696,0.174662696,0,1460,213.4482759,386.9663686,149742.9704,0,0,1,1,0,0,0,1,1,221.0714286,146.1428571,296,0,0,0,0,0,0,14,2046,14,4144,8192,129,8,20,70404.33333,5749.060561,77041,66953,26600000,11600000,40000000,19900000,TLS Anomalies
443,6,01/03/2018 09:43:06,471003,9,7,522,3285,204,0,58,85.57598962,1430,0,469.2857143,663.1738621,8082.751065,33.97005964,31400.2,85462.74773,325887,0,471003,58875.375,113081.6347,325887,17,133686,22281,44912.10485,113384,0,0,0,0,0,192,152,19.10815855,14.86190109,0,1430,223.9411765,462.1092228,213544.9338,0,0,1,1,0,0,0,1,0,237.9375,58,469.2857143,0,0,0,0,0,0,9,522,7,3285,8192,172,4,20,0,0,0,0,0,0,0,0,Reconnaissance
443,6,01/03/2018 09:45:16,117689514,16,15,1036,8418,404,0,64.75,112.1359294,1460,0,561.2,660.3618272,80.33001139,0.263404945,3922983.8,14900000,58800000,0,118000000,7845967.6,20600000,58800000,25,118000000,8395628.429,21300000,59000000,0,0,0,0,0,332,312,0.13595094,0.127454006,0,1460,295.4375,517.1853687,267480.7056,0,0,1,1,0,0,0,1,0,304.9677419,64.75,561.2,0,0,0,0,0,0,16,1036,15,8418,8192,127,7,20,163157,9104.706915,169595,156719,58600000,342921.333,58800000,58400000,C2
80,6,01/03/2018 04:45:00,1799341,4,1,432,0,432,0,108,216,0,0,0,0,240.0878988,2.778795126,449835.25,874565.7739,1761418,45,1799341,599780.3333,1006180.133,1761418,336,0,0,0,0,0,0,0,0,0,92,32,2.2230361,0.555759025,0,432,72,176.3632615,31104,0,0,1,1,0,0,0,1,0,86.4,108,0,0,0,0,0,0,0,4,432,1,0,8192,42780,1,20,0,0,0,0,0,0,0,0,MitM
53,17,01/03/2018 02:19:16,961,1,1,39,67,39,39,39,0,67,67,67,0,110301.769,2081.165453,961,0,961,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1040.582726,1040.582726,39,67,48.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,72.5,39,67,0,0,0,0,0,0,1,39,1,67,-1,-1,0,8,0,0,0,0,0,0,0,0,Application-layer
53,17,01/03/2018 08:35:31,2264,1,1,47,151,47,47,47,0,151,151,151,0,87455.83039,883.3922261,2264,0,2264,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,441.6961131,441.6961131,47,151,81.66666667,60.044428,3605.333333,0,0,0,0,0,0,0,0,1,122.5,47,151,0,0,0,0,0,0,1,47,1,151,-1,-1,0,8,0,0,0,0,0,0,0,0,C2
53,17,01/03/2018 04:26:23,23622,1,1,38,93,38,38,38,0,93,93,93,0,5545.677758,84.666836,23622,0,23622,23622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,42.333418,42.333418,38,93,56.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,84.5,38,93,0,0,0,0,0,0,1,38,1,93,-1,-1,0,8,0,0,0,0,0,0,0,0,Ransomware
53,17,01/03/2018 11:08:44,37889,2,2,64,256,32,32,32,0,128,128,128,0,8445.723033,105.5715379,12629.66667,21493.67354,37448,95,37543,37543,0,37543,37543,441,441,0,441,441,0,0,0,0,16,16,52.78576896,52.78576896,32,128,70.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,88,32,128,0,0,0,0,0,0,2,64,2,256,-1,-1,1,8,0,0,0,0,0,0,0,0,C2
3389,6,01/03/2018 12:26:06,1751527,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1546.650437,8.563955908,125109.0714,246224.551,953214,5,1751527,250218.1429,383942.2087,1112204,5,1643134,273855.6667,336251.7997,953214,108739,0,0,0,0,172,152,4.567443151,3.996512757,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Volumetric Flooding
53,17,01/03/2018 11:07:56,37881,2,2,72,128,36,36,36,0,64,64,64,0,5279.691666,105.5938333,12627,21539.27763,37498,67,37565,37565,0,37565,37565,383,383,0,383,383,0,0,0,0,16,16,52.79691666,52.79691666,36,64,47.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,59,36,64,0,0,0,0,0,0,2,72,2,128,-1,-1,1,8,0,0,0,0,0,0,0,0,Tunneling
53,17,01/03/2018 08:30:09,2562,1,1,42,155,42,42,42,0,155,155,155,0,76893.0523,780.6401249,2562,0,2562,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,390.3200625,390.3200625,42,155,79.66666667,65.24058042,4256.333333,0,0,0,0,0,0,0,0,1,119.5,42,155,0,0,0,0,0,0,1,42,1,155,-1,-1,0,8,0,0,0,0,0,0,0,0,Ransomware
49827,6,01/03/2018 08:26:36,61,2,0,0,0,0,0,0,0,0,0,0,0,0,32786.88525,61,0,61,61,61,61,0,61,61,0,0,0,0,0,0,0,0,0,40,0,32786.88525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,125,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 08:53:34,2431,1,1,45,177,45,45,45,0,177,177,177,0,91320.44426,822.7067051,2431,0,2431,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,411.3533525,411.3533525,45,177,89,76.21023553,5808,0,0,0,0,0,0,0,0,1,133.5,45,177,0,0,0,0,0,0,1,45,1,177,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
443,6,01/03/2018 09:22:46,56185,9,8,557,3782,206,0,61.88888889,88.34371008,1460,0,472.75,635.2258878,77227.01789,302.5718608,3511.5625,5356.94266,15422,1,56185,7023.125,7657.403708,17639,14,45886,6555.142857,10013.52891,27139,1,0,0,0,0,192,172,160.1851028,142.386758,0,1460,241.0555556,464.2193285,215499.585,0,0,1,1,0,0,0,1,0,255.2352941,61.88888889,472.75,0,0,0,0,0,0,9,557,8,3782,8192,123,4,20,0,0,0,0,0,0,0,0,Application-layer
50891,6,01/03/2018 10:53:40,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,513,-1,0,20,0,0,0,0,0,0,0,0,Ransomware
53,17,01/03/2018 10:15:30,1011,1,1,31,112,31,31,31,0,112,112,112,0,141444.1147,1978.239367,1011,0,1011,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,989.1196835,989.1196835,31,112,58,46.7653718,2187,0,0,0,0,0,0,0,0,1,87,31,112,0,0,0,0,0,0,1,31,1,112,-1,-1,0,8,0,0,0,0,0,0,0,0,Ransomware
53,17,01/03/2018 01:38:22,1686,1,1,42,155,42,42,42,0,155,155,155,0,116844.6026,1186.23962,1686,0,1686,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,593.1198102,593.1198102,42,155,79.66666667,65.24058042,4256.333333,0,0,0,0,0,0,0,0,1,119.5,42,155,0,0,0,0,0,0,1,42,1,155,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
443,6,01/03/2018 02:22:44,61090999,14,14,776,3472,451,0,55.42857143,128.1583842,1460,0,248,525.3275901,69.53561195,0.458332659,2262629.593,4220121.898,10000000,1,61100000,4699307.615,5172516.674,10100000,295,61000000,4693985.308,5188239.243,10100000,1,0,0,0,0,292,284,0.229166329,0.229166329,0,1460,146.4827586,381.8623182,145818.83,0,0,1,1,0,0,0,1,1,151.7142857,55.42857143,248,0,0,0,0,0,0,14,776,14,3472,8192,31088,9,20,98103.33333,73479.6383,248093,68043,10000000,1753.877352,10000000,10000000,ARP Poisoning
443,6,01/03/2018 03:21:42,115419307,18,16,2107,7317,503,0,117.0555556,161.2814392,1460,0,457.3125,576.9843116,81.65011769,0.294578099,3497554.758,12000000,58300000,0,115000000,6789371,16200000,58300000,35,115000000,7681321.8,17200000,58400000,0,0,0,0,0,372,324,0.155953111,0.138624988,0,1460,269.2571429,436.9403878,190916.9025,0,0,1,1,0,0,0,1,0,277.1764706,117.0555556,457.3125,0,0,0,0,0,0,18,2107,16,7317,8192,20904,9,20,571918.3333,641541.7771,1312706,200487,37800000,18700000,58300000,21500000,DNS Abuse
53,17,01/03/2018 04:33:15,37324,2,2,90,210,45,45,45,0,105,105,105,0,8037.723717,107.1696496,12441.33333,21025.95697,36720,277,36997,36997,0,36997,36997,604,604,0,604,604,0,0,0,0,16,16,53.58482478,53.58482478,45,105,69,32.86335345,1080,0,0,0,0,0,0,0,0,1,86.25,45,105,0,0,0,0,0,0,2,90,2,210,-1,-1,1,8,0,0,0,0,0,0,0,0,Slowloris
51979,6,01/03/2018 02:40:25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,219,-1,0,20,0,0,0,0,0,0,0,0,MQTT Exploits
53,17,01/03/2018 08:51:48,1240,1,1,30,114,30,30,30,0,114,114,114,0,116129.0323,1612.903226,1240,0,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,806.4516129,806.4516129,30,114,58,48.49742261,2352,0,0,0,0,0,0,0,0,1,87,30,114,0,0,0,0,0,0,1,30,1,114,-1,-1,0,8,0,0,0,0,0,0,0,0,Evasion
53,17,01/03/2018 11:42:45,1306,1,1,35,63,35,35,35,0,63,63,63,0,75038.28484,1531.393568,1306,0,1306,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,765.6967841,765.6967841,35,63,44.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,66.5,35,63,0,0,0,0,0,0,1,35,1,63,-1,-1,0,8,0,0,0,0,0,0,0,0,C2
53,17,01/03/2018 10:07:07,233,1,1,31,47,31,31,31,0,47,47,47,0,334763.9485,8583.690987,233,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4291.845494,4291.845494,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,54.5,31,47,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0,0,0,0,0,0,0,0,Application-layer
53,17,01/03/2018 03:33:44,314,1,1,42,58,42,42,42,0,58,58,58,0,318471.3376,6369.426752,314,0,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3184.713376,3184.713376,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
443,6,01/03/2018 04:43:55,5423001,8,6,349,3859,192,0,43.625,74.13874541,1460,0,643.1666667,679.9330604,775.9541258,2.581596426,417153.9231,1359480.008,4933989,0,5423001,774714.4286,1836905.901,4933989,19,370508,74101.6,144006.1096,329768,0,0,0,0,0,172,132,1.475197958,1.106398468,0,1460,280.5333333,511.7715543,261910.1238,0,0,1,1,0,0,0,1,0,300.5714286,43.625,643.1666667,0,0,0,0,0,0,8,349,6,3859,8192,946,3,20,0,0,0,0,0,0,0,0,MitM
443,6,01/03/2018 04:55:28,118648939,13,11,601,3190,201,0,46.23076923,69.68399367,1430,0,290,533.0686635,31.95140245,0.202277409,5158649.522,16800000,58400000,0,119000000,9887411.583,22600000,58400000,236,118000000,11800000,24700000,58700000,0,0,0,0,0,272,232,0.10956693,0.092710479,0,1430,151.64,369.5667373,136579.5733,0,0,1,1,0,0,0,1,0,157.9583333,46.23076923,290,0,0,0,0,0,0,13,601,11,3190,8192,176,6,20,841628.5,725725.6098,1354794,328463,58300000,105930.2527,58400000,58300000,Benign
3389,6,01/03/2018 02:23:49,1838917,8,9,1132,1581,661,0,141.5,222.7920235,1173,0,175.6666667,385.5612792,1475.324879,9.244571669,114932.3125,292134.8963,1201559,24,1838917,262702.4286,460464.1562,1293757,78,1776202,222025.25,397351.1773,1201559,19413,0,0,0,0,168,188,4.350386668,4.894185001,0,1173,150.7222222,303.4809434,92100.68301,0,0,0,1,0,0,0,0,1,159.5882353,141.5,175.6666667,0,0,0,0,0,0,8,1132,9,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,MQTT Exploits
443,6,01/03/2018 08:46:22,164788,11,18,844,18224,437,0,76.72727273,144.6568981,1460,0,1012.444444,658.242153,115712.3091,175.9836881,5885.285714,10739.55313,40545,0,145926,14592.6,18837.40007,57972,16,147488,8675.764706,13133.28859,40545,0,0,0,0,0,232,372,66.75243343,109.2312547,0,1460,635.6,694.0880199,481758.1793,0,0,1,1,0,0,0,1,1,657.5172414,76.72727273,1012.444444,0,0,0,0,0,0,11,844,18,18224,8192,256,3,20,0,0,0,0,0,0,0,0,C2
80,6,01/03/2018 11:36:34,322,2,0,0,0,0,0,0,0,0,0,0,0,0,6211.180124,322,0,322,322,322,322,0,322,322,0,0,0,0,0,0,0,0,0,40,0,6211.180124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,MitM
3389,6,01/03/2018 02:49:28,4154346,8,11,1128,1581,661,0,141,222.6233206,1173,0,143.7272727,352.1017157,652.0881987,4.573523727,230797,278839.1846,1072731,3,4154346,593478,518554.8856,1358637,3,4031041,403104.1,307596.9998,1072731,167971,0,0,0,0,172,232,1.925694201,2.647829526,0,1173,135.45,290.7368995,84527.94474,0,0,1,1,0,0,0,1,1,142.5789474,141,143.7272727,0,0,0,0,0,0,8,1128,11,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,C2
443,6,01/03/2018 01:43:19,283,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,272084.8057,10600.70671,141.5,174.655375,265,18,283,141.5,174.655375,265,18,0,0,0,0,0,1,0,0,0,60,0,10600.70671,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Tunneling
3389,6,01/03/2018 11:23:13,1397464,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1952.823114,10.7337291,99818.85714,251949.9908,968755,26,1397464,199637.7143,384001.1022,1068686,26,1333593,222265.5,365953.6344,968755,64376,0,0,0,0,168,148,5.724655519,5.009073579,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Buffer Overflow
