Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label.1
10.152.152.11-24.186.247.63-52427-30998-6,10.152.152.11,52427,24.186.247.63,30998,6,27/07/2015 12:09:04 PM,63267944,17,20,388,164,87,0,22.8235294118,20.2275656411,70,0,8.2,21.2345299726,8.7247975057,0.5848143256,1757442.88888889,5904327.19603731,34797208,20,28470329,1779395.5625,2157830.73299494,7539520,698,63267350,3329860.52631579,7890479.62973812,34797208,876,0,0,0,0,352,412,0.2686984739,0.3161158517,0,87,14.5263157895,21.6204818334,467.4452347084,1,2,0,18,36,0,0,0,1,14.9189189189,22.8235294118,8.2,0,0,0,0,9,154,0,10,0,4,14600,913,14,20,0,0,0,0,1396923759339120.0,243068006038148.0,1438009772742168.0,34796801.0,Non-Tor,
10.152.152.11-69.171.248.98-52399-50002-17,10.152.152.11,52399,69.171.248.98,50002,17,24/07/2015 02:54:42 PM,119397512,115,0,2300,0,20,20,20.0,0.0,0,0,0.0,0.0,19.2633829757,0.9631691488,1047346.59649123,644460.718962799,1651674,99757,119397512,1047346.59649123,644460.718962799,1651674,99757,0,0.0,0.0,0,0,0,0,0,0,920,0,0.9631691488,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20.1739130435,20.0,0.0,0,0,0,0,5,66,1,20,0,0,0,0,114,8,0,0,0,0,1437760542714842.0,34777296.4361424,1437760601582042.0,1437760484235915.0,Non-Tor,
10.152.152.11-94.224.45.174-53279-20527-6,10.152.152.11,53279,94.224.45.174,20527,6,27/07/2015 12:35:31 PM,264,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7575.7575757576,264.0,0.0,264,264,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3787.8787878788,3787.8787878788,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-185.31.17.246-39927-80-6,10.152.152.11,39927,185.31.17.246,80,6,24/02/2016 11:39:04 AM,11548979,189,314,310,393880,310,0,1.6402116402,22.5491819911,1460,0,1254.3949044586,360.7880221222,34132.0215406055,43.5536336156,23005.9342629482,447054.563689729,10003734,3,11548979,61430.7393617021,730120.86472418,10003734,14,1544787,4935.4217252396,31636.8347115379,503140,3,0,0,0,0,3792,6292,16.3650830086,27.1885506069,0,1460,782.123015873,671.2124816871,450526.195572596,1,2,0,107,502,0,0,0,1,783.6779324056,1.6402116402,1254.3949044586,0,0,0,0,313,255201,0,0,0,783,14600,980,1,20,0,0,0,0,1453421502139196.0,65063951645579.2,1456328345628275.0,10003645.0,Non-Tor,
90.196.102.223-10.152.152.11-23528-53509-6,90.196.102.223,23528,10.152.152.11,53509,6,27/07/2015 12:51:28 PM,76,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.7894736842,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13157.8947368421,13157.8947368421,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-194.132.162.149-42063-443-6,10.152.152.11,42063,194.132.162.149,443,6,24/02/2016 02:16:12 PM,50,2,0,11,0,11,0,5.5,7.7781745931,0,0,0.0,0.0,220000.0,40000.0,50.0,0.0,50,50,50,50.0,0.0,50,50,0,0.0,0.0,0,0,1,0,0,0,40,0,40000.0,0.0,0,11,7.3333333333,6.3508529611,40.3333333333,0,0,0,1,2,0,0,0,0,11.0,5.5,0.0,0,0,0,0,0,0,1,5,0,0,2640,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
67.253.124.117-10.152.152.11-58337-53465-6,67.253.124.117,58337,10.152.152.11,53465,6,27/07/2015 11:53:34 AM,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.0952380952,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.0476190476,47619.0476190476,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-10.152.152.10-16371-53-17,10.152.152.11,16371,10.152.152.10,53,17,24/07/2015 03:40:04 PM,572324,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,157.2535836344,3.4945240808,572324.0,0.0,572324,572324,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1.7472620404,1.7472620404,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,0,18,0,26,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-69.171.248.98-52399-3478-17,10.152.152.11,52399,69.171.248.98,3478,17,24/07/2015 03:06:48 PM,119398299,115,0,2300,0,20,20,20.0,0.0,0,0,0.0,0.0,19.2632560033,0.9631628002,1047353.5,644500.50981118,1651270,99410,119398299,1047353.5,644500.50981118,1651270,99410,0,0.0,0.0,0,0,0,0,0,0,920,0,0.9631628002,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20.1739130435,20.0,0.0,0,0,0,0,5,66,1,20,0,0,0,0,114,8,0,0,0,0,1437761268800480.0,34777819.6119313,1437761327667369.0,1437761210319935.0,Non-Tor,
10.152.152.11-66.220.158.19-39502-443-6,10.152.152.11,39502,66.220.158.19,443,6,24/07/2015 03:17:35 PM,366,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5464.4808743169,366.0,0.0,366,366,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2732.2404371585,2732.2404371585,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2640,2640,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-10.152.152.10-51881-53-17,10.152.152.11,51881,10.152.152.10,53,17,24/02/2016 01:35:22 PM,459901,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,200.043052744,4.3487620162,459901.0,0.0,459901,459901,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2.1743810081,2.1743810081,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,65.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-23.235.43.246-51525-80-6,10.152.152.11,51525,23.235.43.246,80,6,24/02/2016 02:02:27 PM,12063553,206,316,310,393748,310,0,1.5048543689,21.598723443,1460,0,1246.0379746836,341.6265088795,32665.1692084413,43.2708340569,23154.6122840691,440055.168624335,10027807,3,12063553,58846.6,701076.178083014,10027807,11,2035227,6461.0380952381,36005.563641983,600552,3,0,0,0,0,4132,6332,17.076229532,26.1946045249,0,1460,753.4569789675,664.6212037018,441721.344410013,1,2,0,118,521,0,0,0,1,754.9003831418,1.5048543689,1246.0379746836,0,0,0,0,315,193644,0,0,0,754,14600,980,1,20,0,0,0,0,1453536300827385.0,63864599547570.6,1456336949349829.0,10027787.0,Non-Tor,
10.152.152.11-10.152.152.10-55382-53-17,10.152.152.11,55382,10.152.152.10,53,17,24/02/2016 02:03:58 PM,270167,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,340.5301165575,7.4028286208,270167.0,0.0,270167,270167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3.7014143104,3.7014143104,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,65.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
185.31.17.246-10.152.152.11-80-39947-6,185.31.17.246,80,10.152.152.11,39947,6,24/02/2016 11:40:14 AM,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.0952380952,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.0476190476,47619.0476190476,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,6097,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
185.31.17.246-10.152.152.11-80-52715-6,185.31.17.246,80,10.152.152.11,52715,6,24/02/2016 01:23:03 PM,100,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10000.0,10000.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,7097,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
23.235.40.246-10.152.152.11-80-51524-6,23.235.40.246,80,10.152.152.11,51524,6,24/02/2016 11:46:57 AM,17,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.058823529,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,58823.5294117647,58823.5294117647,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,11952,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
96.42.120.211-10.152.152.11-36649-36404-6,96.42.120.211,36649,10.152.152.11,36404,6,27/07/2015 12:08:28 PM,27,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74074.0740740741,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37037.037037037,37037.037037037,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-10.152.152.10-60825-9110-6,10.152.152.11,60825,10.152.152.10,9110,6,24/02/2016 11:36:18 AM,951,4,4,82,755,82,0,20.5,41.0,755,0,188.75,377.5,880126.1829653,8412.1976866456,135.8571428571,124.1456517851,364,10,875,291.6666666667,197.6115718609,493,98,711,237.0,140.5453663413,364,86,0,0,0,0,92,92,4206.0988433228,4206.0988433228,0,755,93.0,249.726850779,62363.5,1,2,0,2,7,0,0,0,1,104.625,20.5,188.75,0,0,0,0,0,0,0,10,0,94,14600,913,1,20,0,0,0,0,1456328178262690.0,256.0335249248,1456328178263029.0,1456328178262327.0,Non-Tor,
10.152.152.11-69.171.248.107-55074-443-17,10.152.152.11,55074,69.171.248.107,443,17,24/07/2015 03:20:35 PM,55724082,54,0,1080,0,20,20,20.0,0.0,0,0,0.0,0.0,19.381207572,0.9690603786,1051397.77358491,647074.130412596,1651187,99931,55724082,1051397.77358491,647074.130412596,1651187,99931,0,0.0,0.0,0,0,0,0,0,0,432,0,0.9690603786,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20.3703703704,20.0,0.0,0,0,0,0,5,66,1,20,0,0,0,0,53,8,0,0,0,0,1437762064836700.0,16076287.9900038,1437762091313692.0,1437762037589905.0,Non-Tor,
10.152.152.11-10.152.152.10-39779-53-17,10.152.152.11,39779,10.152.152.10,53,17,24/02/2016 01:21:28 PM,262123,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,350.9802649901,7.6300057607,262123.0,0.0,262123,262123,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3.8150028803,3.8150028803,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,65.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-5.20.61.195-58555-36944-6,10.152.152.11,58555,5.20.61.195,36944,6,27/07/2015 11:53:35 AM,62167616,15,18,338,169,69,0,22.5333333333,19.7949007383,97,0,9.3888888889,24.6460565725,8.1553714397,0.5308229931,1942738.0,6330251.9926765,28624801,39,61372014,4383715.28571429,9170977.05868544,28625306,446,62167209,3656894.64705882,8425131.24394799,28625155,1332,0,0,0,0,312,372,0.2412831787,0.2895398144,0,97,14.9117647059,22.9985080505,528.931372549,1,2,0,16,32,0,0,0,1,15.3636363636,22.5333333333,9.3888888889,0,0,0,0,9,319,0,10,0,5,14600,913,12,20,0,0,0,0,1438008837277848.0,25941155.4521383,1438008876807699.0,1438008815436009.0,Non-Tor,
185.31.19.246-10.152.152.11-80-55286-6,185.31.19.246,80,10.152.152.11,55286,6,24/02/2016 12:00:59 PM,65,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30769.2307692308,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15384.6153846154,15384.6153846154,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,9462,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-107.9.241.196-45280-39955-6,10.152.152.11,45280,107.9.241.196,39955,6,27/07/2015 12:26:14 PM,415,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4819.2771084337,415.0,0.0,415,415,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2409.6385542169,2409.6385542169,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-10.152.152.10-32093-53-17,10.152.152.11,32093,10.152.152.10,53,17,24/07/2015 03:21:46 PM,357530,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,251.7271277935,5.5939361732,357530.0,0.0,357530,357530,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2.7969680866,2.7969680866,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,0,18,0,26,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
151.225.175.7-10.152.152.11-443-46079-6,151.225.175.7,443,10.152.152.11,46079,6,27/07/2015 12:17:04 PM,24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.3333333333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41666.6666666667,41666.6666666667,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
185.31.19.246-10.152.152.11-80-35889-6,185.31.19.246,80,10.152.152.11,35889,6,24/02/2016 01:49:24 PM,88,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.2727272727,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11363.6363636364,11363.6363636364,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
185.31.19.246-10.152.152.11-80-35915-6,185.31.19.246,80,10.152.152.11,35915,6,24/02/2016 02:08:09 PM,146,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13698.6301369863,146.0,0.0,146,146,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6849.3150684932,6849.3150684932,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,8431,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-10.152.152.10-39685-53-17,10.152.152.11,39685,10.152.152.10,53,17,24/02/2016 11:39:45 AM,252732,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,364.0219679344,7.9135210421,252732.0,0.0,252732,252732,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3.956760521,3.956760521,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,65.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-69.171.239.36-39596-3478-17,10.152.152.11,39596,69.171.239.36,3478,17,24/07/2015 03:27:12 PM,119350090,115,0,2300,0,20,20,20.0,0.0,0,0,0.0,0.0,19.2710369971,0.9635518499,1046930.61403509,644040.405395315,1651384,100099,119350090,1046930.61403509,644040.405395315,1651384,100099,0,0.0,0.0,0,0,0,0,0,0,920,0,0.9635518499,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20.1739130435,20.0,0.0,0,0,0,0,5,66,1,20,0,0,0,0,114,8,0,0,0,0,1437762491008040.0,34775983.9332938,1437762549771690.0,1437762432221633.0,Non-Tor,
10.152.152.11-10.152.152.10-60838-9110-6,10.152.152.11,60838,10.152.152.10,9110,6,24/02/2016 11:39:37 AM,3285320,25,23,792,11612,326,0,31.68,81.4538315039,1460,0,504.8695652174,577.4803660061,3775.5835048032,14.610448906,69900.4255319149,194230.121418512,1181692,4,3285320,136888.333333333,269458.754613548,1220680,11,3283431,149246.863636364,266829.931411162,1181692,12,0,0,0,0,512,472,7.6096088052,7.0008401008,0,1460,253.1428571429,461.9596843882,213406.75,1,2,0,20,47,0,0,0,0,258.4166666667,31.68,504.8695652174,0,0,0,0,12,6009,0,16,0,241,14600,1114,7,20,0,0,0,0,1456328379358345.0,1233893.63322369,1456328380656550.0,1456328377371635.0,Non-Tor,
10.152.152.11-185.31.19.246-35868-80-6,10.152.152.11,35868,185.31.19.246,80,6,24/02/2016 01:41:48 PM,12894674,194,320,310,393880,310,0,1.5979381443,22.2567029171,1460,0,1230.875,387.0480071963,30569.9857165835,39.8614187532,25135.8167641326,443280.318414184,10004393,2,12894674,66811.7823834197,721941.256033555,10004393,14,2889808,9058.9592476489,50690.018977741,809331,2,0,0,0,0,3892,6412,15.0449712804,24.8164474728,0,1460,765.4174757282,670.3582224353,449380.146386612,1,2,0,113,513,0,0,0,1,766.906614786,1.5979381443,1230.875,0,0,0,0,319,136415,0,0,0,766,14600,980,1,20,0,0,0,0,1453491305138110.0,64361553107457.6,1456335711872402.0,10004328.0,Non-Tor,
10.152.152.11-23.235.43.246-51548-80-6,10.152.152.11,51548,23.235.43.246,80,6,24/02/2016 02:08:38 PM,12003823,203,318,310,393748,310,0,1.5270935961,21.7577345967,1460,0,1238.2012578616,346.1457686025,32827.7083059289,43.4028392455,23084.275,439619.384960758,10004045,4,12003823,59424.8663366337,704885.825962688,10004045,13,1998931,6305.7760252366,39325.7663193578,659434,4,0,0,0,0,4072,6372,16.911279015,26.4915602304,0,1460,754.9003831418,661.7356182382,437894.02844515,1,2,0,122,520,0,0,0,1,756.349328215,1.5270935961,1238.2012578616,0,0,0,0,317,197172,0,0,0,755,14600,980,1,20,0,0,0,0,1453531274781190.0,63926112810230.9,1456337320290495.0,10004030.0,Non-Tor,
157.56.126.188-10.152.152.11-443-33924-6,157.56.126.188,443,10.152.152.11,33924,6,27/07/2015 12:28:46 PM,30310692,6,4,2367,485,1317,0,394.5,496.6530982487,485,0,121.25,242.5,94.092210102,0.3299165852,3367854.66666667,9679752.17515815,29173113,18,30310599,6062119.8,12922211.4672393,29173419,475,29691821,9897273.66666667,16694500.5163557,29173113,64775,1,0,0,0,120,80,0.1979499511,0.1319666341,0,1317,379.0,505.6447369448,255676.6,0,0,0,5,10,0,0,0,0,416.9,394.5,121.25,0,0,0,0,0,0,0,236,0,48,2640,2640,3,20,0,0,0,0,1438010938560111.0,15263220.0448221,1438010957291745.0,1438010926981919.0,Non-Tor,
10.152.152.11-173.252.79.95-58928-443-6,10.152.152.11,58928,173.252.79.95,443,6,24/07/2015 03:29:48 PM,90112441,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.066583481,18022488.2,24677871.0587964,45055843,212,90112051,45056025.5,41.71930009,45056055,45055996,90112229,45056114.5,119.5010460205,45056199,45056030,0,0,0,0,60,60,0.0332917405,0.0332917405,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1248,2640,0,20,0,0,0,0,1437762633886115.0,36787713.5517659,1437762678941580.0,1437762588830460.0,Non-Tor,
185.31.19.246-10.152.152.11-80-35884-6,185.31.19.246,80,10.152.152.11,35884,6,24/02/2016 01:47:56 PM,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.5384615385,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19230.7692307692,19230.7692307692,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,6304,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-69.171.248.98-38250-3478-6,10.152.152.11,38250,69.171.248.98,3478,6,24/07/2015 02:55:11 PM,90112454,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0665834714,18022490.8,24677695.2396762,45055576,421,90112006,45056003.0,8.4852813742,45056009,45055997,90112033,45056016.5,58.6898628385,45056058,45055975,0,0,0,0,60,60,0.0332917357,0.0332917357,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1315,2640,0,20,0,0,0,0,1437760556830150.0,36787506.9800282,1437760601885439.0,1437760511774818.0,Non-Tor,
10.152.152.11-134.93.171.47-55056-3453-6,10.152.152.11,55056,134.93.171.47,3453,6,27/07/2015 12:47:38 PM,119965544,2763,2931,201715,203571,140,0,73.0057908071,45.0356038545,1448,0,69.4544524053,107.1755961942,3378.353371198,47.4636283898,21072.465132619,20082.038689195,115239,12,119965022,43434.1136857349,22316.2806087071,123601,145,119934573,40933.3013651878,26337.3843025836,122760,120,1,0,0,0,55260,58620,23.0316131439,24.432015246,0,1448,71.1864793679,83.0551231875,6898.1534876908,0,0,0,3290,5694,0,0,0,1,71.1989813839,73.0057908071,69.4544524053,0,0,0,0,3290,3378,0,35,0,35,2946,2946,2074,20,0,0,0,0,1438012118826870.0,34674198.8621018,1438012178796546.0,1438012058831736.0,Non-Tor,
185.31.17.246-10.152.152.11-80-52714-6,185.31.17.246,80,10.152.152.11,52714,6,24/02/2016 01:22:44 PM,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.5217391304,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43478.2608695652,43478.2608695652,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,5794,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
173.252.79.82-10.152.152.11-443-42955-6,173.252.79.82,443,10.152.152.11,42955,6,24/07/2015 03:21:46 PM,12,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.666666667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,83333.3333333333,83333.3333333333,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1181,980,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,
10.152.152.11-65.34.171.38-37795-60576-6,10.152.152.11,37795,65.34.171.38,60576,6,27/07/2015 12:05:16 PM,63410542,15,18,310,144,49,0,20.6666666667,14.7050363902,79,0,8.0,20.2890871856,7.1596927842,0.520418198,1981579.4375,6185914.76227133,25517369,21,38877833,2776988.07142857,6805634.72927939,25517780,277,63410286,3730016.82352941,8198292.15737764,25517850,1603,0,0,0,0,312,372,0.2365537264,0.2838644716,0,79,13.3529411765,18.6854056693,349.1443850267,1,2,0,16,32,0,0,0,1,13.7575757576,20.6666666667,8.0,0,0,0,0,8,167,0,9,0,4,14600,913,12,20,0,0,0,0,1391622129229650.0,258274132035365.0,1438009555580280.0,24532205.0,Non-Tor,
10.152.152.11-23.235.40.246-51538-80-6,10.152.152.11,51538,23.235.40.246,80,6,24/02/2016 11:51:42 AM,11644923,221,324,310,393877,310,0,1.4027149321,20.8528566139,1460,0,1215.6697530864,366.8434581636,33850.5458559065,46.8015116974,21406.1084558823,429829.361786292,10002781,3,11644923,52931.4681818182,675584.772505974,10002781,17,1641570,5082.2600619195,39660.0970548232,673561,3,0,0,0,0,4432,6492,18.9782276791,27.8232840183,0,1460,721.9542124542,660.5570791237,436335.654780388,1,2,0,122,544,0,0,0,1,723.2788990826,1.4027149321,1215.6697530864,0,0,0,0,323,240166,0,0,0,722,14600,980,1,20,0,0,0,0,1453647097590010.0,62497063326147.4,1456329103701594.0,10002765.0,Non-Tor,
