L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
54624,80,6,7.0,1078,1340,6,4,27,4261379,1
51824,80,6,7.0,112,0,2,0,22,760291,1
46262,80,6,7.0,690,770,7,5,31,0,1
38898,80,6,7.0,804,770,7,5,31,0,1
42414,80,6,7.0,702,770,7,5,31,0,1
57394,80,6,7.0,1048,770,7,5,31,0,1
51074,80,6,7.0,980,718,6,4,30,0,1
52356,80,6,7.0,1013,770,7,5,31,0,1
51580,80,6,7.0,784,770,7,5,31,0,1
56084,80,6,7.0,642,1340,5,4,27,4278730,1
38704,80,6,7.0,759,770,7,5,31,0,1
39224,80,6,7.0,772,710,5,4,27,4286492,1
53574,80,6,7.0,52,0,1,0,20,0,1
55964,80,6,7.0,736,1340,5,4,27,4278692,1
42070,80,6,7.0,752,710,6,4,31,4287970,1
33492,80,6,7.0,112,0,2,0,22,283970,1
39624,80,6,7.0,771,770,7,5,31,0,1
35816,80,6,7.0,52,0,1,0,20,0,1
42820,80,6,7.0,1900,710,10,4,31,4286623,1
59864,80,6,7.0,383,689,4,4,25,4294959,1
45980,80,6,7.0,739,770,7,5,31,0,1
43092,80,6,7.0,738,1340,5,4,27,4260608,1
43242,80,6,7.0,791,710,6,4,31,4280951,1
42998,80,6,7.0,52,0,1,0,20,0,1
35846,80,6,7.0,688,770,7,5,31,0,1
34432,80,6,7.0,112,0,2,0,22,337086,1
41280,80,6,7.0,730,1288,5,3,30,4277748,1
54660,80,6,7.0,646,710,5,4,27,4285815,1
51560,80,6,7.0,725,770,7,5,31,0,1
34566,80,6,7.0,922,770,7,5,31,0,1
38182,80,6,7.0,593,1340,6,4,31,4239660,1
60520,80,6,7.0,679,770,7,5,31,0,1
56108,80,6,7.0,945,1411,6,5,27,4279065,1
42006,80,6,7.0,731,1288,5,3,30,4276027,1
35638,80,6,7.0,52,0,1,0,20,0,1
60802,80,6,7.0,52,0,1,0,20,0,1
37198,80,6,7.0,112,0,2,0,22,390848,1
55046,80,6,7.0,556,710,5,4,27,4289919,1
60302,80,6,7.0,1148,770,8,5,31,0,1
35974,80,6,7.0,112,0,2,0,22,1763887,1
57074,80,6,7.0,554,1340,5,4,27,4278986,1
34818,80,6,7.0,112,0,2,0,22,337001,1
52896,80,6,7.0,112,0,2,0,22,62549,1
39144,80,6,7.0,653,1340,5,4,31,4294315,1
53576,80,6,7.0,828,1340,5,4,27,4277475,1
54246,80,6,7.0,586,710,5,4,27,4288850,1
57840,80,6,7.0,52,0,1,0,20,0,1
53062,80,6,7.0,52,0,1,0,20,0,1
54868,80,6,7.0,844,718,7,4,30,0,1
33584,80,6,7.0,676,710,5,4,27,4289056,1
56800,80,6,7.0,716,1340,5,4,27,4261663,1
51590,80,6,7.0,641,1340,5,4,27,4261348,1
52186,80,6,7.0,976,1340,6,4,31,4258523,1
36876,80,6,7.0,112,0,2,0,22,390919,1
37288,80,6,7.0,771,710,5,4,27,4283369,1
36028,80,6,7.0,112,0,2,0,22,1763879,1
55040,80,6,7.0,878,770,7,5,31,0,1
37268,80,6,7.0,112,0,2,0,22,390828,1
54848,80,6,7.0,631,710,5,4,27,4289920,1
40810,80,6,7.0,940,718,6,4,30,0,1
55238,80,6,7.0,52,0,1,0,20,0,1
59128,80,6,7.0,52,0,1,0,20,0,1
58296,80,6,7.0,710,770,7,5,31,0,1
50440,80,6,7.0,792,1340,6,4,31,4257215,1
42630,80,6,7.0,52,0,1,0,20,0,1
0,0,1,0.0,6880,134,121,1,0,4175634,1
46970,80,6,7.0,727,1340,5,4,27,4262219,1
53076,80,6,7.0,781,1340,5,4,27,4274657,1
51482,80,6,7.0,701,718,6,4,30,0,1
37710,80,6,7.0,600,710,5,4,27,4288410,1
58824,80,6,7.0,684,770,7,5,31,0,1
42412,80,6,7.0,52,0,1,0,20,0,1
46738,80,6,7.0,660,1340,5,4,27,4260625,1
48246,80,6,7.0,633,1340,5,4,27,4261511,1
36982,80,6,7.0,738,1340,6,4,31,4240755,1
41998,80,6,7.0,622,718,6,4,30,0,1
59566,80,6,7.0,112,0,2,0,22,231055,1
59448,80,6,7.0,112,0,2,0,22,231073,1
58346,80,6,7.0,683,710,5,4,27,4283931,1
41506,80,6,7.0,763,658,5,3,30,4291878,1
35528,80,6,7.0,642,1340,5,4,27,4278883,1
55570,80,6,7.0,729,770,7,5,31,0,1
35986,80,6,7.0,613,1340,5,4,27,4261045,1
55126,80,6,7.0,674,1340,5,4,27,4260428,1
64246,80,6,7.0,44,40,1,1,22,4294967,1
37988,80,6,7.0,871,1340,5,4,27,4262870,1
53054,80,6,7.0,769,710,5,4,27,4289921,1
38978,80,6,7.0,112,0,2,0,22,1863529,1
35284,80,6,7.0,52,0,1,0,20,0,1
42538,80,6,7.0,785,718,6,4,30,0,1
53776,80,6,7.0,862,710,6,4,31,4287947,1
47058,80,6,7.0,703,1340,5,4,27,4262247,1
53290,80,6,7.0,797,1340,5,4,27,4264912,1
52074,80,6,7.0,553,1340,5,4,27,4263748,1
37576,80,6,7.0,624,1340,5,4,27,4260609,1
42746,80,6,7.0,877,1340,6,4,31,4260700,1
34156,80,6,7.0,781,1340,5,4,27,4260408,1
43510,80,6,7.0,667,658,5,3,30,4288142,1
32768,80,6,7.0,741,1340,6,4,31,4237751,1
42888,80,6,7.0,52,0,1,0,20,0,1
44718,80,6,7.0,675,1340,5,4,27,4260279,1
47528,80,6,7.0,709,1340,5,4,27,4261177,1
59328,80,6,7.0,907,1340,5,4,27,4260536,1
44398,80,6,7.0,706,710,6,4,31,4275244,1
56624,80,6,7.0,725,1340,5,4,27,4263072,1
0,0,1,0.0,440,0,3,0,0,4275243,1
53830,80,6,7.0,818,770,7,5,31,0,1
58534,80,6,7.0,794,770,7,5,31,0,1
58842,80,6,7.0,839,1340,5,4,27,4278602,1
60308,80,6,7.0,678,1340,5,4,27,4278768,1
60990,80,6,7.0,112,0,2,0,22,284105,1
54088,80,6,7.0,762,770,7,5,31,0,1
55334,80,6,7.0,697,1340,5,4,27,4262643,1
43762,80,6,7.0,960,770,7,5,31,0,1
42072,80,6,7.0,770,1340,5,4,27,4278618,1
48720,80,6,7.0,759,710,5,4,27,4283055,1
38326,80,6,7.0,842,1340,6,4,31,4239686,1
57210,80,6,7.0,730,770,7,5,31,0,1
37856,80,6,7.0,819,770,7,5,31,0,1
60898,80,6,7.0,700,1340,5,4,27,4262895,1
60730,80,6,7.0,52,0,1,0,20,0,1
57352,80,6,7.0,592,1280,4,3,25,4261289,1
58704,80,6,7.0,927,770,7,5,31,0,1
51684,80,6,7.0,697,1340,5,4,27,4261360,1
49386,80,6,7.0,286,1400,5,5,27,4294956,1
36018,80,6,7.0,600,710,5,4,27,4282958,1
60800,80,6,7.0,700,1340,5,4,27,4262880,1
34238,80,6,7.0,1020,770,7,5,31,0,1
57642,80,6,7.0,626,1340,5,4,27,4262424,1
58666,80,6,7.0,52,0,1,0,20,0,1
59790,80,6,7.0,652,1340,5,4,27,4277389,1
34428,80,6,7.0,112,0,2,0,22,337087,1
54806,80,6,7.0,692,1288,5,3,30,4264628,1
60526,80,6,7.0,721,770,7,5,31,0,1
42786,80,6,7.0,872,710,6,4,31,4281510,1
59428,80,6,7.0,904,770,7,5,31,0,1
50150,80,6,7.0,639,1340,5,4,27,4278631,1
34278,80,6,7.0,806,770,7,5,31,0,1
34930,80,6,7.0,573,710,5,4,27,4289920,1
52438,80,6,7.0,757,770,7,5,31,0,1
55966,80,6,7.0,632,1340,5,4,27,4278700,1
55464,80,6,7.0,654,1340,5,4,27,4260405,1
54320,80,6,7.131,522,672,5,4,25,4294755,1
55502,80,6,7.0,884,1340,5,4,27,4262675,1
41134,80,6,7.0,802,710,5,4,27,4289906,1
58210,80,6,7.0,685,1340,6,4,31,4256209,1
42536,80,6,7.0,788,1340,5,4,27,4274676,1
33814,80,6,7.0,3184,770,13,5,31,0,1
35264,80,6,7.0,580,1340,5,4,27,4264090,1
59808,80,6,7.0,881,770,7,5,31,0,1
58278,80,6,7.0,17733,51915,30,40,27,4294777,1
52546,80,6,7.0,791,1340,5,4,27,4278786,1
59078,80,6,7.0,737,1340,5,4,27,4260263,1
36210,80,6,7.0,112,0,2,0,22,1763844,1
57350,80,6,7.0,833,770,7,5,31,0,1
36566,80,6,7.0,749,770,7,5,31,0,1
46642,80,6,7.0,585,710,6,4,31,4276536,1
36656,80,6,7.0,52,0,1,0,20,0,1
37992,80,6,7.0,905,1340,5,4,27,4262871,1
54374,80,6,7.0,609,1340,5,4,27,4278704,1
58804,80,6,7.0,745,770,7,5,31,0,1
45620,80,6,7.0,720,770,7,5,31,0,1
34220,80,6,7.0,704,1340,5,4,27,4260423,1
52974,80,6,7.0,965,1340,5,4,27,4274639,1
52620,80,6,7.0,591,1288,5,3,30,4276142,1
53750,80,6,7.0,855,710,5,4,27,4283155,1
46918,80,6,7.0,833,710,6,4,31,4266781,1
59692,80,6,7.0,680,1340,5,4,27,4262266,1
35186,80,6,7.0,112,0,2,0,22,336925,1
33318,80,6,7.0,770,770,7,5,31,0,1
54178,80,6,7.0,890,770,7,5,31,0,1
52476,80,6,7.0,797,770,7,5,31,0,1
38980,80,6,7.0,112,0,2,0,22,1863529,1
53184,80,6,7.0,112,0,2,0,22,62255,1
46826,80,6,7.0,759,1340,5,4,27,4260640,1
36714,80,6,7.0,690,1340,5,4,27,4261575,1
38250,80,6,7.0,791,770,7,5,31,0,1
60422,80,6,7.0,699,1340,5,4,27,4260610,1
42606,80,6,7.0,744,710,6,4,31,4281489,1
33606,80,6,7.0,112,0,2,0,22,283947,1
53198,80,6,7.0,708,1340,5,4,27,4261650,1
58670,80,6,7.0,52,0,1,0,20,0,1
59238,80,6,7.0,52,0,1,0,20,0,1
54438,80,6,7.0,619,1340,5,4,27,4260353,1
55376,80,6,7.0,1097,770,7,5,31,0,1
48028,80,6,7.0,969,718,6,4,30,0,1
36434,80,6,7.0,689,770,7,5,31,0,1
36282,80,6,7.0,112,0,2,0,22,1763815,1
49414,80,6,7.0,965,770,7,5,31,0,1
59820,80,6,7.0,998,770,7,5,31,0,1
52348,80,6,7.0,776,1340,5,4,27,4260872,1
59404,80,6,7.0,728,770,7,5,31,0,1
57718,80,6,7.0,826,770,7,5,31,0,1
53698,80,6,7.0,668,770,7,5,31,0,1
52850,80,6,7.0,798,718,6,4,30,0,1
41946,80,6,7.0,898,710,6,4,31,4287950,1
60320,80,6,7.0,724,770,7,5,31,0,1
58168,80,6,7.0,737,770,7,5,31,0,1
35082,80,6,7.0,803,710,5,4,27,4283208,1
41656,80,6,7.0,541,658,5,3,30,4291898,1
57736,80,6,7.0,435,689,5,4,25,4294914,1
36712,80,6,7.0,112,0,2,0,22,390958,1
52786,80,6,7.0,630,718,6,4,30,0,1
32860,80,6,7.0,112,0,2,0,22,284087,1
56678,80,6,7.0,646,1340,5,4,27,4262758,1
59702,80,6,7.0,878,770,7,5,31,0,1
38180,80,6,7.0,825,770,7,5,31,0,1
47640,80,6,7.0,752,770,7,5,31,0,1
34938,80,6,7.0,112,0,2,0,22,336976,1
52522,80,6,7.0,52,0,1,0,20,0,1
42102,80,6,7.0,634,718,6,4,30,0,1
51598,80,6,7.0,52,0,1,0,20,0,1
54688,80,6,7.0,707,710,6,4,31,4288588,1
52246,80,6,7.0,1652,1288,6,3,30,4274497,1
60572,80,6,7.0,789,770,7,5,31,0,1
33648,80,6,7.0,52,0,1,0,20,0,1
34890,80,6,7.0,52,0,1,0,20,0,1
53044,80,6,7.0,775,1340,5,4,27,4260858,1
53024,80,6,7.0,792,770,7,5,31,0,1
53618,80,6,7.0,732,770,7,5,31,0,1
57380,80,6,7.0,52,0,1,0,20,0,1
59302,80,6,7.0,821,770,7,5,31,0,1
58722,80,6,7.0,752,770,7,5,31,0,1
34198,80,6,7.0,52,0,1,0,20,0,1
52584,80,6,7.0,745,1340,5,4,27,4260468,1
57060,80,6,7.0,1992,1340,8,4,27,4277956,1
52784,80,6,7.0,579,1340,5,4,27,4260500,1
43042,80,6,7.0,739,710,5,4,27,4283072,1
33176,80,6,7.0,734,770,7,5,31,0,1
41922,80,6,7.0,620,1288,5,3,30,4276008,1
37470,80,6,7.0,828,770,7,5,31,0,1
54254,80,6,7.0,692,1340,5,4,27,4261350,1
34504,80,6,7.0,52,0,1,0,20,0,1
53270,80,6,7.0,745,1340,5,4,27,4265015,1
58236,80,6,7.0,717,1340,6,4,31,4256213,1
55188,80,6,7.0,52,0,1,0,20,0,1
51492,80,6,7.0,668,710,5,4,27,4289924,1
35546,80,6,7.0,629,710,5,4,27,4289923,1
56762,80,6,7.0,52,0,1,0,20,0,1
36146,80,6,7.0,1020,770,7,5,31,0,1
38700,80,6,7.0,801,770,7,5,31,0,1
51366,80,6,7.0,691,710,5,4,27,4289923,1
42048,80,6,7.0,804,710,6,4,31,4287966,1
52006,80,6,7.0,861,770,7,5,31,0,1
33252,80,6,7.0,758,770,7,5,31,0,1
57084,80,6,7.0,754,770,7,5,31,0,1
56634,80,6,7.0,777,770,7,5,31,0,1
46580,80,6,7.0,885,728,5,5,27,4294957,1
38024,80,6,7.0,112,0,2,0,22,1818439,1
57026,80,6,7.0,798,770,7,5,31,0,1
54746,80,6,7.0,631,710,6,4,31,4287636,1
53804,80,6,7.0,883,1340,5,4,27,4263078,1
34082,80,6,7.0,52,0,1,0,20,0,1
48488,80,6,7.0,112,0,2,0,22,670918,1
55190,80,6,7.0,112,0,2,0,22,849362,1
52940,80,6,7.0,679,1340,5,4,27,4260833,1
60234,80,6,7.0,722,1340,5,4,27,4278764,1
42694,80,6,7.0,717,1340,6,4,31,4260690,1
60644,80,6,7.0,3983,1400,15,5,27,4265706,1
42611,80,6,7.0,44,40,1,1,22,4294967,1
37850,80,6,7.0,669,1340,5,4,27,4277850,1
35866,80,6,7.0,668,710,5,4,27,4282964,1
50118,80,6,7.0,443,759,5,5,27,4294922,1
80,53582,6,7.0,718,716,4,5,30,4294967,1
52878,80,6,7.0,639,710,5,4,27,4282986,1
48740,80,6,7.0,112,0,2,0,22,670853,1
53096,80,6,7.0,655,710,5,4,27,4289920,1
57156,80,6,7.0,609,1340,5,4,27,4263876,1
58910,80,6,7.0,794,770,7,5,31,0,1
57994,80,6,7.0,112,0,2,0,22,1598368,1
51868,80,6,7.0,547,1340,5,4,27,4263713,1
51908,80,6,7.0,776,770,7,5,31,0,1
36670,80,6,7.0,793,770,8,5,31,0,1
51904,80,6,7.0,745,1340,6,4,31,4240133,1
37274,80,6,7.0,645,710,5,4,27,4283371,1
54134,80,6,7.0,44,40,1,1,22,4294967,1
0,0,1,0.0,772,0,6,0,0,4279694,1
52034,80,6,7.0,592,1288,5,3,30,4272419,1
38368,80,6,7.0,804,710,5,4,27,4289920,1
47350,80,6,7.0,743,1340,5,4,27,4277959,1
34498,80,6,7.0,852,770,7,5,31,0,1
39478,80,6,7.0,679,710,6,4,27,4284992,1
60064,80,6,7.0,435,689,5,4,25,4294813,1
58028,80,6,7.0,773,1340,6,4,31,4237796,1
33880,80,6,7.0,798,770,7,5,31,0,1
37862,80,6,7.0,52,0,1,0,20,0,1
38962,80,6,7.0,810,710,5,4,27,4289920,1
46336,80,6,7.0,942,770,7,5,31,0,1
53592,80,6,7.0,680,658,5,3,30,4292865,1
52790,80,6,7.0,679,1340,5,4,27,4260726,1
53204,80,6,7.0,653,1340,5,4,27,4261659,1
35908,80,6,7.0,763,770,7,5,31,0,1
57406,80,6,7.0,871,770,7,5,31,0,1
37312,80,6,7.0,729,710,5,4,27,4289903,1
53228,80,6,7.0,694,710,5,4,27,4283375,1
35798,80,6,7.0,603,710,5,4,27,4282965,1
51298,80,6,7.0,714,1340,6,4,31,4257491,1
58938,80,6,7.0,780,770,7,5,31,0,1
50966,80,6,7.0,515,1340,5,4,27,4279348,1
0,0,1,0.0,440,0,3,0,0,4275628,1
47928,80,6,7.0,928,770,7,5,31,0,1
46496,80,6,7.0,670,1340,5,4,27,4279699,1
46128,80,6,7.0,770,770,7,5,31,0,1
56172,80,6,7.0,716,770,7,5,31,0,1
48152,80,6,7.0,112,0,2,0,22,671016,1
39080,80,6,7.0,659,710,5,4,27,4289920,1
51600,80,6,7.0,717,1340,5,4,27,4260923,1
58660,80,6,7.0,718,770,7,5,31,0,1
0,0,1,0.0,848,0,3,0,0,4279704,1
51906,80,6,7.0,853,1288,5,3,30,4287525,1
57380,80,6,7.0,726,770,7,5,31,0,1
51758,80,6,7.0,52,0,1,0,20,0,1
55262,80,6,7.0,725,1340,5,4,27,4277862,1
38530,80,6,7.0,705,1340,6,4,31,4258106,1
54618,80,6,7.0,52,0,1,0,20,0,1
54892,80,6,7.0,775,1340,5,4,27,4262315,1
59846,80,6,7.0,913,770,7,5,31,0,1
35532,80,6,7.0,52,0,1,0,20,0,1
35218,80,6,7.0,112,0,2,0,22,336894,1
42942,80,6,7.0,798,1340,5,4,27,4278658,1
51782,80,6,7.0,631,1340,5,4,27,4261389,1
37006,80,6,7.0,2232,710,8,4,27,4286264,1
53446,80,6,7.0,681,658,5,3,30,4292840,1
55002,80,6,7.0,800,770,7,5,31,0,1
53254,80,6,7.0,112,0,2,0,22,814860,1
57508,80,6,7.0,1066,770,7,5,31,0,1
59884,80,6,7.0,972,770,7,5,31,0,1
34172,80,6,7.0,112,0,2,0,22,1710985,1
39604,80,6,7.0,705,718,6,4,30,0,1
55588,80,6,7.0,764,1400,7,5,31,0,1
60180,80,6,7.0,613,1340,5,4,27,4278756,1
38314,80,6,7.0,779,770,7,5,31,0,1
48730,80,6,7.0,112,0,2,0,22,670855,1
52602,80,6,7.0,713,770,7,5,31,0,1
34508,80,6,7.0,645,1340,5,4,27,4260460,1
54474,80,6,7.0,648,1340,5,4,27,4260372,1
53300,80,6,7.0,738,710,5,4,27,4289922,1
34766,80,6,7.0,52,0,1,0,20,0,1
51710,80,6,7.0,623,1340,5,4,27,4260935,1
56818,80,6,7.0,752,770,7,5,31,0,1
37426,80,6,7.0,796,770,7,5,31,0,1
58054,80,6,7.0,847,1340,6,4,31,4237800,1
48880,80,6,7.0,590,710,5,4,27,4283148,1
38330,80,6,7.0,627,1340,6,4,31,4239686,1
40514,80,6,7.0,694,770,7,5,31,0,1
48504,80,6,7.0,112,0,2,0,22,670915,1
35726,80,6,7.0,709,1340,5,4,27,4260772,1
36584,80,6,7.0,752,710,5,4,27,4282959,1
42252,80,6,7.0,682,1411,6,5,27,4278612,1
33128,80,6,7.0,733,710,5,4,27,4282962,1
41748,80,6,7.0,940,1340,6,4,31,4275966,1
54306,80,6,7.0,751,710,5,4,27,4284036,1
54134,80,6,7.0,573,1340,5,4,27,4278654,1
48704,80,6,7.0,520,710,5,4,27,4289089,1
36920,80,6,7.0,112,0,2,0,22,390910,1
51474,80,6,7.0,825,718,6,4,30,0,1
34554,80,6,7.0,52,0,1,0,20,0,1
53782,80,6,7.0,670,1340,6,4,27,4261015,1
33938,80,6,7.0,809,770,7,5,31,0,1
51328,80,6,7.0,338,1414,6,6,27,4288913,1
52388,80,6,7.0,603,1340,5,4,27,4263901,1
51960,80,6,7.0,714,770,7,5,31,0,1
47438,80,6,7.0,694,1340,5,4,27,4263054,1
41300,80,6,7.0,648,1288,5,3,30,4277753,1
55618,80,6,7.0,787,770,7,5,31,0,1
56226,80,6,7.0,809,1340,5,4,27,4262321,1
57246,80,6,7.0,52,0,1,0,20,0,1
57182,80,6,7.0,52,0,1,0,20,0,1
46058,80,6,7.0,771,770,7,5,31,0,1
40088,80,6,7.0,774,770,7,5,31,0,1
50176,80,6,7.0,746,770,7,5,31,0,1
39250,80,6,7.0,112,0,2,0,22,1863435,1
35368,80,6,7.0,999,770,7,5,31,0,1
54572,80,6,7.0,660,710,5,4,27,4284358,1
54824,80,6,7.0,765,710,5,4,27,4283919,1
34312,80,6,7.0,52,0,1,0,20,0,1
33742,80,6,7.0,648,1340,5,4,27,4278609,1
34566,80,6,7.0,690,710,5,4,27,4289916,1
51498,80,6,7.0,926,710,5,4,27,4289921,1
60432,80,6,7.0,682,770,7,5,31,0,1
56108,80,6,7.0,778,770,7,5,31,0,1
54626,80,6,7.0,710,710,5,4,27,4284360,1
48266,80,6,7.0,885,728,5,5,27,4294961,1
42524,80,6,7.0,701,1392,6,5,27,4260730,1
33678,80,6,7.0,52,0,1,0,20,0,1
40124,80,6,7.0,783,770,7,5,31,0,1
53620,80,6,7.0,666,710,5,4,27,4289923,1
55294,80,6,7.0,746,770,7,5,31,0,1
50712,80,6,7.0,338,1414,6,6,27,4288919,1
55964,80,6,7.0,655,770,7,5,31,0,1
47354,80,6,7.0,1019,770,7,5,31,0,1
34012,80,6,7.0,112,0,2,0,22,1711034,1
39062,80,6,7.0,769,770,7,5,31,0,1
53116,80,6,7.0,633,710,5,4,27,4289923,1
56160,80,6,7.0,889,770,7,5,31,0,1
40244,80,6,7.0,748,770,7,5,31,0,1
34040,80,6,7.0,744,770,7,5,31,0,1
42222,80,6,7.0,709,770,7,5,31,0,1
38052,80,6,7.0,676,770,7,5,31,0,1
39670,80,6,7.0,912,770,7,5,31,0,1
54916,80,6,7.0,752,710,6,4,31,4287661,1
52990,80,6,7.0,1046,770,7,5,31,0,1
57724,80,6,7.0,338,1400,6,5,27,4293357,1
34226,80,6,7.0,52,0,1,0,20,0,1
43104,80,6,7.0,982,710,6,4,31,4280931,1
35396,80,6,7.0,1000,770,7,5,31,0,1
53904,80,6,7.0,716,710,6,4,31,4287964,1
35872,80,6,7.0,579,710,5,4,27,4282964,1
53426,80,6,7.0,52,0,1,0,20,0,1
53410,80,6,7.0,818,710,5,4,27,4283310,1
54566,80,6,7.0,687,1340,5,4,27,4261367,1
55932,80,6,7.0,795,770,7,5,31,0,1
33800,80,6,7.0,1940,770,10,5,31,0,1
59178,80,6,7.0,914,770,8,5,31,0,1
58842,80,6,7.0,52,0,1,0,20,0,1
39154,80,6,7.0,625,1340,5,4,31,4294314,1
34384,80,6,7.0,112,0,2,0,22,3921860,1
38608,80,6,7.0,757,770,7,5,31,0,1
57074,80,6,7.0,937,770,7,5,31,0,1
38794,80,6,7.0,796,1340,5,4,31,4261459,1
57254,80,6,7.0,707,1348,6,4,30,0,1
59640,80,6,7.0,790,710,5,4,27,4289920,1
55476,80,6,7.0,857,1340,5,4,27,4260415,1
55258,80,6,7.0,796,710,5,4,27,4289922,1
56280,80,6,7.0,755,770,7,5,31,0,1
49662,80,6,7.0,783,710,5,4,27,4289922,1
59686,80,6,7.0,699,770,7,5,31,0,1
58946,80,6,7.0,931,770,7,5,31,0,1
60618,80,6,7.0,691,770,7,5,31,0,1
59642,80,6,7.0,820,770,7,5,31,0,1
51908,80,6,7.0,40,0,1,0,4,0,1
33484,80,6,7.0,609,710,5,4,27,4284130,1
35948,80,6,7.0,745,1340,5,4,27,4261038,1
41962,80,6,7.0,636,718,6,4,30,0,1
37786,80,6,7.0,891,1340,6,4,27,4263713,1
53834,80,6,7.0,757,770,7,5,31,0,1
52078,80,6,7.0,571,1288,5,3,30,4272427,1
58992,80,6,7.0,52,0,1,0,20,0,1
60788,80,6,7.0,52,0,1,0,20,0,1
42618,80,6,7.0,693,710,6,4,31,4281490,1
53322,80,6,7.0,700,718,6,4,30,0,1
52856,80,6,7.0,807,770,7,5,31,0,1
0,0,1,0.0,180,0,2,0,0,4269495,1
47662,80,6,7.0,712,770,7,5,31,0,1
37922,80,6,7.0,628,710,5,4,27,4284147,1
45726,80,6,7.0,734,770,7,5,31,0,1
38136,80,6,7.0,112,0,2,0,22,426624,1
38514,80,6,7.0,942,770,7,5,31,0,1
34748,80,6,7.0,52,0,1,0,20,0,1
48484,80,6,7.0,855,710,5,4,27,4282974,1
35950,80,6,7.0,845,770,7,5,31,0,1
42492,80,6,7.0,4828,718,13,4,30,0,1
41886,80,6,7.0,701,1340,6,4,31,4275999,1
47914,80,6,7.0,846,770,7,5,31,0,1
39510,80,6,7.0,870,770,7,5,31,0,1
45526,80,6,7.0,680,718,6,4,30,0,1
33482,80,6,7.0,112,0,2,0,22,283972,1
54678,80,6,7.0,671,1340,5,4,27,4279646,1
49716,80,6,7.0,753,710,5,4,27,4289921,1
42776,80,6,7.0,804,710,6,4,31,4281508,1
36268,80,6,7.0,750,710,5,4,27,4283163,1
54472,80,6,7.0,921,710,6,4,31,4281416,1
34892,80,6,7.0,854,1340,5,4,27,4260645,1
55466,80,6,7.0,859,1340,5,4,27,4262657,1
35708,80,6,7.0,640,710,5,4,27,4289918,1
39010,80,6,7.0,845,710,5,4,27,4289921,1
59350,80,6,7.0,52,0,1,0,20,0,1
36610,80,6,7.0,812,770,7,5,31,0,1
39012,80,6,7.0,772,770,7,5,31,0,1
47952,80,6,7.0,1002,718,6,4,30,0,1
53510,80,6,7.0,679,1340,5,4,27,4268003,1
58724,80,6,7.0,734,770,7,5,31,0,1
49994,80,6,7.0,804,770,7,5,31,0,1
33810,80,6,7.0,2744,770,10,5,31,0,1
34748,80,6,7.0,650,710,5,4,27,4282967,1
58948,80,6,7.0,722,1340,5,4,27,4260235,1
33718,80,6,7.0,52,0,1,0,20,0,1
48596,80,6,7.0,897,1340,5,4,27,4278915,1
52646,80,6,7.0,823,770,7,5,31,0,1
39740,80,6,7.0,779,770,7,5,31,0,1
53114,80,6,7.0,52,0,1,0,20,0,1
59202,80,6,7.0,795,770,7,5,31,0,1
42490,80,6,7.0,52,0,1,0,20,0,1
55880,80,6,7.0,745,770,7,5,31,0,1
39162,80,6,7.0,112,0,2,0,22,1863476,1
56284,80,6,7.0,52,0,1,0,20,0,1
37504,80,6,7.0,712,1340,5,4,27,4278761,1
52456,80,6,7.0,1009,770,7,5,31,0,1
35704,80,6,7.0,712,1340,5,4,27,4260768,1
48060,80,6,7.0,801,1340,5,4,27,4262194,1
42188,80,6,7.0,803,770,7,5,31,0,1
53326,80,6,7.0,833,1340,5,4,27,4261670,1
36964,80,6,7.0,2113,770,9,5,31,0,1
34138,80,6,7.0,52,0,1,0,20,0,1
50940,80,6,7.0,52,0,1,0,20,0,1
60114,80,6,7.0,841,770,7,5,31,0,1
59504,80,6,7.0,52,0,1,0,20,0,1
54694,80,6,7.0,893,770,7,5,31,0,1
55456,80,6,7.0,659,1340,5,4,27,4260404,1
54234,80,6,7.0,1034,1340,6,4,27,4260336,1
51830,80,6,7.0,945,770,7,5,31,0,1
36738,80,6,7.0,112,0,2,0,22,390952,1
55026,80,6,7.0,1005,770,7,5,31,0,1
59758,80,6,7.0,699,770,7,5,31,0,1
60048,80,6,7.0,682,770,7,5,31,0,1
0,0,1,0.0,440,0,3,0,0,4276224,1
0,0,1,0.0,168,0,2,0,0,4294384,1
52478,80,6,7.0,855,770,7,5,31,0,1
54196,80,6,7.0,52,0,1,0,20,0,1
56648,80,6,7.0,775,718,6,4,30,0,1
53150,80,6,7.0,820,1340,6,4,31,4258345,1
35900,80,6,7.0,705,770,7,5,31,0,1
42786,80,6,7.0,686,710,5,4,27,4283924,1
36936,80,6,7.0,798,770,7,5,31,0,1
40054,80,6,7.0,718,770,7,5,31,0,1
47688,80,6,7.0,791,1340,5,4,27,4276519,1
49806,80,6,7.0,671,1340,5,4,27,4278508,1
49680,80,6,7.0,112,0,2,0,22,558472,1
57306,80,6,7.0,902,1340,5,4,27,4260739,1
34590,80,6,7.0,594,710,5,4,27,4289915,1
54670,80,6,7.0,2272,710,9,4,31,4287562,1
47002,80,6,7.0,797,710,6,4,31,4266795,1
48710,80,6,7.0,595,1340,5,4,27,4260852,1
48332,80,6,7.0,112,0,2,0,22,670959,1
58148,80,6,7.0,112,0,2,0,22,1598245,1
42256,80,6,7.0,52,0,1,0,20,0,1
