Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-15 00:46:20.238,    0.000,UDP  ,DNS,    53,192.168.220.16, 39421,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:46:20.290,    0.164,TCP  ,10007_18,    80,192.168.220.16, 45222,       3,     909,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:46:20.498,    0.000,UDP  ,DNS,    53,192.168.220.16, 38047,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:46:20.346,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       2,    1089,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:20.605,    0.003,TCP  ,10002_114,   443,192.168.220.16, 55975,       2,    1089,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:20.236,    0.000,UDP  ,192.168.220.16, 39421,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:46:20.236,    0.110,TCP  ,192.168.220.16, 49062,10002_113,   443,       2,    1265,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:20.133,    0.323,TCP  ,192.168.220.16, 45222,10007_18,    80,       5,    2409,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:46:20.496,    0.004,UDP  ,192.168.220.16, 38047,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:46:21.020,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.9, 52289,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:21.371,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.14, 48380,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:21.354,    0.018,TCP  ,192.168.220.14, 48380,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:21.004,    0.216,TCP  ,192.168.200.9, 52289,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:23.789,    0.000,TCP  ,192.168.100.5,   445,192.168.220.15, 48888,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:23.868,    0.000,TCP  ,192.168.100.5,   445,192.168.220.16, 58844,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:23.787,    0.005,TCP  ,192.168.220.15, 48888,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:23.867,    0.005,TCP  ,192.168.220.16, 58844,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:29.008,    0.000,TCP  ,10001_232,    80,192.168.220.16, 52086,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:28.811,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.9, 50807,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:28.939,    0.000,TCP  ,192.168.100.5,   445,192.168.220.5, 51146,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:28.938,    0.000,TCP  ,192.168.220.5, 51146,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:28.987,    0.000,TCP  ,192.168.220.16, 52086,10001_232,    80,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:28.794,    0.016,TCP  ,192.168.220.9, 50807,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:29.659,    0.000,TCP  ,192.168.220.16, 47786,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:29.801,    0.000,UDP  ,192.168.220.8,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-03-15 00:46:30.619,    0.000,TCP  ,192.168.220.16, 55975,10002_114,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:30.905,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.8,  1145,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:46:32.400,    0.000,TCP  ,10000_35,   443,192.168.220.16, 47902,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:32.379,    0.000,TCP  ,192.168.220.16, 47902,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:35.452,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.8, 53563,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:35.488,    0.000,TCP  ,192.168.100.5,   445,192.168.220.7, 37191,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:35.486,    0.005,TCP  ,192.168.220.7, 37191,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:35.435,    0.220,TCP  ,192.168.200.8, 53563,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:35.829,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.16, 60803,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:35.812,    0.020,TCP  ,192.168.220.16, 60803,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:36.668,    0.000,TCP  ,192.168.100.5,   445,192.168.220.14, 52321,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:36.667,    0.005,TCP  ,192.168.220.14, 52321,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:37.978,    0.000,TCP  ,192.168.100.5,   445,192.168.220.13, 60689,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:37.977,    0.003,TCP  ,192.168.220.13, 60689,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:38.324,    0.000,TCP  ,192.168.100.5,   445,192.168.200.4, 43183,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:38.323,    0.005,TCP  ,192.168.200.4, 43183,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:39.231,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.4, 56979,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:39.475,    0.065,TCP  ,EXT_SERVER,  8000,192.168.200.9, 50607,       7,     659,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:46:39.475,    0.049,TCP  ,EXT_SERVER,  8000,192.168.200.9, 50608,       7,     654,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:46:39.515,    0.049,TCP  ,EXT_SERVER,  8000,192.168.200.9, 50609,       7,     800,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:46:39.214,    0.018,TCP  ,192.168.200.4, 56979,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:39.460,    0.068,TCP  ,192.168.200.9, 50607,EXT_SERVER,  8000,       6,     649,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:46:39.500,    0.052,TCP  ,192.168.200.9, 50609,EXT_SERVER,  8000,       6,     646,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:46:39.460,    0.048,TCP  ,192.168.200.9, 50608,EXT_SERVER,  8000,       6,     575,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:46:39.728,    0.000,TCP  ,10000_35,   443,192.168.220.16, 47786,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:39.524,    1.407,TCP  ,EXT_SERVER,  8000,192.168.200.9, 50610,       7,    1824,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:46:41.092,    0.000,UDP  ,192.168.200.4,   137,192.168.200.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-03-15 00:46:39.508,    1.407,TCP  ,192.168.200.9, 50610,EXT_SERVER,  8000,       6,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:46:43.802,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.5, 51649,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:43.786,    0.018,TCP  ,192.168.200.5, 51649,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:45.906,    0.000,TCP  ,192.168.220.16, 51358,192.168.200.8,  1145,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:46:49.822,    0.000,UDP  ,192.168.220.12,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-03-15 00:46:50.399,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.15, 37039,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:50.588,    0.000,TCP  ,192.168.220.16, 49062,10002_113,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:50.383,    0.017,TCP  ,192.168.220.15, 37039,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:50.984,    0.000,TCP  ,10002_114,   443,192.168.220.16, 55975,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:46:50.696,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:46:52.067,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.9, 52290,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:52.403,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.14, 48380,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:46:52.385,    0.019,TCP  ,192.168.220.14, 48380,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:52.051,    0.269,TCP  ,192.168.200.9, 52290,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:53.597,    0.000,TCP  ,192.168.100.5,   445,192.168.220.10, 40239,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:53.596,    0.004,TCP  ,192.168.220.10, 40239,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:58.714,    0.000,TCP  ,192.168.100.5,   445,192.168.220.9, 37884,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:59.152,    0.000,TCP  ,10001_232,    80,192.168.220.16, 52086,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:46:58.713,    0.003,TCP  ,192.168.220.9, 37884,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:46:59.842,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.9, 50807,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:00.909,    0.000,TCP  ,192.168.200.4,  5962,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:47:00.907,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.4,  5962,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:47:01.908,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.9,   714,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:47:02.976,    0.000,UDP  ,DNS,    53,192.168.220.16, 59416,       1,     247,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.934,    0.042,UDP  ,DNS,    53,192.168.220.16, 54389,       2,     537,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.953,    0.091,TCP  ,10000_35,   443,192.168.220.16, 47979,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.544,    0.444,TCP  ,10000_35,   443,192.168.220.16, 47902,       2,     437,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:02.953,    0.055,TCP  ,10001_232,   443,192.168.220.16, 53529,       6,    1322,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.934,    0.034,UDP  ,DNS,    53,192.168.220.16, 45221,       2,     388,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.979,    0.041,UDP  ,DNS,    53,192.168.220.16, 44814,       2,     488,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.953,    0.087,TCP  ,10000_35,   443,192.168.220.16, 47977,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.953,    0.083,TCP  ,10000_35,   443,192.168.220.16, 47974,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.953,    0.087,TCP  ,10000_35,   443,192.168.220.16, 47976,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.953,    0.087,TCP  ,10000_35,   443,192.168.220.16, 47975,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.000,UDP  ,192.168.220.16, 59416,DNS,    53,       1,      91,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.000,UDP  ,192.168.220.16, 54389,DNS,    53,       2,     182,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.049,TCP  ,192.168.220.16, 47976,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.005,UDP  ,192.168.220.16, 45221,DNS,    53,       2,     154,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.053,TCP  ,192.168.220.16, 47975,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.049,TCP  ,192.168.220.16, 47974,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.049,UDP  ,192.168.220.16, 44814,DNS,    53,       2,     146,    1,......,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.053,TCP  ,192.168.220.16, 47979,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.524,    0.464,TCP  ,192.168.220.16, 47902,10000_35,   443,       3,     668,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.113,TCP  ,192.168.220.16, 53529,10001_232,   443,       9,    2957,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:02.931,    0.049,TCP  ,192.168.220.16, 47977,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:03.492,    0.000,UDP  ,DNS,    53,192.168.220.16, 49741,       1,     274,    1,......,  0,normal,---,---,---
2017-03-15 00:47:03.589,    0.000,UDP  ,DNS,    53,192.168.220.16, 53995,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:47:03.490,    0.000,UDP  ,192.168.220.16, 49741,DNS,    53,       1,      77,    1,......,  0,normal,---,---,---
2017-03-15 00:47:03.588,    0.000,UDP  ,192.168.220.16, 53995,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:47:03.856,    0.003,UDP  ,DNS,    53,192.168.220.16, 42919,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:47:03.646,    0.165,TCP  ,10007_18,    80,192.168.220.16, 45245,       3,     909,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:47:03.855,    0.112,TCP  ,192.168.220.16, 55975,10002_114,   443,       3,    1815,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:03.490,    0.321,TCP  ,192.168.220.16, 45245,10007_18,    80,       5,    2407,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:03.854,    0.005,UDP  ,192.168.220.16, 42919,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:47:06.437,    0.000,TCP  ,192.168.100.5,   445,192.168.220.11, 34743,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:06.468,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.8, 51089,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:06.436,    0.004,TCP  ,192.168.220.11, 34743,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:06.451,    0.221,TCP  ,192.168.200.8, 51089,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:06.859,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.16, 60802,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:06.843,    0.017,TCP  ,192.168.220.16, 60802,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:07.415,    0.000,UDP  ,DNS,    53,192.168.200.8, 49351,       1,     132,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.289,    0.000,UDP  ,DNS,    53,192.168.200.8, 53976,       1,     121,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.289,    0.000,UDP  ,DNS,    53,192.168.200.8, 53773,       1,     121,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.415,    0.000,UDP  ,DNS,    53,192.168.200.8, 56507,       1,     132,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.427,    0.108,TCP  ,10005_14,   443,192.168.200.8, 63681,       7,     693,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:47:07.306,    0.137,TCP  ,10004_36,   443,192.168.200.8, 63680,       9,    3039,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:47:07.257,    0.000,UDP  ,192.168.200.8, 53976,DNS,    53,       1,      76,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.383,    0.000,UDP  ,192.168.200.8, 56507,DNS,    53,       1,      81,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.257,    0.000,UDP  ,192.168.200.8, 53773,DNS,    53,       1,      76,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.383,    0.000,UDP  ,192.168.200.8, 49351,DNS,    53,       1,      81,    1,......,  0,normal,---,---,---
2017-03-15 00:47:07.417,    0.119,TCP  ,192.168.200.8, 63681,10005_14,   443,       7,    1165,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:07.295,    0.149,TCP  ,192.168.200.8, 63680,10004_36,   443,       9,    1810,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:09.208,    0.000,TCP  ,10001_232,    80,192.168.220.16, 52086,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:09.180,    0.000,TCP  ,192.168.220.16, 52086,10001_232,    80,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:09.872,    0.000,TCP  ,10000_35,   443,192.168.220.16, 47786,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:09.940,    0.000,TCP  ,192.168.100.5,   445,192.168.200.5, 46808,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:09.938,    0.001,TCP  ,192.168.200.5, 46808,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:09.852,    0.000,TCP  ,192.168.220.16, 47786,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:10.277,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.4, 56978,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:10.261,    0.019,TCP  ,192.168.200.4, 56978,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:11.885,    0.000,TCP  ,192.168.100.5,   445,192.168.220.12, 49511,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:11.883,    0.004,TCP  ,192.168.220.12, 49511,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:13.040,    0.000,TCP  ,10000_35,   443,192.168.220.16, 47902,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:13.024,    0.000,TCP  ,10001_232,   443,192.168.220.16, 53529,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:13.554,    0.000,UDP  ,DNS,    53,192.168.220.16, 55693,       1,     251,    1,......,  0,normal,---,---,---
2017-03-15 00:47:13.554,    0.033,UDP  ,DNS,    53,192.168.220.16, 50703,       2,     374,    1,......,  0,normal,---,---,---
2017-03-15 00:47:13.520,    0.000,UDP  ,192.168.220.16, 50703,DNS,    53,       2,     174,    1,......,  0,normal,---,---,---
2017-03-15 00:47:13.520,    0.000,UDP  ,192.168.220.16, 55693,DNS,    53,       1,      87,    1,......,  0,normal,---,---,---
2017-03-15 00:47:13.699,    0.000,TCP  ,192.168.220.16, 49062,10002_113,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:14.080,    0.000,TCP  ,10002_114,   443,192.168.220.16, 55975,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:47:13.808,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:47:13.728,    0.359,TCP  ,10013_97,   443,192.168.220.16, 43070,       6,    3705,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:47:13.556,    0.531,TCP  ,192.168.220.16, 43070,10013_97,   443,       9,    1513,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:14.631,    0.000,TCP  ,192.168.100.5,   445,192.168.220.6, 46709,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:14.630,    0.002,TCP  ,192.168.220.6, 46709,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:14.833,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.5, 51649,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:14.816,    0.019,TCP  ,192.168.200.5, 51649,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:15.866,    0.000,TCP  ,192.168.100.5,   445,192.168.220.4, 43145,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:15.865,    0.003,TCP  ,192.168.220.4, 43145,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:16.317,    0.000,TCP  ,192.168.100.5,   445,192.168.220.8, 49094,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:16.316,    0.003,TCP  ,192.168.220.8, 49094,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:16.909,    0.000,TCP  ,192.168.220.16, 51358,192.168.200.9,   714,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:47:19.145,    0.000,TCP  ,10007_18,    80,192.168.220.16, 45245,       2,     132,    1,.A...F, 32,normal,---,---,---
2017-03-15 00:47:18.988,    0.160,TCP  ,192.168.220.16, 45245,10007_18,    80,       2,     132,    1,.A...F,  0,normal,---,---,---
2017-03-15 00:47:19.284,    0.088,TCP  ,10001_232,   443,192.168.220.16, 53553,       5,     498,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.283,    0.084,TCP  ,10000_35,   443,192.168.220.16, 48000,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.284,    0.088,TCP  ,10000_35,   443,192.168.220.16, 48003,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.282,    0.085,TCP  ,10000_35,   443,192.168.220.16, 47999,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.284,    0.088,TCP  ,10000_35,   443,192.168.220.16, 48001,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.282,    0.086,TCP  ,10000_35,   443,192.168.220.16, 47998,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.261,    0.047,TCP  ,192.168.220.16, 47998,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.262,    0.046,TCP  ,192.168.220.16, 47999,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.262,    0.046,TCP  ,192.168.220.16, 48000,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.263,    0.053,TCP  ,192.168.220.16, 53553,10001_232,   443,       6,     972,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.263,    0.053,TCP  ,192.168.220.16, 48003,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:19.262,    0.050,TCP  ,192.168.220.16, 48001,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:20.011,    0.001,UDP  ,DNS,    53,192.168.220.16, 50137,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:47:20.009,    0.003,UDP  ,192.168.220.16, 50137,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:47:20.265,    0.003,UDP  ,DNS,    53,192.168.220.16, 40769,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:47:20.068,    0.168,TCP  ,10003_193,    80,192.168.220.16, 57371,       3,     909,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:47:19.910,    0.326,TCP  ,192.168.220.16, 57371,10003_193,    80,       5,    2409,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:47:20.264,    0.112,TCP  ,192.168.220.16, 55975,10002_114,   443,       3,    1815,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:20.264,    0.004,UDP  ,192.168.220.16, 40769,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:47:21.429,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.15, 37039,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:21.413,    0.019,TCP  ,192.168.220.15, 37039,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:23.134,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.9, 49194,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:23.068,    0.000,TCP  ,192.168.220.16, 47902,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:23.037,    0.000,TCP  ,192.168.220.16, 53529,10001_232,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:47:23.431,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.14, 48380,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:47:23.415,    0.016,TCP  ,192.168.220.14, 48380,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:23.116,    0.291,TCP  ,192.168.200.9, 49194,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:23.950,    0.000,TCP  ,192.168.100.5,   445,192.168.220.15, 48888,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:24.029,    0.000,TCP  ,192.168.100.5,   445,192.168.220.16, 58844,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:23.948,    0.004,TCP  ,192.168.220.15, 48888,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:24.028,    0.004,TCP  ,192.168.220.16, 58844,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:47:29.101,    0.000,TCP  ,192.168.100.5,   445,192.168.220.5, 51146,       1,     108,    1,.AP...,  0,normal,---,---,---
