Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
222.66.192.168-8.128.192.168-0-0-0,222.66.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:18 PM,6530189,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3062698491575052,6530189.0,0.0,6530189.0,6530189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1531349245787526,0.1531349245787526,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,6530189.0,0.0,6530189.0,6530189.0,Bot
214.9.192.168-8.128.192.168-0-0-0,214.9.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:07 PM,13011443,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1537108528239335,13011443.0,0.0,13011443.0,13011443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0768554264119667,0.0768554264119667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,13011443.0,0.0,13011443.0,13011443.0,Bot
166.29.192.168-8.128.192.168-0-0-0,166.29.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:08 PM,12645861,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1581545139551984,12645861.0,0.0,12645861.0,12645861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0790772569775992,0.0790772569775992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,12645861.0,0.0,12645861.0,12645861.0,Bot
8.128.192.168-116.177.192.168-0-0-0,116.177.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:19 PM,6296352,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317644248606177,6296352.0,0.0,6296352.0,6296352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1588221243030885,0.1588221243030885,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,6296352.0,0.0,6296352.0,6296352.0,Bot
8.128.192.168-80.207.192.168-0-0-0,80.207.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:55 PM,29566706,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676436529656026,29566706.0,0.0,29566706.0,29566706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0338218264828013,0.0338218264828013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,29566706.0,0.0,29566706.0,29566706.0,Bot
221.130.192.168-8.128.192.168-0-0-0,221.130.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:07 PM,17613384,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135500140120717,17613384.0,0.0,17613384.0,17613384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0567750070060358,0.0567750070060358,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17613384.0,0.0,17613384.0,17613384.0,Bot
8.128.192.168-38.22.192.168-0-0-0,38.22.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:06 PM,18251355,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095809050889646,18251355.0,0.0,18251355.0,18251355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0547904525444823,0.0547904525444823,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,18251355.0,0.0,18251355.0,18251355.0,Bot
134.61.192.168-8.128.192.168-0-0-0,134.61.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:19 PM,6367633,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3140884532761231,6367633.0,0.0,6367633.0,6367633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1570442266380615,0.1570442266380615,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,6367633.0,0.0,6367633.0,6367633.0,Bot
191.46.192.168-8.128.192.168-0-0-0,191.46.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:00 PM,18335798,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1090762452771349,18335798.0,0.0,18335798.0,18335798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0545381226385674,0.0545381226385674,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,18335798.0,0.0,18335798.0,18335798.0,Bot
192.58.192.168-8.128.192.168-0-0-0,192.58.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:00 PM,18338567,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1090597754993615,18338567.0,0.0,18338567.0,18338567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0545298877496807,0.0545298877496807,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,18338567.0,0.0,18338567.0,18338567.0,Bot
8.128.192.168-125.153.192.168-0-0-0,125.153.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:54 PM,6947212,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878852696592532,6947212.0,0.0,6947212.0,6947212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1439426348296266,0.1439426348296266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,6947212.0,0.0,6947212.0,6947212.0,Bot
237.134.192.168-8.128.192.168-0-0-0,237.134.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:07 PM,17641852,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1133667825804229,17641852.0,0.0,17641852.0,17641852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0566833912902114,0.0566833912902114,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17641852.0,0.0,17641852.0,17641852.0,Bot
8.128.192.168-11.249.192.168-0-0-0,11.249.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:56 PM,28353029,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705392005912313,28353029.0,0.0,28353029.0,28353029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0352696002956156,0.0352696002956156,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,28353029.0,0.0,28353029.0,28353029.0,Bot
8.128.192.168-53.163.192.168-0-0-0,53.163.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:14 PM,5354933,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3734873993754917,5354933.0,0.0,5354933.0,5354933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1867436996877458,0.1867436996877458,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5354933.0,0.0,5354933.0,5354933.0,Bot
8.128.192.168-14.1.192.168-0-0-0,14.1.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:12 PM,11964016,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671679476189266,11964016.0,0.0,11964016.0,11964016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0835839738094633,0.0835839738094633,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,11964016.0,0.0,11964016.0,11964016.0,Bot
8.128.192.168-63.184.192.168-0-0-0,63.184.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:26 PM,201,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950.248756218904,201.0,0.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4975.124378109453,4975.124378109453,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-15.98.192.168-0-0-0,15.98.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:12 PM,13537595,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477367287173238,13537595.0,0.0,13537595.0,13537595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0738683643586619,0.0738683643586619,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,13537595.0,0.0,13537595.0,13537595.0,Bot
8.128.192.168-120.205.192.168-0-0-0,120.205.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:08 PM,10844457,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844260159821741,10844457.0,0.0,10844457.0,10844457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.092213007991087,0.092213007991087,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,10844457.0,0.0,10844457.0,10844457.0,Bot
190.43.192.168-8.128.192.168-0-0-0,190.43.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:18 PM,2038476,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811251150369196,2038476.0,0.0,2038476.0,2038476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4905625575184598,0.4905625575184598,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
134.124.192.168-8.128.192.168-0-0-0,134.124.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:19 PM,652,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067.4846625766872,652.0,0.0,652.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1533.7423312883436,1533.7423312883436,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-92.245.192.168-0-0-0,92.245.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:54 PM,17206797,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1162331374049452,17206797.0,0.0,17206797.0,17206797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0581165687024726,0.0581165687024726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17206797.0,0.0,17206797.0,17206797.0,Bot
205.179.192.168-8.128.192.168-0-0-0,205.179.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:08 PM,482,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4149.377593360996,482.0,0.0,482.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2074.688796680498,2074.688796680498,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
217.126.192.168-8.128.192.168-0-0-0,217.126.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:07 PM,17438661,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114687704520433,17438661.0,0.0,17438661.0,17438661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0573438522602165,0.0573438522602165,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17438661.0,0.0,17438661.0,17438661.0,Bot
238.149.192.168-8.129.192.168-0-0-0,238.149.192.168,0,8.129.192.168,0,0,12/03/2025 02:39:01 PM,23046428,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0867813441631822,23046428.0,0.0,23046428.0,23046428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0433906720815911,0.0433906720815911,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,23046428.0,0.0,23046428.0,23046428.0,Bot
227.250.192.168-8.128.192.168-0-0-0,227.250.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:07 PM,17632234,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134286216936549,17632234.0,0.0,17632234.0,17632234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0567143108468274,0.0567143108468274,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17632234.0,0.0,17632234.0,17632234.0,Bot
188.124.192.168-8.128.192.168-0-0-0,188.124.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:00 PM,18343388,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109031112464066,18343388.0,0.0,18343388.0,18343388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.054515556232033,0.054515556232033,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,18343388.0,0.0,18343388.0,18343388.0,Bot
8.128.192.168-40.95.192.168-0-0-0,40.95.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:12 PM,12123570,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649679096173816,12123570.0,0.0,12123570.0,12123570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0824839548086908,0.0824839548086908,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,12123570.0,0.0,12123570.0,12123570.0,Bot
8.128.192.168-54.25.192.168-0-0-0,54.25.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:55 PM,29249287,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025666027346239,14624643.5,20680219.57795672,29247767.0,1520.0,1520.0,1520.0,0.0,1520.0,1520.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0683777351564159,0.0341888675782079,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,29247767.0,0.0,29247767.0,29247767.0,Bot
244.137.192.168-8.128.192.168-0-0-0,244.137.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:13 PM,11852267,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687440892109501,11852267.0,0.0,11852267.0,11852267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.084372044605475,0.084372044605475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,11852267.0,0.0,11852267.0,11852267.0,Bot
8.128.192.168-11.93.192.168-0-0-0,11.93.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:12 PM,13514845,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1479854189966662,13514845.0,0.0,13514845.0,13514845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0739927094983331,0.0739927094983331,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,13514845.0,0.0,13514845.0,13514845.0,Bot
161.41.192.168-8.128.192.168-0-0-0,161.41.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:19 PM,6433398,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108777041308496,6433398.0,0.0,6433398.0,6433398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1554388520654248,0.1554388520654248,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,6433398.0,0.0,6433398.0,6433398.0,Bot
8.128.192.168-58.127.192.168-0-0-0,58.127.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:06 PM,19938594,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003079755774153,19938594.0,0.0,19938594.0,19938594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0501539877887076,0.0501539877887076,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,19938594.0,0.0,19938594.0,19938594.0,Bot
254.32.192.168-8.128.192.168-0-0-0,254.32.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:56 PM,10501068,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904568182969579,10501068.0,0.0,10501068.0,10501068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0952284091484789,0.0952284091484789,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,10501068.0,0.0,10501068.0,10501068.0,Bot
219.127.192.168-8.128.192.168-0-0-0,219.127.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:02 PM,5375212,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720783477935381,5375212.0,0.0,5375212.0,5375212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.186039173896769,0.186039173896769,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5375212.0,0.0,5375212.0,5375212.0,Bot
8.128.192.168-68.33.192.168-0-0-0,68.33.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:55 PM,29545791,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676915368419143,29545791.0,0.0,29545791.0,29545791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0338457684209571,0.0338457684209571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,29545791.0,0.0,29545791.0,29545791.0,Bot
8.128.192.168-69.25.192.168-0-0-0,69.25.192.168,0,8.128.192.168,0,0,12/03/2025 02:38:55 PM,11109632,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1800239647901929,11109632.0,0.0,11109632.0,11109632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0900119823950964,0.0900119823950964,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,11109632.0,0.0,11109632.0,11109632.0,Bot
169.97.192.168-8.128.192.168-0-0-0,169.97.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:19 PM,6440587,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3105307016270411,6440587.0,0.0,6440587.0,6440587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1552653508135205,0.1552653508135205,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,6440587.0,0.0,6440587.0,6440587.0,Bot
233.58.192.168-8.128.192.168-0-0-0,233.58.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:18 PM,8025865,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373791485403754,4012932.5,2481652.766864152,5767726.0,2258139.0,5767726.0,5767726.0,0.0,5767726.0,5767726.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2491943236025026,0.1245971618012513,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,2258139.0,0.0,2258139.0,2258139.0,5767726.0,0.0,5767726.0,5767726.0,Bot
8.128.192.168-63.133.192.168-0-0-0,63.133.192.168,0,8.128.192.168,0,0,12/03/2025 02:39:06 PM,4270,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.384074941452,4270.0,0.0,4270.0,4270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,234.192037470726,234.192037470726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
