Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
20.0,6,64.0,23529.13721530349,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.547119140625e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.2,6,63.84,34746.947228895704,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6014.0,60.0,74.0,60.14,1.4,60.14,2.9020309448242187e-05,100.0,1.96,DDOS-TCP_FLOOD
20.0,6,64.0,28376.32095257425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.5250186920166014e-05,100.0,0.0,DDOS-SYN_FLOOD
0.08,1,64.0,39093.14940814614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.99,0.0,1.0,1.0,6262.0,60.0,322.0,62.62,26.20000000000008,62.62,2.5589466094970703e-05,100.0,686.4400000000043,DDOS-ICMP_FLOOD
8.0,17,64.0,142857.76566757495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.009506225585937e-06,100.0,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,27503.63278688525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.638982772827148e-05,100.0,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,22026.59384518433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.539966583251953e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,38136.97035824695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.6221275329589845e-05,100.0,0.0,DDOS-TCP_FLOOD
8.0,17,64.0,46686.37577916296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.142906188964844e-05,100.0,0.0,DDOS-UDP_FLOOD
0.0,1,64.0,39888.76842605801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.507925033569336e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.64,6,64.0,25825.40483960348,0.0,0.96,0.04,0.0,0.16,0.0,0.0,16,96,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.8721561431884765e-05,100.0,0.0,DOS-SYN_FLOOD
20.0,6,64.0,22487.154192579885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.446983337402344e-05,100.0,0.0,DOS-TCP_FLOOD
20.0,6,64.0,14634.696441032798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.834030151367187e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
23.6,6,98.2,80.24058953619173,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,903.0,60.0,230.0,90.3,57.09261481721315,90.3,0.0127607107162475,10.0,3259.5666666666666,BENIGN
20.0,6,64.0,32564.47204968944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.070831298828125e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,32927.49254200031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.037929534912109e-05,100.0,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,88730.78062195895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.1281967163085938e-05,100.0,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,10324.18648156353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,9.685993194580078e-05,100.0,0.0,DOS-UDP_FLOOD
20.0,6,64.0,29993.59267734554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.33404541015625e-05,100.0,0.0,DDOS-TCP_FLOOD
8.0,17,63.91,59671.41840944658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6030.0,60.0,90.0,60.3,3.0000000000000044,60.3,1.676797866821289e-05,100.0,9.000000000000027,DDOS-UDP_FLOOD
20.0,6,64.0,29797.55612389884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.3559799194335935e-05,100.0,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,39290.90398126464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.54511833190918e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,35359.16371606812,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.8290748596191405e-05,100.0,0.0,DDOS-RSTFINFLOOD
0.0,1,64.0,51948.2784245727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.925945281982422e-05,100.0,0.0,DDOS-ICMP_FLOOD
19.8,6,63.36,16007.5719410732,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,6.295204162597657e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,55341.12679773057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.8079280853271484e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,11185.705523108516,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,9.227991104125975e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,27173.98121153223,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.680944442749023e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,56756.481732070366,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.762866973876953e-05,100.0,0.0,DDOS-RSTFINFLOOD
0.64,1,63.63,51755.97235932873,0.0,0.02,0.0,0.0,0.02,0.0,0.0,2,2,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,1.0,1.0,6014.0,60.0,74.0,60.14,1.399999999999999,60.14,1.9330978393554687e-05,100.0,1.9599999999999973,DDOS-ICMP_FLOOD
0.0,47,64.0,4485.886631016043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,1.0,59196.0,590.0,592.0,591.96,0.2814105882725795,591.96,0.0002235102653503,100.0,0.0791919191919192,MIRAI-GREETH_FLOOD
20.0,6,64.0,35272.92910604659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.83503532409668e-05,100.0,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,164740.92694422623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.0701370239257815e-06,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,41270.33356292433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.424001693725586e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,33637.853877616486,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.9828548431396484e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,20803.0155738518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.807949066162109e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.12,6,63.85,20283.895928039463,0.0,0.99,0.0,0.0,0.01,0.0,0.0,1,99,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6006.0,60.0,66.0,60.06,0.5999999999999991,60.06,4.930019378662109e-05,100.0,0.3599999999999989,DDOS-SYN_FLOOD
14.4,17,63.6,107.03878279643436,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,757.0,60.0,156.0,75.7,30.52885702267792,75.7,0.011644697189331,10.0,932.0111111111112,BENIGN
0.72,1,63.36,2799.56214123615,0.0,0.01,0.0,0.0,0.02,0.0,0.0,2,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.97,0.0,0.99,0.99,90610.0,60.0,1514.0,906.1,589.1122837187174,906.1,0.0003572082519531,100.0,347053.2828282826,DDOS-ICMP_FRAGMENTATION
8.0,17,64.0,15992.31326495596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.280183792114258e-05,100.0,0.0,DOS-UDP_FLOOD
20.0,6,64.0,39416.445822761016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.588033676147461e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,129174.74591931014,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.750988006591796e-06,100.0,0.0,DDOS-RSTFINFLOOD
19.68,6,64.0,31835.32447817837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.0,0.01,0.0,1.0,1.0,6057.0,60.0,98.0,60.57,4.231328563718668,60.57,3.141164779663086e-05,100.0,17.90414141414148,DOS-TCP_FLOOD
0.0,47,64.0,4531.688185403274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800.0,578.0,578.0,578.0,0.0,578.0,0.0002214002609252,100.0,0.0,MIRAI-GREIP_FLOOD
8.0,17,64.0,26370.97767997485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.793001174926758e-05,100.0,0.0,DOS-UDP_FLOOD
0.0,1,64.0,171827.28390004096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.039142608642578e-06,100.0,0.0,DDOS-ICMP_FLOOD
0.08,47,63.82,9260.17574071621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,1.0,57487.0,265.0,578.0,574.87,31.30000000000001,574.87,0.0001086592674255,100.0,979.6900000000009,MIRAI-GREIP_FLOOD
0.0,1,64.0,64270.67116150782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.556873321533203e-05,100.0,0.0,DDOS-ICMP_FLOOD
31.92,6,64.58,2619.033762730491,0.0,0.02,0.0,0.62,0.97,0.0,0.0,97,2,0,0,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,16014.0,66.0,1514.0,160.14,343.8252733378665,160.14,0.0003818297386169,100.0,118215.8185858586,DDOS-SLOWLORIS
19.8,6,63.36,17427.614575975404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,5.738019943237304e-05,100.0,0.0,DOS-TCP_FLOOD
0.0,47,63.36,1714.907657648449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58668.0,60.0,592.0,586.68,53.19999999999997,586.68,0.0005845212936401,100.0,2830.239999999997,MIRAI-GREETH_FLOOD
20.0,6,64.0,46320.30922142463,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.1588802337646484e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.36,6,63.6,27195.12416520781,0.01,0.0,0.0,0.01,0.03,0.0,0.0,3,0,1,0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6393.0,60.0,441.0,63.93,38.09723206361707,63.93,3.677129745483398e-05,100.0,1451.3990909090928,DDOS-TCP_FLOOD
8.0,17,64.0,22814.96953872933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.383087158203125e-05,100.0,0.0,DOS-UDP_FLOOD
19.8,6,63.36,13718.980800052334,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,7.344961166381836e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,32529.114316736468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.075122833251953e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,19782.586548438827,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.064964294433594e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,47527.52407932012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.1049976348876955e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,58310.913388016124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.716136932373047e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,13390.492609264758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.480144500732422e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,26759.62740844711,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.985881805419922e-05,100.0,0.0,DDOS-PSHACK_FLOOD
19.88,6,64.64,13833.000230863096,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6183.0,60.0,243.0,61.83,18.29999999999999,61.83,7.229089736938476e-05,100.0,334.8899999999996,DDOS-SYN_FLOOD
20.0,6,64.0,20222.284364302588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.945039749145508e-05,100.0,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,73960.57132780815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.383066177368164e-05,100.0,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,34891.47325513684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.8660297393798827e-05,100.0,0.0,DDOS-TCP_FLOOD
7.92,17,64.54,4650.313768099873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,54944.0,98.0,554.0,549.44,45.60000000000005,549.44,0.000216109752655,100.0,2079.360000000004,MIRAI-UDPPLAIN
8.0,17,64.0,7133.65535070413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001401805877685,100.0,0.0,DDOS-UDP_FLOOD
46.0,6,93.5,18591.77304964539,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9176.0,94.0,2858.0,917.6,962.7635223667336,917.6,5.960464477539063e-05,10.0,926913.6,BENIGN
20.0,6,64.0,21376.606696906376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.678964614868164e-05,100.0,0.0,DDOS-SYN_FLOOD
32.0,6,197.6,436.92942340746913,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,781.0,66.0,156.0,78.1,29.05339911266838,78.1,0.0023558139801025,10.0,844.0999999999999,BENIGN
20.0,6,64.0,39431.26821472219,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.5370121002197265e-05,100.0,0.0,DDOS-RSTFINFLOOD
19.8,6,63.36,11300.832547487538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,8.848905563354492e-05,100.0,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,18463.28300391777,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.416154861450195e-05,100.0,0.0,DDOS-RSTFINFLOOD
32.0,6,181.2,223.08941013775865,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,777.0,66.0,172.0,77.7,33.313494096069974,77.7,0.0048969030380249,10.0,1109.788888888889,BENIGN
8.0,17,64.0,12717.719830200122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.863044738769532e-05,100.0,0.0,DOS-UDP_FLOOD
0.4,1,63.87,9314.46591161448,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.0,1.0,1.0,6014.0,60.0,74.0,60.14,1.3999999999999997,60.14,0.0001075720787048,100.0,1.9599999999999984,DDOS-ICMP_FLOOD
0.0,1,64.0,51948.2784245727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.925945281982422e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,17509.827168740085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.711078643798828e-05,100.0,0.0,DDOS-SYN_FLOOD
