Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label
10.152.152.11-65.61.34.87-44951-80-6,10.152.152.11,44951,65.61.34.87,80,6,23/02/2016 02:46:25 PM,85296706,10,9,0,0,0,0,0,0,0,0,0,0,0,0.222751861,4738705.88888889,5000256.63162702,10015823,128,85296706,9477411.77777778,1615761.66695183,10016054,5168714,80127918,10015989.75,122.4555312871,10016163,10015726,0,0,0,0,200,180,0.1172378216,0.1055140394,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,1842,0,20,0,0,0,0,1370591271460077,353193285029339,1456253265666837,5168458,Non-Tor,Browsing
10.152.152.11-23.78.38.241-47834-80-6,10.152.152.11,47834,23.78.38.241,80,6,23/02/2016 02:47:45 PM,5093938,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7852470917,1697979.33333333,2940646.13352922,5093545,9,5093938,2546969,3601402.31681383,5093545,393,0,0,0,0,0,0,0,0,0,72,32,0.5889353188,0.1963117729,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126635495464,1029726555839430,1456253265897391,5093536,Non-Tor,Browsing
10.152.152.11-216.58.209.102-37560-443-6,10.152.152.11,37560,216.58.209.102,443,6,23/02/2016 02:47:50 PM,1114809,8,5,716,168,517,0,89.5,176.5939652747,168,0,33.6,75.131884044,792.9609466734,11.6611903923,92900.75,318830.891099776,1105308,8,1114809,159258.428571429,417616.890761879,1106309,19,1114032,278508,551206.936194263,1105308,430,0,0,0,0,172,112,7.1761171645,4.4850732278,0,517,63.1428571429,139.9960752982,19598.9010989011,1,2,0,5,12,0,0,0,0,68,89.5,33.6,0,0,0,0,4,47545,0,55,0,12,14600,980,4,20,0,0,0,0,1456253270818750,572452.649829134,1456253271267304,1456253270152702,Non-Tor,Browsing
216.58.209.102-10.152.152.11-443-37560-6,216.58.209.102,443,10.152.152.11,37560,6,23/02/2016 02:47:51 PM,157,2,0,0,0,0,0,0,0,0,0,0,0,0,12738.8535031847,157,0,157,157,157,157,0,157,157,0,0,0,0,0,0,0,0,0,40,0,12738.8535031847,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,980,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-64.158.223.140-50471-443-6,10.152.152.11,50471,64.158.223.140,443,6,23/02/2016 02:47:49 PM,1919527,11,11,2906,3721,1460,0,264.1818181818,508.4114117881,1460,0,338.2727272727,574.9587969427,3452.4130163316,11.4611568371,91406.0476190476,248968.023135196,935075,5,1919507,191950.7,350203.610292022,935344,57,1919366,191936.6,343084.22670346,935075,5,0,0,0,0,232,232,5.7305784185,5.7305784185,0,1460,288.1304347826,522.5628543619,273071.936758893,1,2,0,7,21,0,0,0,1,301.2272727273,264.1818181818,338.2727272727,0,0,0,0,9,3453,0,132,0,169,14600,1412,4,20,0,0,0,0,1456253270558720,563642.311832496,1456253271529494,1456253269649030,Non-Tor,Browsing
10.152.152.11-178.255.83.1-51231-80-6,10.152.152.11,51231,178.255.83.1,80,6,23/02/2016 02:47:47 PM,3950406,2,2,0,0,0,0,0,0,0,0,0,0,0,1.0125541527,1316802,2280651.92047274,3950272,26,134,134,0,134,134,3950298,3950298,0,3950298,3950298,0,0,0,0,52,52,0.5062770763,0.5062770763,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,913,0,20,0,0,0,0,1456253267729442,0,1456253267729442,1456253267729442,Non-Tor,Browsing
10.152.152.11-104.130.135.42-38733-80-6,10.152.152.11,38733,104.130.135.42,80,6,23/02/2016 02:47:46 PM,5163074,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7747322622,1721024.66666667,2980779.18878342,5162932,9,5163074,2581537,3650643.8188421,5162932,142,0,0,0,0,0,0,0,0,0,72,32,0.5810491967,0.1936830656,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126635917577,1029726556338260,1.45625326667223E+015,5162923,Non-Tor,Browsing
10.152.152.11-104.155.5.178-59270-80-6,10.152.152.11,59270,104.155.5.178,80,6,23/02/2016 02:47:46 PM,5275594,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7582084596,1758531.33333333,3045673.35966685,5275372,23,5275594,2637797,3730094.33677622,5275372,222,0,0,0,0,0,0,0,0,0,72,32,0.5686563447,0.1895521149,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126635917554,1.02972655617923E+015,1456253266559758,5275349,Non-Tor,Browsing
10.152.152.11-63.215.202.68-51661-443-6,10.152.152.11,51661,63.215.202.68,443,6,23/02/2016 02:47:46 PM,5801119,9,6,556,2730,310,0,61.7777777778,118.3266430034,1460,0,455,692.3623328865,566.442439812,2.5857080332,414365.642857143,1183428.70708402,4444167,15,5801119,725139.875,1533067.46488381,4444167,23,1319328,263865.6,357135.703266699,669563,895,0,0,0,0,192,132,1.5514248199,1.0342832133,0,1460,205.375,455.3733815965,207364.916666667,1,2,0,6,14,0,0,0,0,219.0666666667,61.7777777778,455,0,0,0,0,5,2474,0,37,0,182,14600,1047,3,20,0,0,0,0,1456253266965790,1576564.91712889,1456253271797930,1456253266034294,Non-Tor,Browsing
10.152.152.11-209.84.3.70-39217-80-6,10.152.152.11,39217,209.84.3.70,80,6,23/02/2016 02:47:45 PM,5898839,3,1,0,0,0,0,0,0,0,0,0,0,0,0.6780995379,1966279.66666667,3405535.2048426,5898653,10,5898839,2949419.5,4170846.01430507,5898653,186,0,0,0,0,0,0,0,0,0,72,32,0.5085746534,0.1695248845,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126635917690,1029726555297950,1456253265936736,5898643,Non-Tor,Browsing
10.152.152.11-173.231.180.196-43782-80-6,10.152.152.11,43782,173.231.180.196,80,6,23/02/2016 02:47:46 PM,5010845,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7982685555,1670281.66666667,2892900.99289214,5010716,8,5010845,2505422.5,3543020.04542516,5010716,129,0,0,0,0,0,0,0,0,0,72,32,0.5987014166,0.1995671389,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126635917744,1029726556553759,1456253266824780,5010708,Non-Tor,Browsing
10.152.152.11-195.138.255.19-52902-80-6,10.152.152.11,52902,195.138.255.19,80,6,23/02/2016 02:47:46 PM,5631208,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7103271625,1877069.33333333,3250683.233361,5630635,16,5631208,2815604,3981055.0187007,5630635,573,0,0,0,0,0,0,0,0,0,72,32,0.5327453719,0.1775817906,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126635917545,1029726555676790,1456253266204470,5630619,Non-Tor,Browsing
63.215.202.68-10.152.152.11-443-51661-6,63.215.202.68,443,10.152.152.11,51661,6,23/02/2016 02:47:51 PM,508,2,0,0,0,0,0,0,0,0,0,0,0,0,3937.0078740158,508,0,508,508,508,508,0,508,508,0,0,0,0,0,0,0,0,0,40,0,3937.0078740158,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1047,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-69.172.216.55-56080-80-6,10.152.152.11,56080,69.172.216.55,80,6,23/02/2016 02:47:46 PM,5738494,5,5,2479,224,1460,0,495.8,696.5760547133,224,0,44.8,100.175845392,471.0295070449,1.7426174881,637610.444444444,1650963.76817104,4990608,10,5738483,1434620.75,2396706.31423757,4990608,74,5738354,1434588.5,2396826.64837955,4990822,22,0,0,0,0,112,112,0.8713087441,0.8713087441,0,1460,245.7272727273,505.5626748305,255593.618181818,1,2,0,2,9,0,0,0,1,270.3,495.8,44.8,0,0,0,0,0,0,0,247,0,22,14600,1278,2,20,0,0,0,0,1456253269770490,2523019.269106,1456253271836798,1456253266098714,Non-Tor,Browsing
10.152.152.11-69.172.216.111-51125-80-6,10.152.152.11,51125,69.172.216.111,80,6,23/02/2016 02:47:51 PM,867115,5,3,1450,255,1450,0,290,648.4597134749,255,0,85,147.2243186434,1966.2905150989,9.2259965518,123873.571428571,324011.26149403,858639,22,867115,216778.75,428086.75775624,858892,254,865971,432985.5,601964.952571576,858639,7332,0,0,0,0,112,72,5.7662478449,3.4597487069,0,1450,189.4444444444,480.1721334873,230565.277777778,1,2,0,2,7,0,0,0,0,213.125,290,85,0,0,0,0,0,0,0,181,0,31,14600,1095,1,20,0,0,0,0,1456253271307300,385582.411367142,1456253271997023,1456253271131034,Non-Tor,Browsing
10.152.152.11-104.109.74.162-59313-80-6,10.152.152.11,59313,104.109.74.162,80,6,23/02/2016 02:47:51 PM,586336,4,4,423,604,423,0,105.75,211.5,604,0,151,302,1751.555422147,13.6440539213,83762.2857142857,221287.03553207,585594,14,586322,195440.666666667,337986.647254493,585714,171,586189,195396.333333333,337921.192239157,585594,37,0,0,0,0,92,92,6.8220269607,6.8220269607,0,604,114.1111111111,230.9093136084,53319.1111111111,1,2,0,2,7,0,0,0,1,128.375,105.75,151,0,0,0,0,0,0,0,52,0,75,14600,980,1,20,0,0,0,0,1456253271686460,261978.314711733,1456253272155100,1456253271568925,Non-Tor,Browsing
10.152.152.11-107.21.249.50-47713-80-6,10.152.152.11,47713,107.21.249.50,80,6,23/02/2016 02:47:51 PM,833457,4,4,560,459,560,0,140,280,459,0,114.75,229.5,1222.6185634052,9.5985755714,119065.285714286,314670.136645088,832670,10,833392,277797.333333333,480626.510746477,832777,166,833314,277771.333333333,480556.405336911,832670,75,0,0,0,0,92,92,4.7992877857,4.7992877857,0,560,113.2222222222,226.0828265137,51113.4444444445,1,2,0,2,7,0,0,0,1,127.375,140,114.75,0,0,0,0,0,0,0,70,0,57,14600,983,1,20,0,0,0,0,1456253271743529,372477.561707401,1456253272409840,1456253271576575,Non-Tor,Browsing
10.152.152.11-66.155.15.42-47175-443-6,10.152.152.11,47175,66.155.15.42,443,6,23/02/2016 02:47:44 PM,7616874,10,10,939,3528,597,0,93.9,190.7881023544,1460,0,352.8,553.9738862678,586.4610600097,2.6257490934,400888.105263158,1148244.7865733,4987143,6,7612554,845839.333333333,1596886.97349789,4987158,21,7616660,846295.555555555,1595316.06240904,4987182,37,0,0,0,0,212,212,1.3128745467,1.3128745467,0,1460,212.7142857143,416.6677504748,173612.014285714,1,2,0,7,19,0,0,0,1,223.35,93.9,352.8,0,0,0,0,7,1681,0,46,0,176,14600,1122,3,20,0,0,0,0,1456253266465589,1786698.66707301,1456253272583396,1456253264970940,Non-Tor,Browsing
10.152.152.11-23.43.75.27-54059-80-6,10.152.152.11,54059,23.43.75.27,80,6,23/02/2016 02:45:56 PM,116133112,17,15,428,1782,428,0,25.1764705882,103.8052475156,1460,0,118.8,380.1862701361,19.0298870145,0.2755458753,3746229.41935484,4812652.61092632,10016506,12,116133112,7258319.5,4374365.37492903,10016776,27,111013062,7929504.42857143,4146059.29422574,10016730,40,0,0,0,0,352,312,0.1463837463,0.1291621291,0,1460,66.9696969697,266.368223148,70952.0303030303,1,2,0,2,31,0,0,0,0,69.0625,25.1764705882,118.8,0,0,0,0,0,0,0,13,0,55,14600,980,1,20,0,0,0,0,1407711426082320,265874241282375,1456253267714951,5119693,Non-Tor,Browsing
10.152.152.11-77.238.185.35-60015-443-6,10.152.152.11,60015,77.238.185.35,443,6,23/02/2016 02:47:47 PM,5733815,10,7,710,3344,517,0,71,164.6828602024,1448,0,477.7142857143,670.9798095039,707.0336242101,2.9648671958,358363.4375,1061110.59128625,4240082,12,5733815,637090.555555556,1385189.4988665,4240082,97,1454875,242479.166666667,349733.391198734,754342,793,0,0,0,0,212,152,1.7440395269,1.2208276688,0,1448,225.2222222222,465.2768379661,216482.535947712,1,2,0,7,16,0,0,0,0,238.4705882353,71,477.7142857143,0,0,0,0,6,2766,0,41,0,196,14600,1047,3,20,0,0,0,0,1456253268002306,1439194.47483989,1456253272796690,1456253267101622,Non-Tor,Browsing
77.238.185.35-10.152.152.11-443-60015-6,77.238.185.35,443,10.152.152.11,60015,6,23/02/2016 02:47:52 PM,367,2,0,0,0,0,0,0,0,0,0,0,0,0,5449.591280654,367,0,367,367,367,367,0,367,367,0,0,0,0,0,0,0,0,0,40,0,5449.591280654,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1047,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-93.184.221.133-47726-80-6,10.152.152.11,47726,93.184.221.133,80,6,23/02/2016 02:47:34 PM,18817287,9,9,2120,5085,1460,0,235.5555555556,508.407098473,1460,0,565,708.7665341987,382.892602956,0.9565672246,1106899.23529412,2690680.75217317,9998857,8,13440404,1680050.5,3488280.12757916,9998857,24,18815197,2351899.625,3633594.63723609,9999086,117,0,0,0,0,192,192,0.4782836123,0.4782836123,0,1460,379.2105263158,611.3197543882,373711.842105263,1,2,0,5,17,0,0,0,1,400.2777777778,235.5555555556,565,0,0,0,0,6,10076,0,117,0,282,14600,1278,2,20,0,0,0,0,1365237429548582,364063313112569,1456253267831180,5376449,Non-Tor,Browsing
10.152.152.11-173.231.180.196-43781-80-6,10.152.152.11,43781,173.231.180.196,80,6,23/02/2016 02:47:46 PM,6779055,4,4,505,620,505,0,126.25,252.5,620,0,155,310,165.9523340643,1.1801054867,968436.428571429,2258278.42466238,6052891,39,726164,242054.666666667,418910.633861607,725771,168,6778926,2259642,3305044.29597199,6052938,369,0,0,0,0,92,92,0.5900527433,0.5900527433,0,620,125,249.6998197837,62350,1,2,0,2,7,0,0,0,1,140.625,126.25,155,0,0,0,0,0,0,0,63,0,77,14600,980,1,20,0,0,0,0,1213544390150540,594512904251885,1456253267550641,6052844,Non-Tor,Browsing
10.152.152.11-8.30.11.14-46989-80-6,10.152.152.11,46989,8.30.11.14,80,6,23/02/2016 02:47:48 PM,5597281,3,1,0,0,0,0,0,0,0,0,0,0,0,0.714632694,1865760.33333333,3231456.59287516,5597125,8,5597281,2798640.5,3957654.73399089,5597125,156,0,0,0,0,0,0,0,0,0,72,32,0.5359745205,0.1786581735,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126636917831,1.02972655713879E+015,1456253268238544,5597117,Non-Tor,Browsing
10.152.152.11-54.165.116.156-41402-80-6,10.152.152.11,41402,54.165.116.156,80,6,23/02/2016 02:47:48 PM,5057624,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7908852062,1685874.66666667,2919879.41661917,5057461,9,5057624,2528812,3576049.71028116,5057461,163,0,0,0,0,0,0,0,0,0,72,32,0.5931639046,0.1977213015,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126636917879,1029726557902060,1456253268778307,5057452,Non-Tor,Browsing
10.152.152.11-65.61.34.87-37387-443-6,10.152.152.11,37387,65.61.34.87,443,6,23/02/2016 02:45:55 PM,110222021,103,139,6314,145535,858,0,61.3009708738,198.208586652,1460,0,1047.0143884892,562.1833341898,1377.6648134587,2.1955685244,457352.784232365,1998644.11958972,10031744,3,110221802,1080605.90196078,2968964.6193165,10031984,17,110221777,798708.528985507,2594116.75162714,10032001,3,0,0,0,0,2072,2792,0.9344775124,1.2610910119,0,1460,624.8930041152,660.2562338136,435938.294289698,0,2,0,69,241,0,0,0,1,627.4752066116,61.3009708738,1047.0143884892,0,0,0,0,64,16810,0,26,0,601,14600,1824,10,20,0,0,0,0,1456253163963530,17834878.9065432,1456253265730949,1456253155509408,Non-Tor,Browsing
10.152.152.11-37.252.163.84-44634-80-6,10.152.152.11,44634,37.252.163.84,80,6,23/02/2016 02:47:44 PM,11130031,17,18,5398,13684,1460,0,317.5294117647,592.7850704141,1460,0,760.2222222222,697.1423650333,1714.4606335778,3.1446453294,327353.852941176,1690739.27092206,9868758,4,1261273,78829.5625,180167.49084041,547362,16,11129775,654692.647058824,2380850.14415153,9868775,7,0,0,0,0,352,372,1.52739916,1.6172461694,0,1460,530.0555555556,673.7277510536,453909.082539683,1,2,0,10,34,0,0,0,1,545.2,317.5294117647,760.2222222222,0,0,0,0,16,15134,0,154,0,390,14600,1643,4,20,0,0,0,0,1412124379005090,253501153225211,1456253266201780,9868741,Non-Tor,Browsing
10.152.152.11-37.252.163.84-44636-80-6,10.152.152.11,44636,37.252.163.84,80,6,23/02/2016 02:47:44 PM,11211416,7,7,4638,615,1460,0,662.5714285714,751.4827248276,615,0,87.8571428571,232.4481509007,468.5402807281,1.2487271902,862416.615384615,2740813.82609693,9950389,2,1261027,210171.166666667,328163.772410311,697504,38,11211288,1868548,3971530.92859905,9950396,2,0,0,0,0,152,152,0.6243635951,0.6243635951,0,1460,350.2,597.6136114342,357142.028571429,1,2,0,2,13,0,0,0,1,375.2142857143,662.5714285714,87.8571428571,0,0,0,0,5,7527,0,331,0,43,14600,1643,4,20,0,0,0,0,1334898827505690,420384104539893,1456253266201870,9950382,Non-Tor,Browsing
10.152.152.11-107.21.249.50-47714-80-6,10.152.152.11,47714,107.21.249.50,80,6,23/02/2016 02:47:51 PM,5260649,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7603624572,1753549.66666667,3037102.01687222,5260493,19,5260649,2630324.5,3719619.9640265,5260493,156,0,0,0,0,0,0,0,0,0,72,32,0.5702718429,0.1900906143,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126638418695,1.02972655973741E+015,1456253271576915,5260474,Non-Tor,Browsing
10.152.152.11-104.109.74.162-59314-80-6,10.152.152.11,59314,104.109.74.162,80,6,23/02/2016 02:47:51 PM,5268333,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7592534489,1756111,3041560.0267736,5268202,18,5268333,2634166.5,3725088.7278722,5268202,131,0,0,0,0,0,0,0,0,0,72,32,0.5694400866,0.1898133622,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126638418730,1.02972655972656E+015,1456253271569277,5268184,Non-Tor,Browsing
10.152.152.11-63.251.210.243-34538-80-6,10.152.152.11,34538,63.251.210.243,80,6,23/02/2016 02:47:51 PM,5169690,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7737407852,1723230,2984611.06236374,5169562,10,5169690,2584845,3655341.8362963,5169562,128,0,0,0,0,0,0,0,0,0,72,32,0.5803055889,0.1934351963,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126638418757,1.02972655986609E+015,1456253271667960,5169552,Non-Tor,Browsing
10.152.152.11-23.43.75.27-54067-80-6,10.152.152.11,54067,23.43.75.27,80,6,23/02/2016 02:46:00 PM,116428045,17,15,441,1780,441,0,25.9411764706,106.958210641,1448,0,118.6666666667,377.5580686969,19.076159872,0.2748478685,3755743.38709677,4806622.53846055,10015853,19,116428045,7276752.8125,4345449.52612257,10016052,148,111305667,7950404.78571429,4107233.73798507,10017183,274,0,0,0,0,352,312,0.1460129301,0.1288349384,0,1448,67.303030303,265.2786842229,70372.7803030303,1,2,0,3,31,0,0,0,0,69.40625,25.9411764706,118.6666666667,0,0,0,0,0,0,0,13,0,55,14600,980,1,20,0,0,0,0,1407711429897570,265874242002521,1456253271714921,5122030,Non-Tor,Browsing
10.152.152.11-208.146.36.47-34343-443-6,10.152.152.11,34343,208.146.36.47,443,6,23/02/2016 02:47:46 PM,11209469,11,11,1574,6913,1045,0,143.0909090909,319.1759560322,1448,0,628.4545454545,711.5195518939,757.1277461939,1.9626264188,533784.238095238,1840488.55366647,8483374,16,2726095,272609.5,346451.263786682,790168,149,11209336,1120933.6,2607807.70032025,8483419,1649,0,0,0,0,232,232,0.9813132094,0.9813132094,0,1448,369,584.6273871606,341789.181818182,1,2,0,9,21,0,0,0,1,385.7727272727,143.0909090909,628.4545454545,0,0,0,0,9,3115,0,71,0,314,14600,1178,3,20,0,0,0,0,1383440604496810,325628127949366,1456253269285818,8483329,Non-Tor,Browsing
10.152.152.11-208.146.36.47-34343-443-6,10.152.152.11,34343,208.146.36.47,443,6,23/02/2016 02:47:57 PM,59,2,0,53,0,53,0,26.5,37.4766594029,0,0,0,0,898305.084745763,33898.3050847458,59,0,59,59,59,59,0,59,59,0,0,0,0,0,1,0,0,0,40,0,33898.3050847458,0,0,53,35.3333333333,30.5995642671,936.3333333333,1,0,0,1,2,0,0,0,0,53,26.5,0,0,0,0,0,0,0,1,26,0,0,1825,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-63.215.202.65-38452-443-6,10.152.152.11,38452,63.215.202.65,443,6,23/02/2016 02:47:46 PM,11381765,15,12,5135,4538,1460,0,342.3333333333,539.7349437676,1460,0,378.1666666667,589.3547833063,849.8681882819,2.3722155571,437760.192307692,1165156.28979529,5610822,12,11381765,812983.214285715,1510739.54576941,5610822,49,5770744,524613.090909091,664460.248940816,2254245,14,0,0,0,0,312,252,1.3178975317,1.0543180254,0,1460,345.4642857143,545.399920014,297461.072751323,1,2,0,10,26,0,0,0,0,358.2592592593,342.3333333333,378.1666666667,0,0,0,0,8,2331,0,190,0,168,14600,1777,7,20,0,0,0,0,1456253269044450,2620256.31000134,1456253277837872,1456253266456182,Non-Tor,Browsing
10.152.152.11-149.126.77.155-57504-443-6,10.152.152.11,57504,149.126.77.155,443,6,23/02/2016 02:45:59 PM,118711199,30,27,1084,14636,701,0,36.1333333333,133.3309942324,1460,0,542.0740740741,667.1022252379,132.4222157001,0.480156889,2119842.83928571,4014578.4146538,10015805,5,118711199,4093489.62068966,4826466.97029858,10016090,14,112972444,4345094,4957161.46876147,10016127,20,0,0,0,0,612,552,0.2527141521,0.2274427369,0,1460,271.0344827586,526.466205427,277166.665456745,1,2,0,13,56,0,0,0,0,275.7894736842,36.1333333333,542.0740740741,0,0,0,0,15,5577,0,19,0,256,14600,1135,4,20,0,0,0,0,1456253185823770,36871660.0929403,1456253277837825,1456253159127010,Non-Tor,Browsing
10.152.152.11-23.43.75.27-54069-80-6,10.152.152.11,54069,23.43.75.27,80,6,23/02/2016 02:46:01 PM,116121505,17,15,441,1780,441,0,25.9411764706,106.958210641,1460,0,118.6666666667,380.1102596929,19.1265175215,0.2755734177,3745855,4807926.07893364,10023736,7,116121505,7257594.0625,4364626.21308381,10023990,22,111214116,7943865.42857143,4122785.23437536,10023952,45,0,0,0,0,352,312,0.1463983781,0.1291750395,0,1460,67.303030303,266.8684700429,71218.7803030303,1,2,0,2,31,0,0,0,0,69.40625,25.9411764706,118.6666666667,0,0,0,0,0,0,0,13,0,55,14600,980,1,20,0,0,0,0,1456253204403780,37362144.6459429,1.45625327293089E+015,1456253161716890,Non-Tor,Browsing
63.215.202.65-10.152.152.11-443-38452-6,63.215.202.65,443,10.152.152.11,38452,6,23/02/2016 02:47:57 PM,477,2,0,0,0,0,0,0,0,0,0,0,0,0,4192.8721174004,477,0,477,477,477,477,0,477,477,0,0,0,0,0,0,0,0,0,40,0,4192.8721174004,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1777,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
149.126.77.155-10.152.152.11-443-57504-6,149.126.77.155,443,10.152.152.11,57504,6,23/02/2016 02:47:57 PM,484,2,0,0,0,0,0,0,0,0,0,0,0,0,4132.2314049587,484,0,484,484,484,484,0,484,484,0,0,0,0,0,0,0,0,0,40,0,4132.2314049587,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1135,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-37.252.162.9-59263-443-6,10.152.152.11,59263,37.252.162.9,443,6,23/02/2016 02:47:45 PM,12795487,10,10,1363,3609,837,0,136.3,271.9501792608,1460,0,360.9,545.2820778684,388.5745028696,1.5630510976,673446.684210526,2274125.69134587,10004143,1,12538081,1393120.11111111,3244636.81703051,10004143,24,12795356,1421706.22222222,3231991.73697667,10004373,24,0,0,0,0,212,212,0.7815255488,0.7815255488,0,1460,236.7619047619,427.3575674727,182634.49047619,1,2,0,6,19,0,0,0,1,248.6,136.3,360.9,0,0,0,0,7,1962,0,68,0,180,14600,1152,3,20,0,0,0,0,1456253267437720,2928811.39688412,1456253278331151,1456253265793124,Non-Tor,Browsing
10.152.152.11-37.252.162.9-59263-443-6,10.152.152.11,59263,37.252.162.9,443,6,23/02/2016 02:47:58 PM,37,2,0,53,0,53,0,26.5,37.4766594029,0,0,0,0,1432432.43243243,54054.0540540541,37,0,37,37,37,37,0,37,37,0,0,0,0,0,1,0,0,0,40,0,54054.0540540541,0,0,53,35.3333333333,30.5995642671,936.3333333333,1,0,0,1,2,0,0,0,0,53,26.5,0,0,0,0,0,0,0,1,26,0,0,1643,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
