Date,Duration,Protocol,Src_IP,Src_Port,Dst_IP,Dst_Port,Flags,Tos,Packets,Bytes,Flows,Label
2011-08-18 10:19:44.120,0.000,UDP,147.32.84.229,13363,174.31.241.1,63817,INT,0,1,60,1,Background
2011-08-18 10:19:44.125,0.000,UDP,147.32.84.118,1153,178.126.213.97,6881,INT,0,1,107,1,Background
2011-08-18 10:19:44.131,0.231,TCP,85.71.148.40,14556,147.32.84.229,13363,PA_,0,2,294,1,Background
2011-08-18 10:19:44.131,0.000,TCP,147.32.84.229,13363,85.71.148.40,14556,PA_,0,1,60,1,Background
2011-08-18 10:19:44.137,0.000,TCP,147.32.84.59,51266,66.220.158.32,80,A_,0,1,60,1,Background
2011-08-18 10:19:44.139,0.620,UDP,194.165.188.87,18080,147.32.84.229,13363,INT,0,2,146,1,Background
2011-08-18 10:19:44.140,0.621,UDP,147.32.84.229,13363,194.165.188.87,18080,INT,0,2,1080,1,Background
2011-08-18 10:19:44.148,1.140,TCP,93.156.131.153,50083,147.32.84.118,6881,S_,0,3,194,1,Background
2011-08-18 10:19:44.148,1.139,TCP,147.32.84.118,6881,93.156.131.153,50083,RA_,0,3,180,1,Background
2011-08-18 10:19:44.150,0.575,TCP,147.32.84.59,41340,74.125.232.209,80,PA_,0,16,2228,1,LEGITIMATE
2011-08-18 10:19:44.153,1.753,TCP,202.59.157.38,3183,147.32.87.44,80,,FSRPA_,0,9,576,Background
2011-08-18 10:19:44.153,1.418,TCP,147.32.87.44,80,,0,->,202.59.157.38:3183,SA_,0,7752,Background
2011-08-18 10:19:44.158,0.567,TCP,74.125.232.209,80,147.32.84.59,41340,PA_,0,16,19157,1,Background
2011-08-18 10:19:44.163,0.000,UDP,147.32.84.59,54010,147.32.193.105,1194,INT,0,1,95,1,Background
2011-08-18 10:19:44.165,2.015,UDP,109.165.61.217,13027,147.32.84.229,13363,INT,0,2,380,1,Background
2011-08-18 10:19:44.167,1.803,TCP,147.32.84.59,50596,209.85.148.103,80,A_,0,2,120,1,LEGITIMATE
2011-08-18 10:19:44.175,0.000,UDP,178.126.213.97,6881,147.32.84.118,1153,INT,0,1,98,1,Background
2011-08-18 10:19:44.190,4.962,UDP,147.32.84.59,43087,114.78.14.160,31011,INT,0,330,488400,1,Background
2011-08-18 10:19:44.200,1.533,TCP,109.43.0.17,31744,147.32.84.229,13363,FSPA_,0,13,963,1,Background
2011-08-18 10:19:44.200,1.505,TCP,109.43.0.17,31744,147.32.84.229,13363,_FSPA,0,9,702,1,Background
2011-08-18 10:19:44.209,0.061,TCP,147.32.85.56,443,212.122.166.51,36320,FA_,0,3,180,1,Background
2011-08-18 10:19:44.236,0.000,TCP,66.220.158.32,80,147.32.84.59,51266,A_,0,1,60,1,Background
2011-08-18 10:19:44.236,0.000,TCP,147.32.84.59,51315,2.21.108.20,80,,A_,0,1,60,Background
2011-08-18 10:19:44.237,0.000,TCP,147.32.84.59,51331,74.125.232.194,80,A_,0,1,60,1,LEGITIMATE
2011-08-18 10:19:44.244,0.000,TCP,2.21.108.20,80,,0,->,147.32.84.59:51315,A_,0,66,Background
2011-08-18 10:19:44.244,0.000,TCP,74.125.232.194,80,147.32.84.59,51331,A_,0,1,66,1,Background
2011-08-18 10:19:44.246,0.000,TCP,147.32.84.59,51316,2.21.108.20,80,,A_,0,1,60,Background
2011-08-18 10:19:44.254,0.000,TCP,2.21.108.20,80,,0,->,147.32.84.59:51316,A_,0,66,Background
2011-08-18 10:19:44.259,4.748,UDP,58.182.2.6,16289,147.32.84.59,43087,INT,0,21,1404,1,Background
2011-08-18 10:19:44.261,0.193,TCP,128.130.5.70,13747,147.32.84.229,13363,PA_,0,3,199,1,Background
2011-08-18 10:19:44.262,4.746,UDP,147.32.84.59,43087,58.182.2.6,16289,INT,0,31,45880,1,Background
2011-08-18 10:19:44.267,0.496,TCP,147.32.86.223,38692,89.221.217.12,1935,SRPA_,0,9,4201,1,Background
2011-08-18 10:19:44.268,0.310,TCP,89.221.217.12,1935,147.32.86.223,38692,SPA_,0,8,3855,1,Background
2011-08-18 10:19:44.269,0.000,TCP,109.127.86.12,45557,147.32.84.118,6881,S_,0,1,66,1,Background
2011-08-18 10:19:44.269,0.000,TCP,147.32.84.118,6881,109.127.86.12,45557,RA_,0,1,60,1,Background
2011-08-18 10:19:44.291,4.884,TCP,147.32.82.101,57919,147.32.86.88,3389,PA_,0,48,6148,1,Background
2011-08-18 10:19:44.292,0.000,UDP,147.32.84.229,13363,118.167.181.146,59815,INT,0,1,79,1,Background
2011-08-18 10:19:44.292,0.000,UDP,147.32.84.229,13363,68.200.222.120,7331,INT,0,1,60,1,Background
2011-08-18 10:19:44.292,0.483,TCP,147.32.84.229,443,156.106.154.157,64871,PA_,0,3,183,1,Background
2011-08-18 10:19:44.312,1.999,UDP,67.160.121.194,16673,147.32.84.59,43087,INT,0,6,389,1,Background
2011-08-18 10:19:44.317,0.000,TCP,195.239.111.173,5222,147.32.86.172,50432,A_,0,1,60,1,Background
2011-08-18 10:19:44.318,0.000,TCP,147.32.86.172,50432,195.239.111.173,5222,A_,0,1,60,1,Background
2011-08-18 10:19:44.320,4.530,UDP,113.199.222.239,20733,147.32.84.59,43087,INT,0,4,265,1,Background
2011-08-18 10:19:44.327,0.000,UDP,89.254.136.132,53888,147.32.84.229,13363,INT,0,1,73,1,Background
2011-08-18 10:19:44.328,0.000,UDP,147.32.84.229,13363,89.254.136.132,53888,INT,0,1,60,1,Background
2011-08-18 10:19:44.333,4.999,UDP,147.32.84.94,7103,81.57.190.106,6911,INT,0,26,28170,1,Background
2011-08-18 10:19:44.349,0.000,TCP,50.19.85.24,443,,0,->,147.32.84.59:51249,PA_,0,91,Background
2011-08-18 10:19:44.349,0.000,TCP,50.19.85.24,443,,0,->,147.32.84.59:51248,PA_,0,91,Background
2011-08-18 10:19:44.362,0.000,UDP,147.32.84.229,13363,114.40.112.143,27585,INT,0,1,77,1,Background
2011-08-18 10:19:44.399,0.000,UDP,147.32.84.138,60854,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.399,0.000,UDP,147.32.84.138,33016,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.399,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:60854,INT,0,133,Background
2011-08-18 10:19:44.400,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:33016,INT,0,133,Background
2011-08-18 10:19:44.405,0.000,UDP,147.32.84.138,39162,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.405,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:39162,INT,0,133,Background
2011-08-18 10:19:44.405,0.000,UDP,147.32.84.138,39788,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.405,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:39788,INT,0,133,Background
2011-08-18 10:19:44.410,0.000,UDP,147.32.84.138,52617,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.411,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:52617,INT,0,133,Background
2011-08-18 10:19:44.411,0.000,UDP,147.32.84.138,38052,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.411,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:38052,INT,0,133,Background
2011-08-18 10:19:44.411,2.025,UDP,82.36.209.207,34018,147.32.84.229,13363,INT,0,2,936,1,Background
2011-08-18 10:19:44.413,2.024,UDP,147.32.84.229,13363,82.36.209.207,34018,INT,0,2,120,1,Background
2011-08-18 10:19:44.413,0.000,UDP,147.32.84.229,13363,122.176.220.58,40478,INT,0,1,148,1,Background
2011-08-18 10:19:44.416,0.000,UDP,147.32.84.138,52952,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.416,0.000,UDP,147.32.84.138,50356,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.416,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:52952,INT,0,133,Background
2011-08-18 10:19:44.416,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:50356,INT,0,133,Background
2011-08-18 10:19:44.422,0.000,UDP,147.32.84.138,59454,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.422,0.000,UDP,147.32.84.138,54935,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.422,0.000,TCP,147.32.87.220,1136,46.112.56.148,80,S_,0,1,78,1,Background
2011-08-18 10:19:44.422,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:59454,INT,0,133,Background
2011-08-18 10:19:44.422,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:54935,INT,0,133,Background
2011-08-18 10:19:44.425,0.000,TCP,147.32.84.59,58971,95.168.215.49,80,A_,0,1,66,1,Background
2011-08-18 10:19:44.427,0.000,TCP,95.168.215.49,80,147.32.84.59,58971,A_,0,1,66,1,Background
2011-08-18 10:19:44.427,0.000,UDP,147.32.84.138,47444,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.427,0.000,UDP,147.32.84.138,55161,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:19:44.427,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:47444,INT,0,133,Background
2011-08-18 10:19:44.427,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:55161,INT,0,133,Background
2011-08-18 10:19:44.430,0.439,TCP,147.32.86.51,41554,77.78.99.21,80,,FSPA_,0,6,1380,Background
2011-08-18 10:19:44.431,0.439,TCP,147.32.86.51,41554,77.78.99.21,80,,_FSPA,0,4,884,Background
2011-08-18 10:19:44.433,3.467,TCP,147.32.86.187,49424,69.171.242.39,80,PA_,0,4,1890,1,Background
2011-08-18 10:19:44.451,0.000,UDP,147.32.86.187,60017,147.32.80.9,53,,INT,0,1,76,Background
2011-08-18 10:19:44.452,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.187:60017,INT,0,162,Background
2011-08-18 10:19:44.454,0.000,UDP,147.32.86.187,61070,147.32.80.9,53,,INT,0,1,76,Background
2011-08-18 10:19:44.455,0.000,UDP,147.32.84.229,13363,84.131.238.48,63755,INT,0,1,78,1,Background
2011-08-18 10:19:44.456,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.187:61070,INT,0,121,Background
2011-08-18 10:19:44.466,0.000,UDP,84.86.133.132,34962,147.32.84.229,13363,INT,0,1,76,1,Background
2011-08-18 10:19:44.466,0.000,UDP,147.32.84.229,13363,84.86.133.132,34962,INT,0,1,60,1,Background
2011-08-18 10:19:44.467,0.006,UDP,68.200.222.120,7331,147.32.84.229,13363,INT,0,3,2906,1,Background
2011-08-18 10:19:44.494,1.065,TCP,145.236.66.193,3261,147.32.84.59,60823,PA_,0,3,629,1,Background
2011-08-18 10:19:44.530,0.043,TCP,156.106.154.157,64871,147.32.84.229,443,PA_,0,2,120,1,Background
2011-08-18 10:19:44.533,0.000,UDP,87.20.81.85,15759,147.32.86.58,48784,INT,0,1,65,1,Background
2011-08-18 10:19:44.533,1.026,TCP,147.32.84.59,60823,145.236.66.193,3261,A_,0,3,198,1,Background
2011-08-18 10:19:44.533,0.000,UDP,147.32.86.58,48784,87.20.81.85,15759,INT,0,1,64,1,Background
2011-08-18 10:19:44.535,3.815,TCP,194.108.204.19,53895,147.32.84.138,8080,PA_,0,9,3516,1,Background
2011-08-18 10:19:44.536,3.784,TCP,147.32.84.138,8080,194.108.204.19,53895,PA_,0,6,1972,1,Background
2011-08-18 10:19:44.543,0.000,TCP,147.32.84.164,43841,195.113.232.98,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:19:44.543,0.000,TCP,147.32.84.164,43842,195.113.232.98,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:19:44.543,0.000,TCP,147.32.84.164,43843,195.113.232.98,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:19:44.543,0.000,TCP,147.32.84.164,43846,195.113.232.98,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:19:44.543,0.000,TCP,147.32.84.164,43844,195.113.232.98,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:19:44.543,0.000,TCP,147.32.84.164,43845,195.113.232.98,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:19:44.544,0.000,TCP,195.113.232.98,80,147.32.84.164,43841,A_,0,1,66,1,Background
2011-08-18 10:19:44.544,0.000,TCP,195.113.232.98,80,147.32.84.164,43842,A_,0,1,66,1,Background
2011-08-18 10:19:44.544,0.000,TCP,195.113.232.98,80,147.32.84.164,43843,A_,0,1,66,1,Background
2011-08-18 10:19:44.544,0.000,TCP,195.113.232.98,80,147.32.84.164,43846,A_,0,1,66,1,Background
2011-08-18 10:19:44.544,0.000,TCP,195.113.232.98,80,147.32.84.164,43844,A_,0,1,66,1,Background
2011-08-18 10:19:44.544,0.000,TCP,195.113.232.98,80,147.32.84.164,43845,A_,0,1,66,1,Background
2011-08-18 10:19:44.557,4.821,TCP,147.32.84.59,51249,50.19.85.24,443,,A_,0,2,120,Background
2011-08-18 10:19:44.557,4.821,TCP,147.32.84.59,51248,50.19.85.24,443,,A_,0,2,120,Background
2011-08-18 10:19:44.592,0.000,UDP,222.248.108.139,57802,147.32.84.229,13363,INT,0,1,77,1,Background
2011-08-18 10:19:44.593,0.000,UDP,147.32.84.229,13363,222.248.108.139,57802,INT,0,1,1018,1,Background
2011-08-18 10:19:44.594,0.000,ICMP,147.32.87.249,0,,0,->,147.32.87.13,,RED,2,Background
2011-08-18 10:19:44.594,3.990,ICMP,147.32.87.1,0,,0,->,147.32.87.13,,RED,3,Background
2011-08-18 10:19:44.605,0.225,TCP,147.32.84.59,55819,76.13.114.90,80,,FSPA_,0,5,699,Background
2011-08-18 10:19:44.632,3.127,TCP,195.130.82.45,443,147.32.86.223,36085,PA_,0,12,727,1,Background
2011-08-18 10:19:44.633,3.071,TCP,69.171.242.39,80,147.32.86.187,49424,PA_,0,7,6559,1,Background
2011-08-18 10:19:44.634,0.206,TCP,84.242.106.84,53420,147.32.84.229,13363,PA_,0,2,309,1,Background
2011-08-18 10:19:44.634,0.000,TCP,147.32.84.229,13363,84.242.106.84,53420,PA_,0,1,60,1,Background
2011-08-18 10:19:44.636,0.000,UDP,78.94.9.227,55002,147.32.85.56,44076,INT,0,1,65,1,Background
2011-08-18 10:19:44.636,0.000,UDP,147.32.85.56,44076,78.94.9.227,55002,INT,0,1,63,1,Background
2011-08-18 10:19:44.647,0.000,UDP,118.167.181.146,59815,147.32.84.229,13363,INT,0,2,383,1,Background
2011-08-18 10:19:44.648,0.000,UDP,147.32.86.187,61985,147.32.80.9,53,,INT,0,1,80,Background
2011-08-18 10:19:44.650,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.187:61985,INT,0,479,Background
2011-08-18 10:19:44.652,0.000,UDP,147.32.86.187,53451,147.32.80.9,53,,INT,0,1,80,Background
2011-08-18 10:19:44.652,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.187:53451,INT,0,218,Background
2011-08-18 10:19:44.659,0.018,TCP,147.32.86.187,49892,80.239.149.24,80,SPA_,0,4,652,1,Background
2011-08-18 10:19:44.666,0.010,TCP,80.239.149.24,80,147.32.86.187,49892,SPA_,0,5,3443,1,Background
2011-08-18 10:19:44.676,4.828,TCP,147.32.84.59,56272,74.125.232.210,80,FPA_,0,16,2230,1,LEGITIMATE
2011-08-18 10:19:44.676,0.084,TCP,147.32.84.59,56288,74.125.232.210,80,PA_,0,2,720,1,LEGITIMATE
2011-08-18 10:19:44.677,4.801,TCP,147.32.84.59,60797,74.125.232.212,80,FSPA_,0,14,2110,1,LEGITIMATE
2011-08-18 10:19:44.677,0.059,TCP,147.32.84.59,41327,74.125.232.209,80,PA_,0,7,1051,1,LEGITIMATE
2011-08-18 10:19:44.677,0.108,TCP,147.32.84.59,56287,74.125.232.210,80,PA_,0,12,1962,1,LEGITIMATE
2011-08-18 10:19:44.678,4.826,TCP,147.32.84.59,56271,74.125.232.210,80,FPA_,0,8,1117,1,LEGITIMATE
2011-08-18 10:19:44.678,4.799,TCP,147.32.84.59,60798,74.125.232.212,80,FSPA_,0,15,2175,1,LEGITIMATE
2011-08-18 10:19:44.678,0.067,TCP,147.32.84.59,56285,74.125.232.210,80,PA_,0,6,987,1,LEGITIMATE
2011-08-18 10:19:44.678,0.038,TCP,147.32.84.59,41325,74.125.232.209,80,PA_,0,2,723,1,LEGITIMATE
2011-08-18 10:19:44.678,4.799,TCP,147.32.84.59,60799,74.125.232.212,80,FSPA_,0,9,1190,1,LEGITIMATE
2011-08-18 10:19:44.679,0.038,TCP,147.32.84.59,41328,74.125.232.209,80,PA_,0,6,985,1,LEGITIMATE
2011-08-18 10:19:44.679,4.825,TCP,147.32.84.59,56275,74.125.232.210,80,FPA_,0,6,985,1,LEGITIMATE
2011-08-18 10:19:44.679,0.046,TCP,147.32.84.59,41339,74.125.232.209,80,PA_,0,5,918,1,LEGITIMATE
2011-08-18 10:19:44.679,0.039,TCP,147.32.84.59,56289,74.125.232.210,80,PA_,0,5,918,1,LEGITIMATE
2011-08-18 10:19:44.680,4.799,TCP,147.32.84.59,60800,74.125.232.212,80,FSPA_,0,9,1191,1,LEGITIMATE
2011-08-18 10:19:44.680,0.037,TCP,147.32.84.59,56284,74.125.232.210,80,PA_,0,6,987,1,LEGITIMATE
2011-08-18 10:19:44.681,4.823,TCP,147.32.84.59,56354,74.125.232.210,80,FPA_,0,5,919,1,LEGITIMATE
2011-08-18 10:19:44.681,4.823,TCP,147.32.84.59,56274,74.125.232.210,80,FPA_,0,10,1249,1,LEGITIMATE
2011-08-18 10:19:44.681,4.797,TCP,147.32.84.59,60801,74.125.232.212,80,FSPA_,0,11,1323,1,LEGITIMATE
2011-08-18 10:19:44.681,4.796,TCP,147.32.84.59,60802,74.125.232.212,80,FSPA_,0,9,1191,1,LEGITIMATE
2011-08-18 10:19:44.682,0.066,TCP,147.32.84.59,56375,74.125.232.210,80,SPA_,0,7,1059,1,LEGITIMATE
2011-08-18 10:19:44.682,4.822,TCP,147.32.84.59,56353,74.125.232.210,80,FPA_,0,6,985,1,LEGITIMATE
2011-08-18 10:19:44.684,4.819,TCP,74.125.232.210,80,147.32.84.59,56272,FPA_,0,14,16123,1,Background
2011-08-18 10:19:44.684,0.075,TCP,74.125.232.210,80,147.32.84.59,56288,PA_,0,7,7962,1,Background
2011-08-18 10:19:44.684,4.792,TCP,147.32.84.59,60797,74.125.232.212,80,_FSPA,0,15,14141,1,LEGITIMATE
2011-08-18 10:19:44.686,4.791,TCP,147.32.84.59,60798,74.125.232.212,80,_FSPA,0,16,16468,1,LEGITIMATE
2011-08-18 10:19:44.686,0.058,TCP,74.125.232.210,80,147.32.84.59,56285,PA_,0,6,6284,1,Background
2011-08-18 10:19:44.686,4.791,TCP,147.32.84.59,60799,74.125.232.212,80,_FSPA,0,7,5750,1,LEGITIMATE
2011-08-18 10:19:44.687,0.029,TCP,74.125.232.209,80,147.32.84.59,41328,PA_,0,6,6609,1,Background
2011-08-18 10:19:44.687,4.817,TCP,74.125.232.210,80,147.32.84.59,56275,FPA_,0,5,4028,1,Background
2011-08-18 10:19:44.687,0.037,TCP,74.125.232.209,80,147.32.84.59,41339,PA_,0,5,4376,1,Background
2011-08-18 10:19:44.688,4.791,TCP,147.32.84.59,60800,74.125.232.212,80,_FSPA,0,7,4806,1,LEGITIMATE
2011-08-18 10:19:44.688,4.815,TCP,74.125.232.210,80,147.32.84.59,56354,FPA_,0,4,2889,1,Background
2011-08-18 10:19:44.689,4.789,TCP,147.32.84.59,60801,74.125.232.212,80,_FSPA,0,9,8398,1,LEGITIMATE
2011-08-18 10:19:44.689,4.788,TCP,147.32.84.59,60802,74.125.232.212,80,_FSPA,0,7,5352,1,LEGITIMATE
2011-08-18 10:19:44.690,0.058,TCP,74.125.232.210,80,147.32.84.59,56375,SPA_,0,6,4473,1,Background
2011-08-18 10:19:44.690,4.814,TCP,74.125.232.210,80,147.32.84.59,56353,FPA_,0,5,3357,1,Background
2011-08-18 10:19:44.697,4.734,TCP,74.125.108.208,80,147.32.84.59,2768,PA_,0,495,747626,1,Background
2011-08-18 10:19:44.698,4.737,TCP,147.32.84.59,2768,74.125.108.208,80,A_,0,129,7740,1,LEGITIMATE
2011-08-18 10:19:44.699,0.000,UDP,94.67.20.205,18444,147.32.84.229,13363,INT,0,1,460,1,Background
2011-08-18 10:19:44.704,0.000,UDP,147.32.84.229,13363,94.67.20.205,18444,INT,0,1,60,1,Background
2011-08-18 10:19:44.707,0.000,TCP,147.32.84.59,51300,80.239.149.27,80,A_,0,1,60,1,Background
2011-08-18 10:19:44.711,0.225,TCP,147.32.84.59,55819,76.13.114.90,80,,_FSPA,0,4,839,Background
2011-08-18 10:19:44.714,0.000,TCP,80.239.149.27,80,147.32.84.59,51300,A_,0,1,66,1,Background
2011-08-18 10:19:44.714,0.070,TCP,74.125.232.210,80,147.32.84.59,56287,PA_,0,16,20835,1,Background
2011-08-18 10:19:44.716,0.000,TCP,74.125.232.209,80,147.32.84.59,41325,PA_,0,3,4018,1,Background
2011-08-18 10:19:44.717,0.000,TCP,74.125.235.101,80,147.32.84.59,49446,R_,0,1,60,1,Background
2011-08-18 10:19:44.717,0.000,TCP,74.125.232.210,80,147.32.84.59,56284,PA_,0,5,6456,1,Background
2011-08-18 10:19:44.719,0.000,TCP,74.125.232.210,80,147.32.84.59,56289,PA_,0,4,4513,1,Background
2011-08-18 10:19:44.722,4.781,TCP,74.125.232.210,80,147.32.84.59,56274,FPA_,0,8,9771,1,Background
2011-08-18 10:19:44.726,0.010,TCP,74.125.232.209,80,147.32.84.59,41327,PA_,0,7,8129,1,Background
2011-08-18 10:19:44.726,4.777,TCP,74.125.232.210,80,147.32.84.59,56271,FPA_,0,7,6577,1,Background
2011-08-18 10:19:44.727,0.000,TCP,147.32.84.59,51310,2.21.101.115,80,,A_,0,1,60,Background
2011-08-18 10:19:44.728,0.000,UDP,114.40.112.143,27585,147.32.84.229,13363,INT,0,1,60,1,Background
2011-08-18 10:19:44.734,0.000,TCP,2.21.101.115,80,,0,->,147.32.84.59:51310,A_,0,66,Background
2011-08-18 10:19:44.743,0.000,UDP,71.68.64.199,6114,147.32.84.59,43087,INT,0,1,145,1,Background
2011-08-18 10:19:44.743,0.000,ICMP,147.32.84.59,0,,0,->,71.68.64.199,,URP,1,Background
2011-08-18 10:19:44.762,0.000,UDP,147.32.86.20,59036,147.32.80.9,53,,INT,0,1,84,Background
2011-08-18 10:19:44.763,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.20:59036,INT,0,177,Background
2011-08-18 10:19:44.763,0.232,TCP,147.32.86.20,3547,188.138.84.239,80,FSPA_,0,15,1029,1,Background
2011-08-18 10:19:44.784,0.000,UDP,147.32.86.51,37111,147.32.80.9,53,,INT,0,1,73,Background
2011-08-18 10:19:44.784,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.51:37111,INT,0,178,Background
2011-08-18 10:19:44.785,0.000,UDP,95.42.94.39,1262,147.32.84.229,13363,INT,0,1,187,1,Background
2011-08-18 10:19:44.786,4.911,TCP,147.32.84.229,443,192.87.23.66,5627,PA_,0,9,633,1,Background
2011-08-18 10:19:44.786,0.000,UDP,147.32.86.51,52245,147.32.80.9,53,,INT,0,1,73,Background
2011-08-18 10:19:44.787,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.51:52245,INT,0,129,Background
2011-08-18 10:19:44.787,0.000,UDP,147.32.86.51,53871,147.32.80.9,53,,INT,0,1,86,Background
2011-08-18 10:19:44.787,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.51:53871,INT,0,136,Background
2011-08-18 10:19:44.788,0.207,TCP,147.32.86.20,3547,188.138.84.239,80,_FSPA,0,24,29415,1,Background
2011-08-18 10:19:44.788,0.000,UDP,147.32.86.51,60768,147.32.80.9,53,,INT,0,1,73,Background
2011-08-18 10:19:44.788,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.51:60768,INT,0,129,Background
2011-08-18 10:19:44.789,0.000,UDP,147.32.86.51,60399,147.32.80.9,53,,INT,0,1,86,Background
2011-08-18 10:19:44.789,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.51:60399,INT,0,136,Background
2011-08-18 10:19:44.832,0.042,TCP,147.32.84.59,2852,95.172.94.54,80,,FSPA_,0,5,817,Background
2011-08-18 10:19:44.839,3.126,TCP,147.32.86.223,36085,195.130.82.45,443,PA_,0,12,930,1,Background
2011-08-18 10:19:44.839,2.059,TCP,180.9.115.66,12656,147.32.86.165,12114,FSPA_,0,9,732,1,Background
2011-08-18 10:19:44.840,2.059,TCP,180.9.115.66,12656,147.32.86.165,12114,_FSPA,0,8,673,1,Background
2011-08-18 10:19:44.849,0.043,TCP,147.32.84.59,2852,95.172.94.54,80,,_FSPA,0,3,463,Background
2011-08-18 10:19:44.877,0.000,UDP,151.26.105.7,46733,147.32.84.229,13363,INT,0,1,177,1,Background
2011-08-18 10:19:44.878,0.000,UDP,147.32.84.229,13363,151.26.105.7,46733,INT,0,1,62,1,Background
2011-08-18 10:19:44.880,0.000,UDP,147.32.84.111,48922,147.229.74.152,43117,INT,0,1,175,1,Background
2011-08-18 10:19:44.890,3.202,TCP,212.39.97.9,27720,147.32.84.229,443,PA_,0,9,732,1,Background
2011-08-18 10:19:44.891,0.000,UDP,147.32.84.229,13363,216.93.133.95,43719,INT,0,1,74,1,Background
2011-08-18 10:19:44.904,0.098,TCP,147.32.86.51,52071,85.248.70.105,80,SPA_,0,18,1827,1,Background
2011-08-18 10:19:44.907,4.922,UDP,147.32.84.68,51454,147.32.8.206,60214,INT,0,2,130,1,Background
2011-08-18 10:19:44.908,4.922,UDP,147.32.8.206,60214,147.32.84.68,51454,INT,0,2,126,1,Background
2011-08-18 10:19:44.914,0.088,TCP,85.248.70.105,80,147.32.86.51,52071,SPA_,0,50,72454,1,Background
2011-08-18 10:19:44.914,0.000,UDP,92.62.224.13,55982,147.32.84.229,13363,INT,0,1,172,1,Background
2011-08-18 10:19:44.915,0.000,UDP,147.32.84.229,13363,92.62.224.13,55982,INT,0,1,62,1,Background
2011-08-18 10:19:44.921,0.000,UDP,138.37.172.187,27758,147.32.84.229,13363,INT,0,1,192,1,Background
2011-08-18 10:19:44.922,0.000,UDP,147.32.84.229,13363,138.37.172.187,27758,INT,0,1,74,1,Background
2011-08-18 10:19:44.924,0.000,UDP,178.40.199.74,59645,147.32.84.229,13363,INT,0,1,69,1,Background
2011-08-18 10:19:44.925,0.000,UDP,147.32.84.229,13363,178.40.199.74,59645,INT,0,1,60,1,Background
2011-08-18 10:19:44.929,3.534,TCP,74.125.39.125,5222,147.32.84.216,46686,PA_,0,2,510,1,Background
2011-08-18 10:19:44.929,3.534,TCP,147.32.84.216,46686,74.125.39.125,5222,A_,0,2,132,1,LEGITIMATE
2011-08-18 10:19:44.947,0.000,TCP,147.32.84.59,51035,195.113.232.97,80,A_,0,1,60,1,Background
2011-08-18 10:19:44.947,0.000,TCP,147.32.84.59,51164,195.113.232.89,80,A_,0,1,60,1,Background
2011-08-18 10:19:44.947,0.000,TCP,195.113.232.97,80,147.32.84.59,51035,A_,0,1,66,1,Background
2011-08-18 10:19:44.947,0.000,TCP,195.113.232.89,80,147.32.84.59,51164,A_,0,1,66,1,Background
2011-08-18 10:19:44.952,0.000,TCP,147.32.85.60,60690,147.32.80.13,80,,A_,0,1,66,LEGITIMATE
2011-08-18 10:19:44.952,0.000,TCP,147.32.80.13,80,,0,->,147.32.85.60:60690,A_,0,66,LEGITIMATE
2011-08-18 10:19:44.963,0.000,UDP,78.90.114.156,51283,147.32.84.229,13363,INT,0,1,531,1,Background
