Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Device,Attack Name,Label,Attack_Type
192.168.137.5-192.168.137.249-63848-80-6,192.168.137.5,63848,192.168.137.249,80,6,29/11/21 14:44,10823,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,184.7916474,10823.0,0.0,10823.0,10823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,92.39582371,92.39582371,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63849-80-6,192.168.137.5,63849,192.168.137.249,80,6,29/11/21 14:44,10666,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,187.5117195,10666.0,0.0,10666.0,10666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,93.75585974,93.75585974,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63850-80-6,192.168.137.5,63850,192.168.137.249,80,6,29/11/21 14:44,11023,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181.4388098,11023.0,0.0,11023.0,11023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,90.71940488,90.71940488,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63851-80-6,192.168.137.5,63851,192.168.137.249,80,6,29/11/21 14:44,10930,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,182.9826167,10930.0,0.0,10930.0,10930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,91.49130833,91.49130833,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63852-80-6,192.168.137.5,63852,192.168.137.249,80,6,29/11/21 14:44,10787,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,185.4083619,10787.0,0.0,10787.0,10787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,92.70418096,92.70418096,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63853-80-6,192.168.137.5,63853,192.168.137.249,80,6,29/11/21 14:44,11201,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,178.5554861,11201.0,0.0,11201.0,11201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,89.27774306,89.27774306,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63854-80-6,192.168.137.5,63854,192.168.137.249,80,6,29/11/21 14:44,11754,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,170.1548409,11754.0,0.0,11754.0,11754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,85.07742045,85.07742045,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63855-80-6,192.168.137.5,63855,192.168.137.249,80,6,29/11/21 14:44,12642,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,158.202816,12642.0,0.0,12642.0,12642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,79.10140801,79.10140801,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63856-80-6,192.168.137.5,63856,192.168.137.249,80,6,29/11/21 14:44,5861,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,341.2386965,5861.0,0.0,5861.0,5861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,170.6193482,170.6193482,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63857-80-6,192.168.137.5,63857,192.168.137.249,80,6,29/11/21 14:44,6080,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,328.9473684,6080.0,0.0,6080.0,6080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,164.4736842,164.4736842,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63858-80-6,192.168.137.5,63858,192.168.137.249,80,6,29/11/21 14:44,5252,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,380.8073115,5252.0,0.0,5252.0,5252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,190.4036558,190.4036558,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63859-80-6,192.168.137.5,63859,192.168.137.249,80,6,29/11/21 14:44,4830,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,414.0786749,4830.0,0.0,4830.0,4830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,207.0393375,207.0393375,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63860-80-6,192.168.137.5,63860,192.168.137.249,80,6,29/11/21 14:44,4714,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,424.2681375,4714.0,0.0,4714.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,212.1340687,212.1340687,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63861-80-6,192.168.137.5,63861,192.168.137.249,80,6,29/11/21 14:44,4600,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,434.7826087,4600.0,0.0,4600.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,217.3913043,217.3913043,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63862-80-6,192.168.137.5,63862,192.168.137.249,80,6,29/11/21 14:44,8314,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,240.5580948,8314.0,0.0,8314.0,8314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,120.2790474,120.2790474,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63863-80-6,192.168.137.5,63863,192.168.137.249,80,6,29/11/21 14:44,8885,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,225.0984806,8885.0,0.0,8885.0,8885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,112.5492403,112.5492403,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63864-80-6,192.168.137.5,63864,192.168.137.249,80,6,29/11/21 14:44,8743,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,228.7544321,8743.0,0.0,8743.0,8743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,114.3772161,114.3772161,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63865-80-6,192.168.137.5,63865,192.168.137.249,80,6,29/11/21 14:44,29822,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,67.06458319,29822.0,0.0,29822.0,29822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,33.5322916,33.5322916,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63866-80-6,192.168.137.5,63866,192.168.137.249,80,6,29/11/21 14:44,29230,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.42285323,29230.0,0.0,29230.0,29230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,34.21142662,34.21142662,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63867-80-6,192.168.137.5,63867,192.168.137.249,80,6,29/11/21 14:44,29054,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.83733737,29054.0,0.0,29054.0,29054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,34.41866869,34.41866869,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63868-80-6,192.168.137.5,63868,192.168.137.249,80,6,29/11/21 14:44,4365,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,458.1901489,4365.0,0.0,4365.0,4365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,229.0950745,229.0950745,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63869-80-6,192.168.137.5,63869,192.168.137.249,80,6,29/11/21 14:44,8331,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,240.0672188,8331.0,0.0,8331.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,120.0336094,120.0336094,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63870-80-6,192.168.137.5,63870,192.168.137.249,80,6,29/11/21 14:44,8631,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,231.7228595,8631.0,0.0,8631.0,8631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,115.8614297,115.8614297,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63871-80-6,192.168.137.5,63871,192.168.137.249,80,6,29/11/21 14:44,3808,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,525.210084,3808.0,0.0,3808.0,3808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,262.605042,262.605042,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63872-80-6,192.168.137.5,63872,192.168.137.249,80,6,29/11/21 14:44,4619,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,432.9941546,4619.0,0.0,4619.0,4619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,216.4970773,216.4970773,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63873-80-6,192.168.137.5,63873,192.168.137.249,80,6,29/11/21 14:44,11140,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,179.5332136,11140.0,0.0,11140.0,11140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,89.76660682,89.76660682,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63874-80-6,192.168.137.5,63874,192.168.137.249,80,6,29/11/21 14:44,10608,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,188.5369532,10608.0,0.0,10608.0,10608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,94.26847662,94.26847662,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63875-80-6,192.168.137.5,63875,192.168.137.249,80,6,29/11/21 14:44,7088,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,282.1670429,7088.0,0.0,7088.0,7088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,141.0835214,141.0835214,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63876-80-6,192.168.137.5,63876,192.168.137.249,80,6,29/11/21 14:44,3495,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,572.2460658,3495.0,0.0,3495.0,3495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,286.1230329,286.1230329,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63877-80-6,192.168.137.5,63877,192.168.137.249,80,6,29/11/21 14:44,9695,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,206.291903,9695.0,0.0,9695.0,9695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,103.1459515,103.1459515,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63878-80-6,192.168.137.5,63878,192.168.137.249,80,6,29/11/21 14:44,9079,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,220.288578,9079.0,0.0,9079.0,9079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,110.144289,110.144289,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63879-80-6,192.168.137.5,63879,192.168.137.249,80,6,29/11/21 14:44,6085,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,328.6770748,6085.0,0.0,6085.0,6085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,164.3385374,164.3385374,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63880-80-6,192.168.137.5,63880,192.168.137.249,80,6,29/11/21 14:44,10101,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,198.000198,10101.0,0.0,10101.0,10101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,99.000099,99.000099,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63881-80-6,192.168.137.5,63881,192.168.137.249,80,6,29/11/21 14:44,10657,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,187.670076,10657.0,0.0,10657.0,10657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,93.835038,93.835038,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63882-80-6,192.168.137.5,63882,192.168.137.249,80,6,29/11/21 14:44,10569,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,189.2326616,10569.0,0.0,10569.0,10569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,94.61633078,94.61633078,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63883-80-6,192.168.137.5,63883,192.168.137.249,80,6,29/11/21 14:44,3122,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,640.6149904,3122.0,0.0,3122.0,3122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,320.3074952,320.3074952,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63884-80-6,192.168.137.5,63884,192.168.137.249,80,6,29/11/21 14:44,3213,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,622.4712107,3213.0,0.0,3213.0,3213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,311.2356054,311.2356054,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63885-80-6,192.168.137.5,63885,192.168.137.249,80,6,29/11/21 14:44,3625,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,551.7241379,3625.0,0.0,3625.0,3625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,275.862069,275.862069,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63886-80-6,192.168.137.5,63886,192.168.137.249,80,6,29/11/21 14:44,29024,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.90848953,29024.0,0.0,29024.0,29024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,34.45424476,34.45424476,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
192.168.137.5-192.168.137.249-63887-80-6,192.168.137.5,63887,192.168.137.249,80,6,29/11/21 14:44,28058,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.2809181,28058.0,0.0,28058.0,28058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,35.64045905,35.64045905,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ArloQ Camera,DoS TCP Flood,1,DoS_TCP_Flood
