Unnamed: 0,Seq,Dur,RunTime,Mean,Sum,Min,Max,Proto,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,SrcGap,DstGap,Rate,SrcRate,DstRate,State,SrcWin,DstWin,sVid,dVid,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,Label,Attack Tool
562332,40660,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,6125332,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
477102,79184,2.572837,2.572837,2.572837,2.572837,2.572837,2.572837,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,36140460,42.0,0.0,130.595139,130.595139,0.0,0,0,0,0.0,,,0.388676,0.388676,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
391639,88770,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,28937688,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
372161,126304,2.580733,2.580733,2.580733,2.580733,2.580733,2.580733,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,27296428,42.0,0.0,130.195572,130.195572,0.0,0,0,0,0.0,,,0.387487,0.387487,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
380283,68971,2.574974,2.574974,2.574974,2.574974,2.574974,2.574974,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,27981064,42.0,0.0,130.486755,130.486755,0.0,0,0,0,0.0,,,0.388353,0.388353,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
44405,8055,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,1461348,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
541452,20997,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3170004,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
341664,123882,2.567821,2.567821,2.567821,2.567821,2.567821,2.567821,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,24724648,42.0,0.0,130.850235,130.850235,0.0,0,0,0,0.0,,,0.389435,0.389435,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
477275,112803,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,36155068,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
643128,26437,0.079894,0.079894,0.079894,0.079894,0.079894,0.079894,icmp,0.0,0.0,cs0,cs0,58.0,64.0,6.0,0.0,Start,2,1,1,196,98,98,15952372,98.0,98.0,0.0,0.0,0.0,0,0,0,0.0,,,12.516584,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
336021,1189,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,267592,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
271700,107847,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,18819036,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
47418,11879,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,1833020,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
681219,16551,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3654900,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
407194,74752,2.574887,2.574887,2.574887,2.574887,2.574887,2.574887,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,30250256,42.0,0.0,130.491165,130.491165,0.0,0,0,0,0.0,,,0.388367,0.388367,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
679440,14892,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,64,64,0,3402976,64.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
507705,93834,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,38648796,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
348850,333,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,70180,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
686165,21317,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,4345560,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
320963,82147,2.577035,2.577035,2.577035,2.577035,2.577035,2.577035,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,22980100,42.0,0.0,130.382401,130.382401,0.0,0,0,0,0.0,,,0.388043,0.388043,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
16038,22,0.051102,0.051102,0.051102,0.051102,0.051102,0.051102,udp,0.0,0.0,cs0,cs0,64.0,117.0,0.0,11.0,Status,4,2,2,438,300,138,451436,150.0,69.0,34284.37109,23482.44727,10801.92578,0,0,0,0.0,,,58.706116,19.568705,19.568705,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
258495,94642,2.719681,2.719681,2.719681,2.719681,2.719681,2.719681,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,17710080,42.0,0.0,123.5439,123.5439,0.0,0,0,0,0.0,,,0.36769,0.36769,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
563290,41249,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,6227832,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
661907,1714,0.155701,0.155701,0.155701,0.155701,0.155701,0.155701,udp,0.0,0.0,cs0,cs0,64.0,53.0,0.0,11.0,Start,21,11,10,6858,2514,4344,749424,228.545456,434.399994,318353.7813,117455.8984,200897.875,0,0,0,0.0,,,128.451324,64.225662,57.803097,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
377452,103661,2.578818,2.578818,2.578818,2.578818,2.578818,2.578818,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,27741152,42.0,0.0,130.292252,130.292252,0.0,0,0,0,0.0,,,0.387775,0.387775,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
463446,94582,2.57924,2.57924,2.57924,2.57924,2.57924,2.57924,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,34985052,42.0,0.0,130.270935,130.270935,0.0,0,0,0,0.0,,,0.387711,0.387711,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
687239,22346,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,4494808,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
552235,31421,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,4763904,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
426746,129142,2.579737,2.579737,2.579737,2.579737,2.579737,2.579737,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,31895424,42.0,0.0,130.245834,130.245834,0.0,0,0,0,0.0,,,0.387636,0.387636,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
427725,71164,2.581916,2.581916,2.581916,2.581916,2.581916,2.581916,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,31978560,42.0,0.0,130.13591,130.13591,0.0,0,0,0,0.0,,,0.387309,0.387309,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
505246,115974,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,38451964,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
300832,88513,2.58996,2.58996,2.58996,2.58996,2.58996,2.58996,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,21280924,42.0,0.0,129.731735,129.731735,0.0,0,0,0,0.0,,,0.386106,0.386106,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
307242,127128,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,21820652,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
354895,102524,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,25838632,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
50811,15188,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2311716,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
464703,97145,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,35091860,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
349942,94371,2.574983,2.574983,2.574983,2.574983,2.574983,2.574983,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,25421336,42.0,0.0,130.486298,130.486298,0.0,0,0,0,0.0,,,0.388352,0.388352,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
299625,124987,2.593914,2.593914,2.593914,2.593914,2.593914,2.593914,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,21179204,42.0,0.0,129.533981,129.533981,0.0,0,0,0,0.0,,,0.385518,0.385518,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
297278,124331,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,20980684,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
540999,20554,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3103724,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
669924,5766,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2062000,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
544032,23513,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3549548,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
514443,134691,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,39205204,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
462362,132233,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,34894044,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
413680,31238,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,12326352,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
256611,92761,2.732873,2.732873,2.732873,2.732873,2.732873,2.732873,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,17551940,42.0,0.0,122.94754,122.94754,0.0,0,0,0,0.0,,,0.365915,0.365915,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
646358,27959,3.040015,3.040015,3.040015,3.040015,3.040015,3.040015,tcp,0.0,,cs0,,64.0,,0.0,,Start,3,3,0,222,222,0,16483684,74.0,0.0,389.471771,389.471771,0.0,2,2,0,40.0,0.0,0.0,0.657892,0.657892,0.0,REQ,33553920.0,,,,1965530007.0,,0.0,0.0,0.0,Benign,Benign
288389,123056,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,20229276,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
524277,4173,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,660256,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
239509,75661,2.846971,2.846971,2.846971,2.846971,2.846971,2.846971,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,16110340,42.0,0.0,118.020164,118.020164,0.0,0,0,0,0.0,,,0.35125,0.35125,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
433836,83619,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,32492448,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
684475,19698,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,4110008,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
420019,98736,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,31328688,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
428188,111228,2.577328,2.577328,2.577328,2.577328,2.577328,2.577328,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,32017240,42.0,0.0,130.367569,130.367569,0.0,0,0,0,0.0,,,0.387999,0.387999,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
450732,110888,2.579072,2.579072,2.579072,2.579072,2.579072,2.579072,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,33914952,42.0,0.0,130.279419,130.279419,0.0,0,0,0,0.0,,,0.387736,0.387736,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
370217,130155,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,27133204,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
335831,999,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,240992,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
367206,84399,2.576033,2.576033,2.576033,2.576033,2.576033,2.576033,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,26879668,42.0,0.0,130.433105,130.433105,0.0,0,0,0,0.0,,,0.388194,0.388194,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
327003,94145,2.574638,2.574638,2.574638,2.574638,2.574638,2.574638,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,23488256,42.0,0.0,130.503784,130.503784,0.0,0,0,0,0.0,,,0.388404,0.388404,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
646721,28107,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,,cs0,,64.0,,0.0,,Status,1,1,0,74,74,0,16540872,74.0,0.0,0.0,0.0,0.0,1,1,0,50.0,0.0,0.0,0.0,0.0,0.0,REQ,33553920.0,,,,3380099126.0,,0.0,0.0,0.0,Benign,Benign
461065,116249,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,34785196,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
473485,71527,2.578208,2.578208,2.578208,2.578208,2.578208,2.578208,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,35835980,42.0,0.0,130.323074,130.323074,0.0,0,0,0,0.0,,,0.387866,0.387866,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
335947,1115,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,257232,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
385700,77446,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,28438088,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
434120,39809,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,16236104,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
11662,83,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,14980,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
516459,9,4.949617,4.949617,4.949617,4.949617,4.949617,4.949617,udp,0.0,0.0,cs0,cs0,117.0,64.0,11.0,0.0,Status,181,170,11,234360,230431,3929,39410748,1355.47644,357.181824,376025.875,370252.5,5773.375977,0,0,0,0.0,,,36.366451,34.144058,2.020358,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
529773,9642,0.039989,0.039989,0.039989,0.039989,0.039989,0.039989,udp,0.0,0.0,cs0,cs0,64.0,62.0,0.0,2.0,Start,2,1,1,239,89,150,1443796,89.0,150.0,0.0,0.0,0.0,0,0,0,0.0,,,25.006878,0.0,0.0,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
265355,101502,2.640707,2.640707,2.640707,2.640707,2.640707,2.640707,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,18285620,42.0,0.0,127.238655,127.238655,0.0,0,0,0,0.0,,,0.378686,0.378686,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
435069,40687,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,16372168,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
25809,24,4.993853,4.993853,4.993853,4.993853,4.993853,4.993853,udp,0.0,0.0,cs0,cs0,64.0,117.0,0.0,11.0,Status,142,13,129,173784,4394,169390,243688,338.0,1313.10083,275751.8125,6497.587891,269254.2188,0,0,0,0.0,,,28.234711,2.402954,25.631512,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
725036,12622,0.037105,0.037105,0.037105,0.037105,0.037105,0.037105,icmp,0.0,0.0,cs0,cs0,58.0,64.0,6.0,0.0,Start,2,1,1,196,98,98,7015388,98.0,98.0,0.0,0.0,0.0,0,0,0,0.0,,,26.950544,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
49497,23,0.05302,0.05302,0.05302,0.05302,0.05302,0.05302,udp,0.0,0.0,cs0,cs0,64.0,117.0,0.0,11.0,Status,5,3,2,669,530,139,172048,176.666672,69.5,63975.85938,53413.80469,10562.05176,0,0,0,0.0,,,75.44323,37.721615,18.860807,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
333512,107490,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,24034824,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
483236,89841,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,36658196,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
307921,98955,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,21878164,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
454079,5572,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2116652,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
52576,13,4.943888,4.943888,4.943888,4.943888,4.943888,4.943888,udp,0.0,0.0,cs0,cs0,117.0,64.0,11.0,0.0,Status,136,117,19,158301,153174,5127,136844,1309.179443,269.842102,253602.8281,245741.7969,7861.019043,0,0,0,0.0,,,27.306442,23.463314,3.640859,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
310447,127885,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,22091684,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
480044,84663,2.576094,2.576094,2.576094,2.576094,2.576094,2.576094,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,36388708,42.0,0.0,130.430023,130.430023,0.0,0,0,0,0.0,,,0.388185,0.388185,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
655813,36944,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,17835232,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
477349,79746,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,36161268,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
379153,106968,2.576629,2.576629,2.576629,2.576629,2.576629,2.576629,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,27884872,42.0,0.0,130.402939,130.402939,0.0,0,0,0,0.0,,,0.388104,0.388104,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
359836,122985,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,26256468,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
557500,36469,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,5490904,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
430630,77151,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,32223476,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
285821,121762,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,20009908,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
240186,76336,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,16167332,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
339821,76720,2.574724,2.574724,2.574724,2.574724,2.574724,2.574724,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,24570104,42.0,0.0,130.49942,130.49942,0.0,0,0,0,0.0,,,0.388391,0.388391,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
237514,73667,2.85699,2.85699,2.85699,2.85699,2.85699,2.85699,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,15940172,42.0,0.0,117.606285,117.606285,0.0,0,0,0,0.0,,,0.350019,0.350019,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
