Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label,Attack_Type
10.0.0.14-10.0.0.254-36273-1883-6,10.0.0.14,36273,10.0.0.254,1883,6,14/09/2023 01:07:59 PM,118002584,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.114482167574768,2.0,0.0,0.0909090909090909,0.4214141098829709,7.525258938397485,0.7457463812826336,1356351.5402298851,1476354.02105249,3003169.0,13.0,118002529.0,2744244.860465116,758508.4920019835,3003185.0,1099.0,118002571.0,2744245.8372093025,753595.4435157572,3003189.0,46.0,1,0,0,0,1408,1408,0.3728731906413168,0.3728731906413168,0.0,22.0,9.999999999999996,10.912878130489185,119.09090909090912,0,0,0,44,88,0,0,0,1.0,10.113636363636363,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
10.0.0.10-10.0.0.254-34369-1883-6,10.0.0.10,34369,10.0.0.254,1883,6,14/09/2023 01:07:59 PM,61041085,6,6,31.0,4.0,14.0,0.0,5.166666666666667,6.5243135015621885,2.0,0.0,0.6666666666666667,1.0327955589886444,0.5733843033753414,0.1965889040144027,5549189.545454545,17718329.523557253,58958672.0,10.0,60998838.0,12199767.6,26166434.375683885,58999226.0,769.0,61041075.0,12208215.0,26139487.330074284,58958686.0,60.0,1,0,0,0,192,192,0.0982944520072013,0.0982944520072013,0.0,14.0,2.846153846153846,4.827804087542525,23.30769230769231,0,0,0,6,12,0,0,0,1.0,3.083333333333333,5.166666666666667,0.6666666666666666,0,0,0,0,0,0,6,31,6,4,502,64,3,32,1040846.0,0.0,1040846.0,1040846.0,58958672.0,0.0,58958672.0,58958672.0,Benign Traffic,0,Benign Traffic
54.172.60.178-192.168.137.234-3478-42226-6,54.172.60.178,3478,192.168.137.234,42226,6,14/09/2023 01:08:10 PM,61473033,2,0,76.0,0.0,76.0,0.0,38.0,53.74011537017761,0.0,0.0,0.0,0.0,1.236314466540149,0.0325345912247407,61473033.0,0.0,61473033.0,61473033.0,61473033.0,61473033.0,0.0,61473033.0,61473033.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,0.0325345912247407,0.0,0.0,76.0,50.66666666666667,43.878620458411554,1925.3333333333333,0,0,0,1,2,0,0,0,0.0,76.0,38.0,0.0,0,0,0,0,0,0,2,76,0,0,86,0,0,32,0.0,0.0,0.0,0.0,61473033.0,0.0,61473033.0,61473033.0,Benign Traffic,0,Benign Traffic
54.172.60.178-192.168.137.234-443-39824-6,54.172.60.178,443,192.168.137.234,39824,6,14/09/2023 01:08:10 PM,61467107,2,0,76.0,0.0,76.0,0.0,38.0,53.74011537017761,0.0,0.0,0.0,0.0,1.2364336587371845,0.0325377278615048,61467107.0,0.0,61467107.0,61467107.0,61467107.0,61467107.0,0.0,61467107.0,61467107.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,0.0325377278615048,0.0,0.0,76.0,50.66666666666667,43.878620458411554,1925.3333333333333,0,0,0,1,2,0,0,0,0.0,76.0,38.0,0.0,0,0,0,0,0,0,2,76,0,0,86,0,0,32,0.0,0.0,0.0,0.0,61467107.0,0.0,61467107.0,61467107.0,Benign Traffic,0,Benign Traffic
10.0.0.2-10.0.0.254-39485-1883-6,10.0.0.2,39485,10.0.0.254,1883,6,14/09/2023 01:08:12 PM,119999610,35,35,686.0,4.0,22.0,0.0,19.6,6.7875318220465175,2.0,0.0,0.1142857142857142,0.4710082159536055,5.750018687560734,0.5833352291728281,1739124.7826086956,1950327.2934475176,4005856.0,13.0,119999524.0,3529397.764705883,1161130.3246922034,4005869.0,2703.0,119999592.0,3529399.764705883,1154845.4842534869,4005895.0,75.0,1,0,0,0,1120,1120,0.291667614586414,0.291667614586414,0.0,22.0,10.028169014084504,10.930915307362897,119.48490945674048,0,0,0,35,70,0,0,0,1.0,10.17142857142857,19.6,0.1142857142857142,0,0,0,0,0,0,1,22,1,0,502,64,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
47.254.41.205-192.168.137.172-1883-56587-6,47.254.41.205,1883,192.168.137.172,56587,6,14/09/2023 01:07:58 PM,88703279,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2367443485375552,4435163.949999998,4389922.594150985,14151084.0,1778.0,88703279.0,4435163.949999998,4389922.594150985,14151084.0,1778.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,420,0,0.2367443485375552,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,55744,0,0,20,3545017.833333333,4000590.525354397,9433890.0,157570.0,9348331.714285713,3597117.2529481486,14151084.0,5314687.0,Benign Traffic,0,Benign Traffic
74.125.69.206-192.168.137.234-443-33652-6,74.125.69.206,443,192.168.137.234,33652,6,14/09/2023 01:08:16 PM,119911408,11,0,96.0,0.0,24.0,0.0,8.727272727272727,12.108599498628312,0.0,0.0,0.0,0.0,0.8005910496856146,0.09173439110981,11991140.800000004,4914855.522357969,15087631.0,4853950.0,119911408.0,11991140.800000004,4914855.522357969,15087631.0,4853950.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,352,0,0.09173439110981,0.0,0.0,24.0,7.999999999999999,11.816783134015942,139.63636363636363,0,0,0,4,11,0,0,0,0.0,8.727272727272727,8.727272727272727,0.0,0,0,0,0,0,0,1,9,0,0,320,0,4,32,4869050.666666667,17896.30378970287,4888818.0,4853950.0,15043465.142857142,45298.70405588727,15087631.0,14945483.0,Benign Traffic,0,Benign Traffic
52.40.210.103-192.168.137.40-18665-60378-6,52.40.210.103,18665,192.168.137.40,60378,6,14/09/2023 01:08:39 PM,90182439,4,0,776.0,0.0,194.0,194.0,194.0,0.0,0.0,0.0,0.0,0.0,8.604779473750982,0.0443545333698504,30060813.0,24162.84890074016,30088271.0,30042796.0,90182439.0,30060813.0,24162.84890074016,30088271.0,30042796.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,128,0,0.0443545333698504,0.0,194.0,194.0,194.0,0.0,0.0,0,0,0,4,4,0,0,0,0.0,242.5,194.0,0.0,0,0,0,0,0,0,1,258,0,0,850,0,3,32,0.0,0.0,0.0,0.0,30060813.0,24162.84890074016,30088271.0,30042796.0,Benign Traffic,0,Benign Traffic
10.0.0.2-10.0.0.254-41473-1883-6,10.0.0.2,41473,10.0.0.254,1883,6,14/09/2023 01:08:36 PM,119996405,35,35,686.0,4.0,22.0,0.0,19.6,6.787531822046517,2.0,0.0,0.1142857142857142,0.4710082159536056,5.750172265577456,0.5833508095513361,1739078.3333333335,1950321.24797674,4006314.0,11.0,119996351.0,3529304.441176471,1161280.1185976332,4006352.0,1868.0,119996382.0,3529305.352941176,1154913.1728214629,4006340.0,56.0,1,0,0,0,1120,1120,0.291675404775668,0.291675404775668,0.0,22.0,10.028169014084506,10.930915307362891,119.48490945674038,0,0,0,35,70,0,0,0,1.0,10.17142857142857,19.6,0.1142857142857142,0,0,0,0,0,0,1,22,1,0,502,64,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
34.173.20.6-192.168.137.234-443-59150-6,34.173.20.6,443,192.168.137.234,59150,6,14/09/2023 01:09:47 PM,60101693,18,0,4135.0,0.0,1408.0,0.0,229.72222222222223,490.4605045627504,0.0,0.0,0.0,0.0,68.8000585940233,0.2994923953306939,3535393.7058823523,6531746.760674617,15048846.0,2.0,60101693.0,3535393.7058823523,6531746.760674617,15048846.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,584,0,0.2994923953306939,0.0,0.0,1408.0,217.63157894736844,479.5466853100049,229965.0233918129,1,1,1,7,18,0,0,0,0.0,229.72222222222223,229.72222222222223,0.0,0,0,0,4072,6,57635,4,1033,0,0,43648,0,8,32,217733.0,0.0,217733.0,217733.0,14958165.75,179926.21701941203,15048846.0,14688280.0,Benign Traffic,0,Benign Traffic
18.213.53.246-192.168.137.127-443-37828-6,18.213.53.246,443,192.168.137.127,37828,6,14/09/2023 01:08:46 PM,103856438,15,0,276.0,0.0,69.0,0.0,18.4,31.58390186697737,0.0,0.0,0.0,0.0,2.6575145972173626,0.1444301411531175,7418317.0,8025600.900612931,20481598.0,13103.0,103856438.0,7418317.0,8025600.900612931,20481598.0,13103.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,300,0,0.1444301411531175,0.0,0.0,69.0,17.25,30.857738089497097,952.2,0,0,0,4,15,0,0,0,0.0,18.4,18.4,0.0,0,0,0,0,0,0,1,30,0,0,49312,0,4,20,1067875.3333333333,1422937.9524850454,2690159.0,31125.0,14171048.857142856,5666005.467875566,20481598.0,6832194.0,Benign Traffic,0,Benign Traffic
10.0.0.7-10.0.0.254-45727-1883-6,10.0.0.7,45727,10.0.0.254,1883,6,14/09/2023 01:08:55 PM,119993835,123,123,5409.0,4.0,47.0,0.0,43.97560975609754,5.7008245228128205,2.0,0.0,0.032520325203252,0.2539833268567148,45.11065089302296,2.0501053241610285,489770.755102041,500142.2834355524,1014476.0,10.0,119993767.0,983555.4672131152,127187.42845096756,1014506.0,2587.0,119993754.0,983555.360655738,127744.03761733048,1043881.0,63.0,1,0,0,0,3936,3936,1.0250526620805145,1.0250526620805145,0.0,47.0,22.09716599190284,22.38390718527128,501.0393008788389,0,0,0,123,246,0,0,0,1.0,22.1869918699187,43.97560975609756,0.032520325203252,0,0,0,158,4,63,2,93,2,0,502,64,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
10.0.0.12-10.0.0.254-46693-1883-6,10.0.0.12,46693,10.0.0.254,1883,6,14/09/2023 01:08:55 PM,119993945,123,123,2303.0,4.0,21.0,0.0,18.72357723577236,2.43034374215898,2.0,0.0,0.032520325203252,0.2539833268567148,19.22597011040849,2.0501034448029856,489771.2040816327,500159.6692706739,1013393.0,10.0,119993922.0,983556.737704918,127139.87657315886,1013412.0,3041.0,119993924.0,983556.7540983604,127726.72504452696,1044537.0,52.0,1,0,0,0,3936,3936,1.0250517224014928,1.0250517224014928,0.0,21.0,9.417004048582994,9.522341846406322,90.67499423982096,0,0,0,123,246,0,0,0,1.0,9.455284552845528,18.72357723577236,0.032520325203252,0,0,0,61,4,30,2,38,2,0,502,64,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
10.0.0.6-10.0.0.254-38889-1883-6,10.0.0.6,38889,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119997411,17,18,181.0,6.0,15.0,0.0,10.647058823529411,6.323973992579629,2.0,0.0,0.3333333333333333,0.7669649888473704,1.5583669551003896,0.2916729595107681,3529335.61764706,4731562.342207064,10006576.0,15.0,119996429.0,7499776.8125,4195058.194140946,10006597.0,1856.0,119997340.0,7058667.058823529,4440325.103167102,10006663.0,61.0,1,0,0,0,544,576,0.1416697231909445,0.1500032363198236,0.0,15.0,5.25,6.74166151627327,45.45000000000001,0,0,0,18,35,0,0,0,1.0,5.4,10.647058823529411,0.3333333333333333,0,0,0,0,0,0,1,13,1,0,502,64,14,32,173329.25,404716.20929848094,1045596.0,18.0,9826373.166666668,384052.1366147224,10006576.0,8999022.0,Benign Traffic,0,Benign Traffic
10.0.0.13-10.0.0.254-36037-1883-6,10.0.0.13,36037,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119997253,6,5,25.0,6.0,19.0,0.0,4.166666666666666,7.332575718440736,2.0,0.0,1.2,1.095445115010332,0.258339247149266,0.0916687651174814,11999725.3,25027802.22126984,60010688.0,24.0,119996155.0,23999231.0,32413483.42874347,60010688.0,2831.0,119996857.0,29999214.25,34049159.08097061,60013222.0,1074.0,1,0,0,0,192,160,0.0500011446095353,0.0416676205079461,0.0,19.0,2.75,5.2070756057153975,27.11363636363637,0,0,0,7,11,0,0,0,0.0,3.0,4.166666666666667,1.2,0,0,0,0,0,0,3,12,2,3,502,64,3,32,517350.0,727639.7478986424,1031869.0,2831.0,59480727.5,749477.3266220266,60010688.0,58950767.0,Benign Traffic,0,Benign Traffic
34.66.16.188-192.168.137.234-443-33262-6,34.66.16.188,443,192.168.137.234,33262,6,14/09/2023 01:08:59 PM,90227688,5,0,656.0,0.0,164.0,0.0,131.2,73.3430296619931,0.0,0.0,0.0,0.0,7.270495504661496,0.0554153620782126,22556922.0,15028650.471594136,30075990.0,13948.0,90227688.0,22556922.0,15028650.471594136,30075990.0,13948.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,160,0,0.0554153620782126,0.0,0.0,164.0,136.66666666666666,66.95271963607352,4482.666666666666,0,0,0,4,5,0,0,0,0.0,164.0,131.2,0.0,0,0,0,0,0,0,1,218,0,0,3106,0,3,32,13948.0,0.0,13948.0,13948.0,30071246.666666668,7163.767816821908,30075990.0,30063006.0,Benign Traffic,0,Benign Traffic
10.0.0.3-10.0.0.254-44505-1883-6,10.0.0.3,44505,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119999599,124,124,2164.0,6.0,20.0,0.0,17.451612903225808,2.803467187555808,2.0,0.0,0.0483870967741935,0.3085459923992679,18.08339376200749,2.066673572800856,485828.3360323886,500011.52858986025,1009758.0,34.0,119999599.0,975606.4959349594,154540.769583197,1009797.0,1512.0,119997512.0,975589.5284552844,155046.62232216966,1046058.0,135.0,1,0,0,0,3968,3968,1.033336786400428,1.033336786400428,0.0,20.0,8.795180722891569,8.953858921389315,80.17158958414305,0,0,0,124,248,0,0,0,1.0,8.830645161290322,17.451612903225808,0.0483870967741935,0,0,0,86,5,23,2,38,2,0,502,64,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
10.0.0.12-10.0.0.254-37281-1883-6,10.0.0.12,37281,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119996249,123,122,2284.0,4.0,21.0,0.0,18.56910569105691,2.958957782880484,2.0,0.0,0.0327868852459016,0.2550134084793733,19.067262677519192,2.0417304877588296,491787.9057377048,500191.6023382263,1015081.0,12.0,119996249.0,983575.8114754098,127208.27779287905,1015104.0,2632.0,118948953.0,983049.1983471074,128169.08008782902,1027891.0,43.0,0,0,0,0,3936,3904,1.0250320407932083,1.0166984469656213,0.0,21.0,9.300813008130085,9.52070564984622,90.64383607101372,0,0,0,122,245,0,0,0,0.0,9.338775510204082,18.56910569105691,0.0327868852459016,0,0,0,71,4,26,2,38,2,0,502,64,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
10.0.0.4-10.0.0.254-33557-1883-6,10.0.0.4,33557,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119998093,10,10,66.0,6.0,15.0,0.0,6.6,7.275529763071095,2.0,0.0,0.6000000000000001,0.966091783079296,0.6000095351515294,0.1666693153198692,6315689.105263159,12296859.318202384,29958033.0,13.0,119998093.0,13333121.444444444,15348825.25547186,29998242.0,1489.0,119996804.0,13332978.222222222,15329577.675977468,29958070.0,83.0,1,0,0,0,320,320,0.0833346576599346,0.0833346576599346,0.0,15.0,3.523809523809524,5.775976520200265,33.36190476190476,0,0,0,10,20,0,0,0,1.0,3.7,6.6,0.6,0,0,0,0,0,0,2,16,2,1,502,64,6,32,516783.25,596703.902709641,1041122.0,37.0,29482367.75,547368.1608846554,29958033.0,29000279.0,Benign Traffic,0,Benign Traffic
10.0.0.6-10.0.0.254-43231-1883-6,10.0.0.6,43231,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119997706,18,18,182.0,6.0,15.0,0.0,10.111111111111107,6.667646986746469,2.0,0.0,0.3333333333333333,0.7669649888473704,1.5666966166836558,0.3000057351096362,3428505.885714285,4699968.690368872,10007877.0,11.0,119997706.0,7058688.5882352935,4451744.987192917,10007958.0,1496.0,119996312.0,7058606.5882352935,4441563.535342187,10007930.0,64.0,1,0,0,0,576,576,0.1500028675548181,0.1500028675548181,0.0,15.0,5.135135135135135,6.741917639177555,45.453453453453456,0,0,0,18,36,0,0,0,1.0,5.277777777777778,10.11111111111111,0.3333333333333333,0,0,0,0,0,0,1,15,1,0,502,64,14,32,172469.5,402692.8190385096,1042142.0,11.0,9827214.666666666,381973.5269328427,10007877.0,9002632.0,Benign Traffic,0,Benign Traffic
10.0.0.1-10.0.0.254-43051-1883-6,10.0.0.1,43051,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119996637,9,8,208.0,4.0,51.0,0.0,23.11111111111111,26.469059505602218,2.0,0.0,0.5,0.9258200997725514,1.7667161788875798,0.1416706369862682,7499789.8125,13113317.31864816,29958540.0,21.0,119996637.0,14999579.625,15512419.165471902,30000391.0,2762.0,118952487.0,16993212.42857143,15583356.960689118,29958561.0,74.0,0,0,0,0,288,256,0.0750021019339066,0.0666685350523615,0.0,51.0,11.77777777777778,21.5885469515001,466.06535947712416,0,0,0,8,17,0,0,0,0.0,12.470588235294118,23.11111111111111,0.5,0,0,0,0,0,0,2,52,2,1,502,64,6,32,517551.5,597616.4876331643,1041606.0,21.0,29480742.75,550066.2091284255,29958540.0,28995744.0,Benign Traffic,0,Benign Traffic
10.0.0.5-10.0.0.254-41933-1883-6,10.0.0.5,41933,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119999934,6,4,6.0,6.0,2.0,0.0,1.0,1.095445115010332,2.0,0.0,1.5,1.0,0.1000000550000302,0.0833333791666918,13333326.0,26454727.25223672,60011798.0,13.0,119999934.0,23999986.8,32858873.108914588,60011798.0,2979.0,119997177.0,39999059.0,34639888.85533484,60014488.0,365.0,1,0,0,0,192,128,0.0500000275000151,0.0333333516666767,0.0,2.0,1.2727272727272727,1.009049958219026,1.018181818181818,0,0,0,6,10,0,0,0,0.0,1.4,1.0,1.5,0,0,0,0,0,0,3,3,2,3,502,64,2,32,3015.0,50.91168824543142,3051.0,2979.0,59995076.5,23647.77208322171,60011798.0,59978355.0,Benign Traffic,0,Benign Traffic
10.0.0.10-10.0.0.254-43091-1883-6,10.0.0.10,43091,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119999517,8,6,34.0,4.0,14.0,0.0,4.25,6.08863109175031,2.0,0.0,0.6666666666666667,1.0327955589886446,0.3166679412551302,0.11666713625189,9230732.076923076,22073052.387057062,58967122.0,16.0,119999517.0,17142788.14285714,28598705.180287268,59010908.0,2851.0,118948552.0,23789710.4,32107856.07825788,58967162.0,54.0,1,0,0,0,256,192,0.06666693500108,0.05000020125081,0.0,14.0,2.6666666666666665,4.700557211144025,22.09523809523809,0,0,0,7,14,0,0,0,0.0,2.857142857142857,4.25,0.6666666666666666,0,0,0,0,0,0,2,11,2,1,64,64,4,32,1038834.5,13394.72375601677,1048306.0,1029363.0,58959067.0,11391.49024491528,58967122.0,58951012.0,Benign Traffic,0,Benign Traffic
10.0.0.5-10.0.0.254-37645-1883-6,10.0.0.5,37645,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119997952,6,4,6.0,6.0,2.0,0.0,1.0,1.095445115010332,2.0,0.0,1.5,1.0,0.1000017066957942,0.0833347555798285,13333105.777777778,26455183.786695592,60012548.0,14.0,119997952.0,23999590.4,32859769.04424516,60012548.0,1480.0,119996682.0,39998894.0,34639716.766173206,60014753.0,399.0,1,0,0,0,192,128,0.0500008533478971,0.0333339022319314,0.0,2.0,1.2727272727272727,1.009049958219026,1.018181818181818,0,0,0,6,10,0,0,0,0.0,1.4,1.0,1.5,0,0,0,0,0,0,3,3,2,3,502,64,2,32,2574.5,62.932503525602726,2619.0,2530.0,59995661.5,23881.11732101327,60012548.0,59978775.0,Benign Traffic,0,Benign Traffic
10.0.0.3-10.0.0.254-35497-1883-6,10.0.0.3,35497,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119999935,124,124,2164.0,6.0,20.0,0.0,17.451612903225808,2.797661156483898,2.0,0.0,0.0483870967741935,0.3085459923992679,18.08334312847753,2.0666677861117178,485829.6963562754,500060.1361779824,1011247.0,8.0,119999935.0,975609.2276422766,154413.36063088843,1011273.0,2661.0,119997084.0,975586.0487804876,155018.56277179733,1044831.0,83.0,1,0,0,0,3968,3968,1.0333338930558589,1.0333338930558589,0.0,20.0,8.795180722891573,8.952958201169318,80.15546055188497,0,0,0,124,248,0,0,0,1.0,8.830645161290322,17.451612903225808,0.0483870967741935,0,0,0,77,4,23,2,38,2,0,502,64,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
10.0.0.1-10.0.0.254-33515-1883-6,10.0.0.1,33515,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119997635,10,10,212.0,6.0,52.0,0.0,21.200000000000003,26.09299608025963,2.0,0.0,0.6000000000000001,0.966091783079296,1.8167024708445296,0.1666699514536265,6315665.000000001,12296711.107935308,29959815.0,14.0,119997635.0,13333070.555555556,15348272.15778036,30000458.0,1407.0,119996396.0,13332932.888888888,15329307.96752582,29959838.0,86.0,1,0,0,0,320,320,0.0833349757268132,0.0833349757268132,0.0,52.0,10.476190476190476,20.41229788049118,416.6619047619048,0,0,0,10,20,0,0,0,1.0,11.0,21.2,0.6,0,0,0,0,0,0,2,53,2,1,502,64,6,32,517050.75,597047.8175944118,1041462.0,14.0,29482006.25,549730.4296109598,29959815.0,28998444.0,Benign Traffic,0,Benign Traffic
10.0.0.7-10.0.0.254-45233-1883-6,10.0.0.7,45233,10.0.0.254,1883,6,14/09/2023 01:08:59 PM,119999948,124,124,5417.0,6.0,47.0,0.0,43.68548387096775,6.927460304327295,2.0,0.0,0.0483870967741935,0.3085459923992679,45.19168624973071,2.06666756222261,485829.7489878541,500065.2443491199,1013140.0,8.0,119999948.0,975609.3333333333,154407.72730879328,1013217.0,2973.0,119997260.0,975587.4796747968,155012.88870915395,1044520.0,83.0,1,0,0,0,3968,3968,1.033333781111305,1.033333781111305,0.0,47.0,21.96787148594378,22.41504957539217,502.4344474672888,0,0,0,124,248,0,0,0,1.0,22.056451612903224,43.685483870967744,0.0483870967741935,0,0,0,202,4,57,2,98,2,0,502,64,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign Traffic,0,Benign Traffic
74.125.202.206-192.168.137.234-8883-35406-6,74.125.202.206,8883,192.168.137.234,35406,6,14/09/2023 01:09:09 PM,60110928,2,0,62.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0314264321455826,0.0332718203917929,60110928.0,0.0,60110928.0,60110928.0,60110928.0,60110928.0,0.0,60110928.0,60110928.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,0.0332718203917929,0.0,31.0,31.0,31.0,0.0,0.0,0,0,0,2,2,0,0,0,0.0,46.5,31.0,0.0,0,0,0,0,0,0,2,62,0,0,265,0,1,32,0.0,0.0,0.0,0.0,60110928.0,0.0,60110928.0,60110928.0,Benign Traffic,0,Benign Traffic
35.161.158.54-192.168.137.241-8886-40196-6,35.161.158.54,8886,192.168.137.241,40196,6,14/09/2023 01:09:13 PM,60307646,2,0,138.0,0.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,2.2882670631846582,0.0331632907707921,60307646.0,0.0,60307646.0,60307646.0,60307646.0,60307646.0,0.0,60307646.0,60307646.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0331632907707921,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,2,2,0,0,0,0.0,103.5,69.0,0.0,0,0,0,0,0,0,2,138,0,0,65535,0,1,20,0.0,0.0,0.0,0.0,60307646.0,0.0,60307646.0,60307646.0,Benign Traffic,0,Benign Traffic
10.0.0.9-10.0.0.254-35169-1883-6,10.0.0.9,35169,10.0.0.254,1883,6,14/09/2023 01:09:15 PM,119993393,29,29,625.0,4.0,25.0,0.0,21.551724137931032,8.381894632806356,2.0,0.0,0.1379310344827586,0.5157614295551275,5.241955279987791,0.4833599463263782,2105147.2456140355,2429553.88229626,5010562.0,14.0,119993375.0,4285477.678571426,1607262.1911678128,5010597.0,2244.0,119993286.0,4285474.499999999,1599873.9403329273,5010590.0,71.0,1,0,0,0,928,928,0.2416799731631891,0.2416799731631891,0.0,25.0,11.084745762711869,12.332027458100814,152.07890122735242,0,0,0,29,58,0,0,0,1.0,11.275862068965518,21.55172413793104,0.1379310344827586,0,0,0,0,0,0,1,26,1,0,502,64,26,32,7774012.555555556,5650294.31933466,14997124.0,16.0,5003233.111111111,3220.988413687808,5010562.0,5000464.0,Benign Traffic,0,Benign Traffic
10.0.0.8-10.0.0.254-35299-1883-6,10.0.0.8,35299,10.0.0.254,1883,6,14/09/2023 01:09:20 PM,119991671,29,29,439.0,4.0,18.0,0.0,15.13793103448276,5.79238501292266,2.0,0.0,0.1379310344827586,0.5157614295551275,3.691922916883122,0.4833668830230725,2105117.03508772,2429663.138693724,5011961.0,10.0,119991659.0,4285416.392857144,1608005.2537790842,5011982.0,1413.0,119991643.0,4285415.821428573,1600331.3609859643,5012000.0,69.0,1,0,0,0,928,928,0.2416834415115362,0.2416834415115362,0.0,18.0,7.796610169491522,8.605891448378495,74.0613676212741,0,0,0,29,58,0,0,0,1.0,7.931034482758621,15.137931034482758,0.1379310344827586,0,0,0,0,0,0,1,18,1,0,502,64,26,32,6496750.2,10811346.317363726,34992607.0,12.0,5003214.899999999,3481.5390418606385,5011961.0,5000283.0,Benign Traffic,0,Benign Traffic
