Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,label,attackType,attackID,attackDescription
2017-08-02 01:46:48.726,    0.000,TCP  ,10001_213,   443,192.168.210.54, 59787,       3,     193,    1,.AP..F,  0,normal,---,---,---
2017-08-02 01:46:50.865,    0.000,UDP  ,192.168.210.45,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:47:00.824,    0.000,UDP  ,192.168.100.20,   137,192.168.100.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:47:07.998,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:07.996,    0.000,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:09.633,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:09.632,    0.001,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:13.664,    0.000,UDP  ,192.168.220.45,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:47:13.664,    0.000,UDP  ,192.168.220.45,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:47:15.910,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:15.909,    0.005,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:17.200,    0.000,TCP  ,192.168.100.11,   445,192.168.220.51, 37901,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:17.198,    0.002,TCP  ,192.168.220.51, 37901,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:17.622,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:17.621,    0.003,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:19.796,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:19.795,    0.003,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:20.771,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:20.770,    0.003,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:21.399,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:21.398,    0.004,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:24.211,    0.000,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:47:24.210,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:27.460,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:27.459,    0.003,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:27.995,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:27.993,    0.004,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:30.183,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:30.181,    0.005,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:31.114,    0.000,UDP  ,192.168.210.54,   138,192.168.210.255,   138,       1,     243,    1,......,  0,normal,---,---,---
2017-08-02 01:47:32.894,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:32.893,    0.005,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:35.943,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:35.944,    0.000,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:47:37.525,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:37.523,    0.003,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:38.863,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:38.862,    0.003,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:42.795,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:43.045,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:43.045,    0.001,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:42.794,    0.004,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:43.365,    0.000,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:47:43.365,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:51.563,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:51.562,    0.004,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:52.170,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:52.169,    0.005,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:53.708,    0.000,UDP  ,192.168.220.31,   138,192.168.220.255,   138,       2,     516,    1,......,  0,normal,---,---,---
2017-08-02 01:47:53.708,    0.000,UDP  ,192.168.220.44,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:47:58.415,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:58.416,    0.000,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:47:59.990,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:59.989,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:47:59.990,    0.000,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:47:59.990,    0.000,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:48:08.158,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:08.157,    0.005,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:09.794,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:09.794,    0.001,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:13.729,    0.000,UDP  ,192.168.220.48,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:13.730,    0.000,UDP  ,192.168.220.50,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:16.072,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:16.070,    0.004,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:17.360,    0.000,TCP  ,192.168.100.11,   445,192.168.220.51, 37901,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:17.359,    0.003,TCP  ,192.168.220.51, 37901,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:17.783,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:17.782,    0.004,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:19.957,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:19.955,    0.003,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:20.932,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:20.931,    0.002,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:21.331,    0.000,TCP  ,192.168.210.53, 49168,192.168.100.11,   445,       1,      54,    1,.A....,  0,normal,---,---,---
2017-08-02 01:48:21.557,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:21.329,    0.000,TCP  ,192.168.100.11,   445,192.168.210.53, 49168,       1,      54,    1,.A....,  0,normal,---,---,---
2017-08-02 01:48:21.556,    0.003,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:21.160,    0.000,UDP  ,192.168.210.46,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:21.160,    0.000,UDP  ,192.168.210.48,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:27.621,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:27.620,    0.002,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:28.155,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:28.154,    0.004,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:30.344,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:30.342,    0.004,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:30.917,    0.000,UDP  ,192.168.100.14,   137,192.168.100.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:33.055,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:33.054,    0.004,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:37.684,    0.002,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:37.686,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:39.023,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:39.022,    0.002,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:42.956,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:42.955,    0.002,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:43.206,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:43.205,    0.005,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:43.761,    0.000,UDP  ,192.168.220.49,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:43.762,    0.000,UDP  ,192.168.220.51,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:43.762,    0.000,UDP  ,192.168.220.44,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:48:51.724,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:51.723,    0.003,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:52.332,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:52.330,    0.003,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:48:57.646,    0.000,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:48:57.645,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:49:03.783,    0.000,UDP  ,192.168.220.46,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:49:11.212,    0.000,UDP  ,192.168.210.56,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:49:11.212,    0.000,UDP  ,192.168.210.47,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:49:11.211,    0.000,UDP  ,192.168.210.50,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:49:17.114,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:49:17.115,    0.000,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:49:23.805,    0.000,UDP  ,192.168.220.47,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:49:23.805,    0.000,UDP  ,192.168.220.43,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:49:28.946,    0.000,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:49:28.945,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:49:30.729,    0.000,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:49:30.728,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:49:43.720,    0.000,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:49:43.719,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:49:46.614,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:49:46.615,    0.000,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:49:50.874,    0.000,UDP  ,192.168.210.56,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:49:51.638,    0.308,UDP  ,192.168.210.54,  1900,10004_250,  1900,       6,    3139,    1,......,  0,normal,---,---,---
2017-08-02 01:50:00.886,    0.000,UDP  ,192.168.210.49,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:50:03.014,    0.000,UDP  ,192.168.100.20,   138,192.168.100.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:50:03.013,    0.000,UDP  ,192.168.100.14,   138,192.168.100.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:50:08.580,    0.000,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:50:08.480,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:08.579,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:08.478,    0.004,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:10.115,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:10.114,    0.004,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:16.393,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:16.392,    0.002,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:17.682,    0.000,TCP  ,192.168.100.11,   445,192.168.220.51, 37901,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:17.681,    0.004,TCP  ,192.168.220.51, 37901,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:18.105,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:18.104,    0.002,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:20.278,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:20.277,    0.005,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:21.252,    0.000,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:21.241,    0.000,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:50:21.240,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:21.253,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:21.877,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:21.876,    0.002,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:23.647,    0.000,UDP  ,DNS,    53,192.168.210.54, 52159,       1,     169,    1,......,  0,normal,---,---,---
2017-08-02 01:50:23.606,    0.000,UDP  ,192.168.210.54, 52159,DNS,    53,       1,      75,    1,......,  0,normal,---,---,---
2017-08-02 01:50:24.607,    0.000,UDP  ,DNS,    53,192.168.210.54, 59075,       1,     169,    1,......,  0,normal,---,---,---
2017-08-02 01:50:24.623,    0.063,TCP  ,10001_213,   443,192.168.210.54, 59788,       6,     930,    1,.AP.S.,  0,normal,---,---,---
2017-08-02 01:50:24.605,    0.000,UDP  ,192.168.210.54, 59075,DNS,    53,       1,      75,    1,......,  0,normal,---,---,---
2017-08-02 01:50:24.609,    0.077,TCP  ,192.168.210.54, 59788,10001_213,   443,       6,    1450,    1,.AP.S.,  0,normal,---,---,---
2017-08-02 01:50:27.947,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:27.946,    0.004,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:28.477,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:28.476,    0.001,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:30.666,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:30.664,    0.005,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:30.917,    0.000,UDP  ,192.168.210.45,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:50:30.918,    0.000,UDP  ,192.168.210.55,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 01:50:30.918,    0.000,UDP  ,192.168.210.50,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:50:33.377,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:33.376,    0.002,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:34.707,    0.000,TCP  ,10001_213,   443,192.168.210.54, 59788,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:50:34.693,    0.000,TCP  ,192.168.210.54, 59788,10001_213,   443,       1,      55,    1,.A....,  0,normal,---,---,---
2017-08-02 01:50:38.007,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:38.006,    0.004,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:39.346,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:39.344,    0.002,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:43.277,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:43.276,    0.002,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:43.528,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:43.527,    0.002,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:46.002,    0.000,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:50:46.001,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:52.047,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:52.045,    0.005,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:52.653,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:52.652,    0.002,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:50:53.817,    0.000,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 01:50:53.816,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:51:05.911,    0.000,UDP  ,192.168.220.43,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 01:51:08.641,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:51:08.639,    0.003,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:51:10.276,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:51:10.275,    0.003,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:51:16.555,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 01:51:16.553,    0.000,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
