Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Benign,44,13,12.900883,0,296.93576,2238,50.877205,13065,296.93576,0,1131,4671,49,943,1240,109,781,149,439,417,82,123,82,0.037004743,0.055756647,0.037004743,6,7,39,1.1811512,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,32,11,12.756501,0,285.06702,1514,47.321693,9124,304.13815,0,709,3141,33,752,789,81,663,123,239,322,59,85,59,0.04023529,0.05808621,0.04023529,3,4,18,1.5,5,0,7,5,11,7,13,0.1507089,0.0,0.20378959,0.1507089,0.30995098,0.20378959,0.3630317,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,12.477377,0,285.52365,2068,49.433678,11948,285.52365,0,1074,4264,45,803,1122,103,746,143,401,344,72,110,72,0.03568436,0.054403517,0.03568436,4,5,29,1.2624178,0,0,0,0,4,2,6,0.019790376,0.0,0.019790376,0.019790376,0.113489814,0.066640094,0.16033953,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,12.883442,0,294.18924,2029,49.487804,12061,294.18924,0,1129,4336,45,805,1147,103,735,142,451,337,65,102,65,0.032878097,0.051593322,0.032878097,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,41,13,13.050683,0,301.2227,2141,52.219513,12350,301.2227,0,1072,4340,45,904,1163,103,766,143,404,403,82,120,82,0.03824627,0.055970147,0.03824627,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.252176,0,304.11307,2088,52.2,12164,304.11307,0,1064,4246,44,897,1151,101,759,140,402,398,80,117,80,0.038295835,0.056007657,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,14,12.866715,0,286.58743,2104,48.930233,12323,286.58743,0,1132,4373,47,820,1198,107,748,149,474,343,65,104,65,0.03167641,0.05068226,0.03167641,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023255,0.046511628,0.13953489,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,12,12.635702,0,284.9791,2168,50.420162,12254,284.9791,0,1074,4354,47,826,1180,107,759,146,420,377,86,126,86,0.039502688,0.05787603,0.039502688,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023255,0.046511628,0.13953489,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,44,13,12.8462515,0,294.45203,2237,50.487297,13045,294.45203,0,1143,4680,49,918,1244,109,780,148,442,407,79,121,79,0.03600036,0.055095028,0.03600036,6,7,36,1.1972556,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090285376,0.045142688,0.13542806,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.250888,0,304.10178,2088,52.2,12164,304.10178,0,1065,4247,44,897,1154,101,757,140,408,398,80,117,80,0.038295835,0.056007657,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,14,14.124575,0,278.89795,1904,47.56584,11163,282.35733,0,976,3858,44,757,1164,98,680,137,345,304,47,85,47,0.024724653,0.04490998,0.024724653,3,3,20,1.1563239,0,0,0,0,4,2,5,0.0,0.0,0.012643527,0.0,0.11258309,0.049969785,0.13756798,137,395,222,26,27,118,0,120,88,0,8,Benign
Benign,41,13,13.004949,0,291.553,2068,50.439026,11953,291.553,0,1053,4161,45,855,1138,106,733,142,396,375,60,98,60,0.02929615,0.047850378,0.02929615,4,5,24,1.3333334,1,0,1,1,5,3,6,0.023809524,0.0,0.023809524,0.023809524,0.11904762,0.071428575,0.14285715,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,39,12,12.960896,0,292.37244,1941,49.76923,11402,292.37244,0,1028,4042,43,801,1075,99,723,140,396,329,63,98,63,0.033386327,0.051934287,0.033386327,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564104,0.051282052,0.15384616,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,45,12,12.982887,0,289.30533,2175,48.64345,13097,296.61194,0,1170,4781,48,875,1294,111,768,147,465,381,65,105,65,0.030516978,0.049129356,0.030516978,4,5,26,1.2991279,0,0,1,0,5,2,7,0.0,0.0,0.025086587,0.0,0.11344257,0.04417799,0.15762056,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.211707,0,304.8908,2081,52.04557,12195,304.8908,0,1072,4282,44,887,1161,101,767,140,384,383,76,113,76,0.036576748,0.05438385,0.036576748,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,17,11.047478,0,260.64743,1934,44.563923,11312,266.81973,0,861,3907,48,979,941,106,753,137,361,373,80,121,80,0.0410673,0.061652124,0.0410673,5,6,32,1.350624,10,0,11,10,15,12,17,0.1872729,0.0,0.2060002,0.1872729,0.28090936,0.22472748,0.31836393,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,43,17,10.764091,0,253.66397,1867,43.42477,10908,259.7274,0,827,3792,48,974,893,105,739,136,350,356,78,118,78,0.041350055,0.062478673,0.041350055,4,5,27,1.2886647,9,0,10,9,14,11,16,0.18531337,0.0,0.20425957,0.18531337,0.28004438,0.22320578,0.31793678,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,68,21,9.467094,0,226.01903,2749,40.95125,15341,266.32544,0,1305,5362,62,1189,1368,131,922,162,551,498,121,175,121,0.043876644,0.063444406,0.043876644,12,61,72,1.7142857,1,0,12,1,16,3,20,0.022501959,0.0,0.17017567,0.022501959,0.22784156,0.0513349,0.29359293,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,50,17,11.7997265,0,269.62497,2343,46.63137,13550,272.45996,0,1189,4698,55,1022,1254,123,808,149,534,434,92,140,92,0.038891476,0.058910485,0.038891476,5,6,30,1.25,2,0,3,2,7,4,9,0.05166065,0.0,0.0615469,0.05166065,0.13701859,0.0893965,0.17475444,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,41,16,10.966105,0,254.98637,1815,44.26829,10455,261.38605,0,818,3620,45,860,866,101,719,131,325,343,83,121,83,0.04496208,0.06554713,0.04496208,4,5,24,1.3333334,11,0,12,11,16,13,18,0.21153846,0.0,0.23076923,0.21153846,0.30769232,0.25,0.34615386,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,44,13,12.867611,0,296.56024,2232,50.727272,13048,296.56024,0,1146,4675,49,921,1238,109,782,148,441,408,79,121,79,0.03584392,0.05490018,0.03584392,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,13,12.691607,0,289.0101,2141,49.7907,12427,289.0101,0,1115,4509,47,815,1189,106,755,142,425,365,76,117,76,0.036018956,0.05545024,0.036018956,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023255,0.046511628,0.13953489,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,12.840585,0,292.55618,1985,49.625,11702,292.55618,0,1107,4134,44,803,1097,101,729,141,435,333,64,100,64,0.033126295,0.051759835,0.033126295,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,13.410271,0,304.42673,2161,52.707317,12481,304.42673,0,1082,4351,45,912,1206,103,771,143,421,414,89,127,89,0.040994935,0.058498386,0.040994935,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.167821,0,299.84283,2001,50.025,11993,299.84283,0,1084,4421,44,767,1155,100,739,136,412,332,63,101,63,0.03219213,0.051609606,0.03219213,3,4,18,1.5,2,0,2,2,6,4,8,0.04761905,0.0,0.04761905,0.04761905,0.14285715,0.0952381,0.1904762,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,55,20,11.025671,0,258.71753,2569,46.721954,14230,265.0816,0,1196,4810,59,1170,1268,125,886,161,514,479,107,158,107,0.04196741,0.061714612,0.04196741,12,55,72,1.579816,8,0,9,8,13,10,15,0.13176723,0.0,0.1513738,0.13176723,0.21451801,0.16333933,0.24609011,138,392,222,26,24,118,0,127,87,0,8,Benign
Benign,44,15,13.146335,0,282.20456,2130,48.428528,12417,284.64825,0,1049,4375,48,870,1235,107,755,151,398,362,53,94,53,0.025010996,0.044533644,0.025010996,4,5,27,1.157241,0,0,0,0,4,2,6,0.0,0.0,0.008432642,0.0,0.099341735,0.045454547,0.14479628,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,14,12.850524,0,266.4793,1892,47.344017,10842,266.4793,0,857,3727,44,802,1079,100,714,137,305,335,63,101,63,0.03351079,0.05337691,0.03351079,5,16,31,1.4165373,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09829724,0.049148615,0.1650865,138,394,222,26,26,118,0,123,87,0,8,Benign
Benign,40,14,14.353884,0,286.09064,1941,48.14671,11535,287.21518,0,1048,4011,45,781,1219,100,656,138,371,336,51,89,51,0.026602706,0.046015523,0.026602706,4,5,27,1.2916985,0,0,0,0,4,2,5,0.011119599,0.0,0.014826131,0.011119599,0.11297286,0.060192965,0.13750955,137,395,222,26,27,118,0,120,88,0,8,Benign
Benign,42,12,13.405598,0,303.44778,2194,52.260235,12744,303.44778,0,1098,4481,46,943,1223,105,772,147,415,430,89,128,89,0.04039705,0.05809215,0.04039705,7,8,42,1.1666666,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767445,0.1627907,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,14,12.408552,0,283.75284,2175,49.17376,12585,289.5134,0,1059,4423,47,946,1184,108,783,150,419,386,74,114,74,0.034814175,0.0533619,0.034814175,4,5,26,1.309916,1,0,2,1,6,3,8,0.025912544,0.0,0.04508395,0.025912544,0.13328627,0.0700137,0.18314578,138,394,222,26,26,118,0,125,87,0,8,Benign
Benign,45,18,11.210185,0,264.3937,2111,46.310833,12053,264.3937,0,901,4113,49,1146,1005,110,828,145,356,418,87,131,87,0.040074628,0.060614362,0.040074628,12,77,72,1.7142857,0,0,0,0,4,2,5,0.012632697,0.0,0.012632697,0.012632697,0.099275775,0.055954237,0.12093654,138,392,222,26,24,118,0,123,87,0,8,Benign
Benign,44,12,12.790715,0,287.80063,2153,48.93182,12663,287.80063,0,1138,4687,48,791,1229,108,751,143,439,347,74,116,74,0.03490566,0.054716982,0.03490566,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,41,16,11.179461,0,263.80414,1892,46.161953,10816,268.06097,0,862,3651,44,942,894,102,732,131,324,371,82,121,82,0.042922504,0.06298957,0.042922504,6,8,36,1.6428084,10,0,10,10,14,12,16,0.18785086,0.0,0.1995259,0.18785086,0.27875996,0.2274679,0.3102435,138,392,222,26,24,118,0,125,87,0,8,Benign
Benign,52,21,10.839505,0,254.4234,2439,46.90472,13230,254.4234,0,1040,4442,58,1140,1147,123,882,158,428,438,101,150,101,0.041364934,0.061606664,0.041364934,10,32,61,1.3542522,3,0,3,3,7,5,9,0.06662469,0.0,0.06662469,0.06662469,0.1384228,0.102523744,0.17432185,138,392,222,26,24,118,0,127,87,0,8,Benign
Benign,51,17,11.346035,0,264.15775,2352,45.53899,13649,272.98718,0,1194,4649,56,1029,1238,125,806,148,540,467,91,139,91,0.03819066,0.05826341,0.03819066,5,6,30,1.25,2,0,3,2,7,4,9,0.04022929,0.0,0.07122385,0.04022929,0.14552595,0.07738034,0.18267699,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,41,12,12.955499,0,294.9067,2029,49.487804,12091,294.9067,0,1129,4348,45,805,1159,103,736,142,451,337,65,102,65,0.032878097,0.051593322,0.032878097,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,43,17,10.460981,0,249.17043,1842,42.84502,10715,255.12686,0,825,3757,48,904,866,105,723,134,355,335,75,115,75,0.040633947,0.06206827,0.040633947,4,5,24,1.319499,8,0,9,8,13,10,15,0.17038518,0.0,0.18967855,0.17038518,0.26685202,0.20897192,0.30543876,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,40,12,13.588733,0,308.8626,2088,52.2,12354,308.8626,0,1099,4293,44,898,1182,101,760,140,434,434,80,117,80,0.038295835,0.056007657,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,40,12,13.301601,0,304.33228,2088,52.2,12173,304.33228,0,1068,4250,44,897,1154,101,757,140,409,398,80,117,80,0.038295835,0.056007657,0.038295835,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,12,14.056993,0,315.19873,2226,51.595364,13600,315.19873,0,1211,5008,47,895,1334,107,775,143,483,447,83,124,83,0.0378911,0.056572236,0.0378911,5,6,30,1.2424773,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.092705175,0.046352588,0.13905776,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,44,12,12.486853,0,282.7812,2133,48.477272,12442,282.7812,0,1154,4435,48,828,1193,109,745,151,459,350,72,112,72,0.034677584,0.053830806,0.034677584,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,49,17,11.573004,0,258.84726,2214,45.00884,12735,258.84726,0,1078,4480,55,941,1195,117,768,140,445,406,83,131,83,0.03732678,0.058351632,0.03732678,4,5,26,1.3064373,1,0,1,1,5,3,8,0.018338267,0.0,0.018338267,0.018338267,0.09817452,0.05825639,0.17067546,138,392,222,26,24,118,0,127,87,0,8,Benign
Benign,42,12,12.773873,0,290.10434,2054,48.904762,12184,290.10434,0,1133,4364,46,813,1173,105,736,145,454,338,66,104,66,0.032950573,0.051922116,0.032950573,3,4,18,1.5,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767445,0.1627907,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,17,10.919881,0,253.90794,1884,43.826374,10919,259.97717,0,827,3811,48,912,911,105,736,137,351,348,82,122,82,0.042874657,0.063766524,0.042874657,5,6,30,1.25,6,0,7,6,11,8,13,0.12551251,0.0,0.14584944,0.12551251,0.22719711,0.16618635,0.26787093,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,12,12.902304,0,292.50983,2090,49.761906,12285,292.50983,0,1110,4462,46,808,1177,104,746,139,414,361,73,113,73,0.03550584,0.05496109,0.03550584,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.0952381,0.04761905,0.14285715,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,46,17,11.092906,0,259.1084,2149,45.788322,12161,259.1084,0,1040,4264,52,925,1089,112,778,138,430,355,82,127,82,0.038025882,0.05862873,0.038025882,4,5,24,1.3333334,5,0,5,5,9,7,11,0.096273564,0.0,0.11428323,0.096273564,0.17329241,0.13478298,0.2298115,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,12,12.963516,0,298.5801,2160,51.42857,12541,305.88693,0,1081,4412,45,922,1194,104,776,144,423,396,80,117,80,0.037769694,0.05512831,0.037769694,5,6,30,1.25,0,0,1,0,5,2,7,0.011477631,0.0,0.035013877,0.011477631,0.12915887,0.058550127,0.17623135,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,42,13,12.9532795,0,291.60297,2089,49.740505,12246,291.60297,0,1131,4373,46,814,1184,105,747,145,452,346,68,106,68,0.033541135,0.0521699,0.033541135,3,4,20,1.4184083,0,0,0,0,4,2,6,0.011655965,0.0,0.011655965,0.011655965,0.105763495,0.05870973,0.15281726,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,12,12.454545,0,286.04636,2153,48.93182,12586,286.04636,0,1135,4658,48,791,1194,108,751,143,426,347,74,116,74,0.03490566,0.054716982,0.03490566,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,41,12,13.50749,0,306.9662,2161,52.707317,12585,306.9662,0,1111,4367,45,912,1208,103,771,143,441,442,89,127,89,0.040994935,0.058498386,0.040994935,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,57,21,11.9415245,0,263.71115,2648,46.268345,15104,268.68527,0,1212,5250,61,1193,1477,130,896,161,541,508,108,162,108,0.040513042,0.06062029,0.040513042,12,61,72,1.7142857,0,0,1,0,5,2,8,0.003042078,0.0,0.021294547,0.003042078,0.09098479,0.0378872,0.14629455,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,12,13.674821,0,307.84018,2195,52.261906,12929,307.84018,0,1154,4623,46,877,1274,105,780,142,439,403,80,120,80,0.036900368,0.055350553,0.036900368,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.0952381,0.04761905,0.14285715,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,40,12,13.372609,0,300.51184,2001,50.025,12020,300.51184,0,1084,4424,44,767,1171,100,739,136,412,332,63,101,63,0.03219213,0.051609606,0.03219213,3,4,18,1.5,2,0,2,2,6,4,8,0.04761905,0.0,0.04761905,0.04761905,0.14285715,0.0952381,0.1904762,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,43,12,12.794296,0,293.0144,2121,49.32558,12599,293.0144,0,1121,4696,47,794,1199,110,745,141,446,357,69,110,69,0.0331253,0.05280845,0.0331253,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023255,0.046511628,0.13953489,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,13.564913,0,303.88266,2080,51.618073,12248,303.88266,0,1081,4261,44,887,1183,101,756,141,415,403,74,112,74,0.036220435,0.05442871,0.036220435,4,5,28,1.2760925,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.09923632,0.04961816,0.14121765,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,12,12.564882,0,286.15286,2153,48.93182,12590,286.15286,0,1126,4659,48,791,1205,108,750,143,426,347,74,116,74,0.03490566,0.054716982,0.03490566,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,44,12,12.477738,0,282.70502,2133,48.477272,12439,282.70502,0,1153,4433,48,828,1193,109,745,151,459,350,72,112,72,0.03448276,0.053639848,0.03448276,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,12.86064,0,291.84628,1985,49.625,11673,291.84628,0,1110,4096,44,803,1104,101,729,141,433,333,64,100,64,0.033126295,0.051759835,0.033126295,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,42,12,12.838544,0,291.8432,2090,49.761906,12257,291.8432,0,1108,4457,46,808,1173,104,746,139,414,360,73,113,73,0.03550584,0.05496109,0.03550584,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.0952381,0.04761905,0.14285715,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,45,18,12.172847,0,276.4045,2190,48.66865,12438,276.4045,0,930,4156,49,1149,1094,109,845,145,392,452,104,148,104,0.045837242,0.06520159,0.045837242,13,78,78,1.8571428,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.08888889,0.044444446,0.11111111,138,392,222,26,24,118,0,124,87,0,8,Benign
Benign,42,12,13.413112,0,303.30072,2115,50.357143,12738,303.30072,0,1127,4798,46,798,1242,104,751,140,428,356,75,115,75,0.036287103,0.05548457,0.036287103,4,5,24,1.3333334,1,0,1,1,5,3,7,0.03675749,0.0,0.03675749,0.03675749,0.12849487,0.08262619,0.17436357,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,42,12,12.857142,0,289.93585,2054,48.904762,12177,289.93585,0,1132,4361,46,813,1175,105,736,145,454,338,66,104,66,0.032950573,0.051922116,0.032950573,3,4,18,1.5,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767445,0.1627907,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,42,12,13.360502,0,306.26022,2194,52.238094,12862,306.26022,0,1147,4596,46,877,1241,105,780,142,437,403,79,119,79,0.03647276,0.05493998,0.03647276,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.0952381,0.04761905,0.14285715,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,44,12,12.518704,0,282.36505,2133,48.477272,12424,282.36505,0,1153,4428,48,828,1190,109,745,151,460,350,73,113,73,0.03494495,0.054092865,0.03494495,4,5,24,1.3333334,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,51,18,11.695592,0,265.62613,2371,46.451942,13560,265.62613,0,1116,4715,57,1063,1258,122,806,152,463,428,101,150,101,0.04199621,0.06225734,0.04199621,8,9,48,1.2315611,2,0,2,2,6,4,8,0.037700422,0.0,0.037700422,0.037700422,0.11310127,0.075400844,0.15080169,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,41,12,12.862969,0,289.9061,2031,49.536587,11886,289.9061,0,1122,4143,45,814,1135,107,733,144,450,354,65,102,65,0.03284487,0.051541183,0.03284487,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,122,88,0,8,Benign
Benign,40,12,13.968993,0,304.75232,2091,51.21889,12447,304.75232,0,1099,4263,44,877,1221,102,739,144,517,422,74,112,74,0.03594076,0.05480674,0.03594076,5,6,30,1.25,0,0,0,0,4,2,5,0.003764671,0.0,0.003764671,0.003764671,0.101325646,0.05254516,0.1257159,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,42,17,10.602522,0,251.84294,1837,43.173943,10721,257.92654,0,841,3724,47,921,869,104,723,132,360,340,77,116,77,0.041404966,0.062646136,0.041404966,4,5,26,1.4755435,9,0,10,9,14,11,16,0.18778297,0.0,0.20685895,0.18778297,0.28316283,0.22593492,0.32131475,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,45,12,13.654898,0,309.58337,2360,52.444443,13931,309.58337,0,1216,5134,49,926,1369,111,796,149,473,450,100,143,100,0.04249894,0.06077348,0.04249894,7,8,42,1.1666666,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.08888889,0.044444446,0.13333334,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,16,10.539484,0,249.12703,1746,42.95936,10126,259.66528,0,798,3512,44,845,814,99,710,127,311,319,72,109,72,0.04113744,0.06208874,0.04113744,3,4,18,1.5,9,0,11,9,15,11,17,0.1925361,0.0,0.22537261,0.1925361,0.30482158,0.23226058,0.34454605,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,41,12,13.228772,0,298.42203,2074,50.585365,12235,298.42203,0,1133,4388,45,809,1182,103,746,141,457,350,72,109,72,0.03548546,0.053721044,0.03548546,4,5,24,1.3333334,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.11904762,0.071428575,0.16666667,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,43,13,13.373257,0,300.278,2195,50.302296,13105,300.278,0,1151,4712,48,893,1284,108,821,145,442,393,71,112,71,0.033008903,0.052291427,0.033008903,5,6,30,1.25,0,0,0,0,4,2,6,0.014453093,0.0,0.014453093,0.014453093,0.1047874,0.059620246,0.14995456,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,39,12,13.274707,0,298.06223,1992,51.076923,11624,298.06223,0,1043,4058,43,834,1106,99,723,137,363,350,60,96,60,0.030425964,0.048681542,0.030425964,4,5,24,1.3333334,3,0,3,3,7,5,8,0.071428575,0.0,0.071428575,0.071428575,0.16666667,0.11904762,0.1904762,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,13.117402,0,301.9233,2047,49.92683,12378,301.9233,0,1111,4644,45,800,1176,102,741,137,426,334,66,105,66,0.032901295,0.05234297,0.032901295,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,44,13,12.428181,0,275.6947,2140,48.277824,12223,277.79904,0,1047,4352,48,838,1171,108,758,152,419,351,72,113,72,0.034057103,0.053191617,0.034057103,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.00753689,0.0,0.09776081,0.045111958,0.14287277,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,41,13,13.338013,0,301.81046,2141,52.219513,12374,301.81046,0,1071,4346,45,904,1185,103,766,143,404,403,82,120,82,0.03824627,0.055970147,0.03824627,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,395,222,26,27,118,0,123,88,0,8,Benign
